date_raw,stage_no,time_raw,herd_size,area,beaufort,psd_raw,effort_status,source_type,northing,easting,season,boat_assoc,primary_secondary,date,calendar_year,month,monitoring_period,monitoring_start_year,source_file,area_code,psd
11-Apr-12,10,1445,1,SW LANTAU,1.0,103,ON,HKCRP,807733,808151,SPRING,NONE,S,2012-04-11,2012,4,2012-13,2012,Final_Report_2012_13.pdf,SWL,103.0
11-Apr-12,11,1640,1,W LANTAU,3.0,89,ON,HKCRP,810084,801372,SPRING,NONE,S,2012-04-11,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,89.0
12-Apr-12,1,1020,1,W LANTAU,1.0,190,ON,HKCRP,816313,803797,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,190.0
12-Apr-12,2,1041,2,W LANTAU,1.0,507,ON,HKCRP,813978,803030,SPRING,NONE,S,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,507.0
12-Apr-12,3,1049,2,W LANTAU,2.0,12,ON,HKCRP,813558,802606,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,12.0
12-Apr-12,4,1116,1,W LANTAU,2.0,7,ON,HKCRP,811468,801365,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,7.0
12-Apr-12,5,1126,1,W LANTAU,2.0,94,ON,HKCRP,811002,801827,SPRING,NONE,S,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,94.0
12-Apr-12,6,1259,1,W LANTAU,2.0,530,ON,HKCRP,808435,800636,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,WL,530.0
12-Apr-12,7,1433,4,NW LANTAU,3.0,245,ON,HKCRP,822944,804667,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NWL,245.0
12-Apr-12,8,1515,4,NW LANTAU,4.0,42,ON,HKCRP,829245,804690,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NWL,42.0
12-Apr-12,9,1614,1,NW LANTAU,3.0,7,ON,HKCRP,821586,808352,SPRING,NONE,S,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NWL,7.0
12-Apr-12,10,1630,1,NW LANTAU,3.0,141,ON,HKCRP,824465,808440,SPRING,NONE,P,2012-04-12,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NWL,141.0
26-Apr-12,5,1350,2,SW LANTAU,2.0,ND,OFF,HKCRP,807607,810523,SPRING,NONE,,2012-04-26,2012,4,2012-13,2012,Final_Report_2012_13.pdf,SWL,
26-Apr-12,9,1511,1,SW LANTAU,2.0,ND,OFF,HKCRP,803657,808577,SPRING,NONE,,2012-04-26,2012,4,2012-13,2012,Final_Report_2012_13.pdf,SWL,
27-Apr-12,1,1040,1,NW LANTAU,4.0,207,ON,HKCRP,820983,805322,SPRING,NONE,P,2012-04-27,2012,4,2012-13,2012,Final_Report_2012_13.pdf,NWL,207.0
4-May-12,1,1115,3,NW LANTAU,2.0,458,ON,HKCRP,825569,804641,SPRING,NONE,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL,458.0
4-May-12,2,1207,4,NW LANTAU,2.0,124,ON,HKCRP,825765,806382,SPRING,NONE,P,2012-05-04,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL,124.0
15-May-12,1,1040,14,W LANTAU,1.0,458,ON,HKCRP,814089,803020,SPRING,NONE,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,458.0
15-May-12,2,1122,5,W LANTAU,1.0,39,ON,HKCRP,811468,801375,SPRING,NONE,P,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,39.0
15-May-12,3,1142,3,W LANTAU,2.0,170,ON,HKCRP,810006,801351,SPRING,HANG,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,170.0
15-May-12,4,1216,10,W LANTAU,2.0,199,ON,HKCRP,806672,801776,SPRING,NONE,S,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,199.0
15-May-12,5,1352,1,SW LANTAU,2.0,ND,OFF,HKCRP,802294,809348,SPRING,NONE,,2012-05-15,2012,5,2012-13,2012,Final_Report_2012_13.pdf,SWL,
16-May-12,1,1558,4,W LANTAU,2.0,ND,OFF,HELI,817047,802377,SPRING,NONE,,2012-05-16,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
18-May-12,1,1016,4,W LANTAU,1.0,ND,OFF,HKCRP,814386,803701,SPRING,NONE,,2012-05-18,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
18-May-12,2,1030,7,W LANTAU,1.0,ND,OFF,HKCRP,813414,802678,SPRING,NONE,,2012-05-18,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
18-May-12,3,1531,2,NE LANTAU,3.0,ND,OFF,HKCRP,821364,815934,SPRING,NONE,,2012-05-18,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL,
24-May-12,1,0905,3,NW LANTAU,3.0,ND,OFF,HKCRP,817718,804604,SPRING,NONE,,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL,
24-May-12,2,0922,1,W LANTAU,4.0,189,ON,HKCRP,816955,803789,SPRING,NONE,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,189.0
24-May-12,3,0947,5,W LANTAU,4.0,ND,OFF,HKCRP,813989,803174,SPRING,HANG,,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
24-May-12,4,1012,1,W LANTAU,4.0,ND,OFF,HKCRP,814100,803143,SPRING,NONE,,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
24-May-12,5,1039,5,W LANTAU,4.0,ND,OFF,HKCRP,813624,802751,SPRING,NONE,,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
24-May-12,6,1153,5,W LANTAU,3.0,139,ON,HKCRP,811469,801066,SPRING,NONE,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,139.0
24-May-12,7,1212,7,W LANTAU,2.0,85,ON,HKCRP,811079,801931,SPRING,NONE,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,85.0
24-May-12,8,1241,5,W LANTAU,3.0,215,ON,HKCRP,809113,799544,SPRING,NONE,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,215.0
24-May-12,9,1309,1,W LANTAU,4.0,109,ON,HKCRP,807736,801490,SPRING,NONE,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,109.0
24-May-12,10,1319,1,W LANTAU,4.0,32,ON,HKCRP,808423,801172,SPRING,NONE,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,32.0
24-May-12,11,1337,2,W LANTAU,3.0,1319,ON,HKCRP,809689,799628,SPRING,NONE,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,1319.0
24-May-12,12,1350,1,W LANTAU,3.0,143,ON,HKCRP,810472,800991,SPRING,NONE,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,143.0
24-May-12,13,1356,4,W LANTAU,2.0,157,ON,HKCRP,810472,801135,SPRING,NONE,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,157.0
24-May-12,14,1409,14,W LANTAU,2.0,107,ON,HKCRP,810792,801714,SPRING,GILL NET,S,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,107.0
24-May-12,15,1509,2,W LANTAU,3.0,138,ON,HKCRP,814487,803051,SPRING,NONE,P,2012-05-24,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,138.0
30-May-12,1,1318,1,NE LANTAU,2.0,126,ON,HKCRP,822198,813257,SPRING,NONE,P,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NEL,126.0
30-May-12,2,1837,1,NW LANTAU,2.0,ND,OFF,HKCRP,826941,805190,SPRING,NONE,,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL,
30-May-12,3,2249,2,W LANTAU,1.0,ND,OFF,HKCRP,806373,801869,SPRING,NONE,,2012-05-30,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
31-May-12,1,558,3,W LANTAU,0.0,ND,OFF,HKCRP,806318,801765,SPRING,NONE,,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,
31-May-12,2,632,3,W LANTAU,1.0,474,ON,HKCRP,806475,800899,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,474.0
31-May-12,3,642,2,W LANTAU,0.0,662,ON,HKCRP,806462,801621,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,662.0
31-May-12,4,653,1,W LANTAU,0.0,681,ON,HKCRP,807448,801294,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,681.0
31-May-12,5,710,7,W LANTAU,1.0,312,ON,HKCRP,808459,799914,SPRING,HANG,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,312.0
31-May-12,6,728,4,W LANTAU,1.0,37,ON,HKCRP,808767,800946,SPRING,NONE,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,37.0
31-May-12,7,740,2,W LANTAU,1.0,53,ON,HKCRP,809420,800844,SPRING,NONE,S,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,53.0
31-May-12,8,804,8,W LANTAU,2.0,63,ON,HKCRP,810482,801476,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,63.0
31-May-12,9,826,8,W LANTAU,2.0,338,ON,HKCRP,811234,802024,SPRING,HANG,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,338.0
31-May-12,10,859,4,W LANTAU,2.0,18,ON,HKCRP,813569,802678,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,18.0
31-May-12,11,915,2,W LANTAU,2.0,49,ON,HKCRP,814199,803102,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,WL,49.0
31-May-12,12,1041,8,NW LANTAU,3.0,176,ON,HKCRP,824338,805339,SPRING,NONE,P,2012-05-31,2012,5,2012-13,2012,Final_Report_2012_13.pdf,NWL,176.0
6-Jun-12,1,957,2,NW LANTAU,2.0,ND,OFF,HKCRP,817048,807220,SUMMER,NONE,,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,
6-Jun-12,2,1006,1,NW LANTAU,2.0,ND,OFF,HKCRP,816608,805849,SUMMER,NONE,,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,
6-Jun-12,3,1021,1,W LANTAU,2.0,132,ON,HKCRP,818184,803812,SUMMER,NONE,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,132.0
6-Jun-12,4,1051,1,W LANTAU,2.0,254,ON,HKCRP,815019,802836,SUMMER,NONE,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,254.0
6-Jun-12,5,1108,1,W LANTAU,2.0,207,ON,HKCRP,813558,802761,SUMMER,NONE,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,207.0
6-Jun-12,6,1134,10,W LANTAU,2.0,ND,OFF,HKCRP,811456,801684,SUMMER,NONE,,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
6-Jun-12,7,1216,2,W LANTAU,3.0,495,ON,HKCRP,808582,799574,SUMMER,NONE,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,495.0
6-Jun-12,8,1301,1,W LANTAU,4.0,93,ON,HKCRP,806517,801714,SUMMER,NONE,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,93.0
6-Jun-12,9,1405,1,W LANTAU,2.0,100,ON,HKCRP,812566,800749,SUMMER,NONE,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,100.0
6-Jun-12,10,1418,1,W LANTAU,2.0,306,ON,HKCRP,813417,801348,SUMMER,NONE,S,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,306.0
6-Jun-12,11,1448,6,NW LANTAU,2.0,364,ON,HKCRP,815414,804630,SUMMER,NONE,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,364.0
6-Jun-12,12,1539,1,NW LANTAU,2.0,167,ON,HKCRP,822535,804655,SUMMER,NONE,P,2012-06-06,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,167.0
7-Jun-12,1,1000,1,NW LANTAU,2.0,ND,OFF,HKCRP,816507,806302,SUMMER,NONE,,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,
7-Jun-12,2,1052,4,NW LANTAU,1.0,202,ON,HKCRP,826996,805355,SUMMER,NONE,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,202.0
7-Jun-12,3,1126,5,NW LANTAU,1.0,148,ON,HKCRP,828830,807428,SUMMER,NONE,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,148.0
7-Jun-12,4,1144,1,NW LANTAU,1.0,178,ON,HKCRP,827446,807415,SUMMER,NONE,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,178.0
7-Jun-12,5,1147,4,NW LANTAU,1.0,473,ON,HKCRP,826959,807311,SUMMER,NONE,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,473.0
7-Jun-12,6,1213,2,NW LANTAU,3.0,25,ON,HKCRP,825464,807422,SUMMER,NONE,P,2012-06-07,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,25.0
8-Jun-12,1,1013,1,W LANTAU,2.0,779,ON,HKCRP,815182,804372,SUMMER,NONE,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,779.0
8-Jun-12,2,1022,1,W LANTAU,2.0,121,ON,HKCRP,814409,803556,SUMMER,NONE,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,121.0
8-Jun-12,3,1034,1,W LANTAU,1.0,178,ON,HKCRP,813436,802895,SUMMER,NONE,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,178.0
8-Jun-12,4,1052,5,W LANTAU,1.0,137,ON,HKCRP,810173,801176,SUMMER,NONE,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,137.0
8-Jun-12,5,1103,2,W LANTAU,2.0,353,ON,HKCRP,809144,800844,SUMMER,NONE,S,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,353.0
8-Jun-12,6,1130,1,SW LANTAU,2.0,664,ON,HKCRP,804400,802565,SUMMER,NONE,P,2012-06-08,2012,6,2012-13,2012,Final_Report_2012_13.pdf,SWL,664.0
14-Jun-12,1,1120,8,NW LANTAU,1.0,351,ON,HKCRP,829187,806307,SUMMER,NONE,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,351.0
14-Jun-12,2,1214,7,NW LANTAU,2.0,21,ON,HKCRP,822217,808436,SUMMER,NONE,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,21.0
14-Jun-12,3,1417,3,NE LANTAU,3.0,409,ON,HKCRP,820866,815305,SUMMER,NONE,P,2012-06-14,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NEL,409.0
21-Jun-12,1,1019,2,W LANTAU,2.0,ND,OFF,HKCRP,818461,803988,SUMMER,HANG,,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
21-Jun-12,2,1124,1,W LANTAU,3.0,193,ON,HKCRP,813052,801121,SUMMER,NONE,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,193.0
21-Jun-12,3,1148,7,W LANTAU,2.0,135,ON,HKCRP,811256,802065,SUMMER,NONE,S,2012-06-21,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,135.0
28-Jun-12,1,1008,4,W LANTAU,2.0,ND,OFF,HKCRP,816542,805303,SUMMER,NONE,,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
28-Jun-12,2,1028,6,W LANTAU,3.0,ND,OFF,HKCRP,816522,804519,SUMMER,NONE,,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
28-Jun-12,3,1055,7,W LANTAU,2.0,81,ON,HKCRP,814033,802978,SUMMER,NONE,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,81.0
28-Jun-12,4,1115,2,W LANTAU,3.0,103,ON,HKCRP,811725,800375,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,103.0
28-Jun-12,5,1124,3,W LANTAU,3.0,105,ON,HKCRP,811468,801395,SUMMER,NONE,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,105.0
28-Jun-12,6,1139,3,W LANTAU,2.0,ND,OFF,HKCRP,809818,801299,SUMMER,NONE,,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
28-Jun-12,7,1157,1,W LANTAU,3.0,ND,OFF,HKCRP,807817,799820,SUMMER,NONE,,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,
28-Jun-12,8,1201,4,W LANTAU,3.0,117,ON,HKCRP,807440,799912,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,117.0
28-Jun-12,9,1205,1,W LANTAU,2.0,104,ON,HKCRP,807450,800345,SUMMER,NONE,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,104.0
28-Jun-12,10,1219,4,W LANTAU,2.0,24,ON,HKCRP,806528,801735,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,24.0
28-Jun-12,11,1249,3,W LANTAU,2.0,114,ON,HKCRP,805465,801588,SUMMER,NONE,P,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,114.0
28-Jun-12,12,1301,2,W LANTAU,2.0,69,ON,HKCRP,805978,800383,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,69.0
28-Jun-12,13,1329,2,W LANTAU,2.0,62,ON,HKCRP,809597,801247,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,WL,62.0
28-Jun-12,14,1426,2,NW LANTAU,3.0,ND,OFF,HKCRP,817129,805345,SUMMER,NONE,,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,
28-Jun-12,15,1626,3,NW LANTAU,2.0,76,ON,HKCRP,820906,810762,SUMMER,NONE,S,2012-06-28,2012,6,2012-13,2012,Final_Report_2012_13.pdf,NWL,76.0
4-Jul-12,1,1015,5,W LANTAU,1.0,ND,OFF,THEO,806229,801992,SUMMER,NONE,,2012-07-04,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
4-Jul-12,2,1050,2,W LANTAU,1.0,ND,OFF,THEO,806317,802219,SUMMER,NONE,,2012-07-04,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
4-Jul-12,3,1109,1,W LANTAU,1.0,ND,OFF,THEO,806173,802002,SUMMER,NONE,,2012-07-04,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
4-Jul-12,4,1152,1,W LANTAU,1.0,ND,OFF,THEO,806140,802105,SUMMER,NONE,,2012-07-04,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
5-Jul-12,1,1023,6,NW LANTAU,2.0,ND,OFF,HKCRP,818206,804142,SUMMER,HANG,,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,
5-Jul-12,2,1057,8,W LANTAU,2.0,204,ON,HKCRP,813524,803018,SUMMER,NONE,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,204.0
5-Jul-12,3,1118,3,W LANTAU,2.0,ND,OFF,HKCRP,812540,802223,SUMMER,NONE,,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
5-Jul-12,4,1123,8,W LANTAU,2.0,ND,OFF,HKCRP,813117,801863,SUMMER,NONE,,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
5-Jul-12,5,1153,2,W LANTAU,2.0,ND,OFF,HKCRP,809508,801133,SUMMER,NONE,,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
5-Jul-12,6,1216,2,W LANTAU,2.0,205,ON,HKCRP,807427,801067,SUMMER,NONE,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,205.0
5-Jul-12,7,1314,3,W LANTAU,2.0,ND,OFF,HKCRP,808446,800801,SUMMER,NONE,,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
5-Jul-12,8,1350,1,W LANTAU,2.0,42,ON,HKCRP,810725,801662,SUMMER,NONE,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,42.0
5-Jul-12,9,1434,1,W LANTAU,2.0,207,ON,HKCRP,814508,803515,SUMMER,NONE,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,207.0
5-Jul-12,10,1453,4,NW LANTAU,2.0,151,ON,HKCRP,815911,805312,SUMMER,NONE,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,151.0
5-Jul-12,11,1612,1,NW LANTAU,2.0,755,ON,HKCRP,827793,805356,SUMMER,NONE,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,755.0
5-Jul-12,12,1619,5,NW LANTAU,2.0,28,ON,HKCRP,827625,806458,SUMMER,NONE,S,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,28.0
5-Jul-12,13,1629,2,NW LANTAU,2.0,460,ON,HKCRP,825929,807423,SUMMER,NONE,P,2012-07-05,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,460.0
6-Jul-12,1,1010,1,NW LANTAU,2.0,10,ON,HKCRP,815955,805343,SUMMER,NONE,P,2012-07-06,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,10.0
6-Jul-12,2,1022,2,NW LANTAU,2.0,36,ON,HKCRP,816985,805334,SUMMER,NONE,P,2012-07-06,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,36.0
6-Jul-12,3,1118,2,NW LANTAU,3.0,230,ON,HKCRP,829374,806966,SUMMER,NONE,S,2012-07-06,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,230.0
6-Jul-12,4,1153,4,NW LANTAU,2.0,600,ON,HKCRP,824775,808440,SUMMER,HANG,P,2012-07-06,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,600.0
9-Jul-12,1,1623,5,W LANTAU,3.0,ND,OFF,HELI,810969,801487,SUMMER,NONE,,2012-07-09,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
9-Jul-12,2,1627,2,W LANTAU,3.0,ND,OFF,HELI,813690,803266,SUMMER,NONE,,2012-07-09,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
10-Jul-12,1,1028,3,W LANTAU,3.0,165,ON,HKCRP,813436,802915,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,165.0
10-Jul-12,2,1047,2,W LANTAU,3.0,48,ON,HKCRP,813104,802533,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,48.0
10-Jul-12,3,1100,1,W LANTAU,3.0,241,ON,HKCRP,811699,801860,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,241.0
10-Jul-12,4,1128,1,W LANTAU,3.0,ND,OFF,HKCRP,811633,802025,SUMMER,NONE,,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
10-Jul-12,5,1136,3,W LANTAU,3.0,ND,OFF,HKCRP,810737,801569,SUMMER,NONE,,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
10-Jul-12,6,1158,3,W LANTAU,3.0,187,ON,HKCRP,808900,800926,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,187.0
10-Jul-12,7,1213,12,W LANTAU,3.0,ND,OFF,HKCRP,807548,801304,SUMMER,NONE,,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
10-Jul-12,8,1350,1,SW LANTAU,2.0,286,ON,HKCRP,806753,805334,SUMMER,HANG,P,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,SWL,286.0
10-Jul-12,9,1511,1,SW LANTAU,3.0,349,ON,HKCRP,804773,809930,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,SWL,349.0
10-Jul-12,10,1601,6,SW LANTAU,2.0,109,ON,HKCRP,806789,804066,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,SWL,109.0
10-Jul-12,11,1615,5,SW LANTAU,3.0,57,ON,HKCRP,806624,803323,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,SWL,57.0
10-Jul-12,12,1625,3,SW LANTAU,3.0,ND,OFF,HKCRP,806349,802611,SUMMER,NONE,,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,SWL,
10-Jul-12,13,1634,2,W LANTAU,3.0,ND,OFF,HKCRP,806461,801848,SUMMER,NONE,,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,
10-Jul-12,14,1652,1,W LANTAU,4.0,149,ON,HKCRP,808911,800957,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,149.0
10-Jul-12,15,1658,1,W LANTAU,3.0,73,ON,HKCRP,809652,801175,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,73.0
10-Jul-12,16,1706,4,W LANTAU,4.0,160,ON,HKCRP,810814,801600,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,160.0
10-Jul-12,17,1721,5,W LANTAU,4.0,100,ON,HKCRP,813436,802936,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,100.0
10-Jul-12,18,1731,4,W LANTAU,2.0,51,ON,HKCRP,814507,804330,SUMMER,NONE,S,2012-07-10,2012,7,2012-13,2012,Final_Report_2012_13.pdf,WL,51.0
11-Jul-12,1,1056,4,NW LANTAU,4.0,68,ON,HKCRP,827802,806396,SUMMER,NONE,P,2012-07-11,2012,7,2012-13,2012,Final_Report_2012_13.pdf,NWL,68.0
6-Aug-12,1,1116,4,NE LANTAU,2.0,204,ON,HKCRP,824118,818400,SUMMER,NONE,P,2012-08-06,2012,8,2012-13,2012,Final_Report_2012_13.pdf,NEL,204.0
