"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM13","2016-02-18","1","Surface Water","0.9","0.037","0.9","96","8","<1","<1","0.19","0.024","0.008","7.6","<0.2","30.4","5","1.3","0.6","15.1","0.25","0.47","0.68","0.03","2.2","<0.001","<0.5"
"Mirs Bay","MM13","2016-02-18","1","Middle Water","0.5","0.029","0.6","101","8.4","<1","<1","0.11","0.02","0.004","7.6","0.4","30.7","5","0.95","0.9","15.4","0.16","0.61","0.74","0.03","2.1","<0.001","<0.5"
"Mirs Bay","MM13","2016-02-18","1","Bottom Water","0.6","0.034","0.9","104","8.6","<1","<1","0.063","0.011","0.004","7.8","<0.2","31.2","5","0.27","3.8","15.5","0.11","0.77","0.84","<0.02","4.3","<0.001","0.8"
"Mirs Bay","MM13","2016-03-03","1","Surface Water","0.4","0.037","1","96","7.7","<1","<1","0.1","0.008","0.008","7.6","<0.2","32.4","3","0.73","2.4","16.8","0.15","0.27","0.38","0.09","11.9","<0.001","0.6"
"Mirs Bay","MM13","2016-03-03","1","Middle Water","0.1","0.028","0.6","97","7.8","<1","<1","0.089","0.009","0.005","7.6","0.3","32.4","3","0.72","11","16.4","0.13","0.41","0.51","0.05","4.4","<0.001","1.5"
"Mirs Bay","MM13","2016-03-03","1","Bottom Water","0.2","0.038","0.7","97","7.8","<1","<1","0.099","0.009","0.009","7.6","0.4","32.4","3","0.74","4.6","16.4","0.15","0.33","0.44","0.07","5.7","<0.001","0.7"
"Mirs Bay","MM13","2016-04-18","1","Surface Water","1.3","0.041","1.7","93","7","<1","<1","0.013","<0.002","0.002","8","<0.2","32","6","0.65","1","20.2","0.06","0.35","0.37","0.03","1.8","0.001","0.5"
"Mirs Bay","MM13","2016-04-18","1","Middle Water","0.6","0.049","0.5","89","6.7","<1","<1","0.01","<0.002","0.005","8","0.3","32.9","6","0.52","<0.5","19.8","0.06","0.37","0.38","<0.02","0.3","0.001","<0.5"
"Mirs Bay","MM13","2016-04-18","1","Bottom Water","0.6","0.046","0.6","90","6.6","<1","<1","0.01","<0.002","0.004","8","<0.2","33.7","6","0.37","1.1","20.8","0.06","0.24","0.25","0.02","1.8","0.001","0.7"
"Mirs Bay","MM13","2016-05-23","1","Surface Water","0.6","0.021","0.9","89","6","<1","<1","0.004","<0.002","<0.002","7.5","<0.2","32.7","7","0.52","0.5","26","0.03","0.45","0.46","0.03","0.4","<0.001","<0.5"
"Mirs Bay","MM13","2016-05-23","1","Middle Water","0.4","0.018","0.9","82","5.5","<1","<1","<0.002","<0.002","<0.002","7.5","<0.2","33.9","7","0.25","<0.5","25.8","0.02","0.75","0.75","0.02","0.3","<0.001","<0.5"
"Mirs Bay","MM13","2016-05-23","1","Bottom Water","0.5","0.013","0.9","88","5.9","<1","<1","<0.002","<0.002","<0.002","7.4","<0.2","34.3","7","0.25","1","25.8","0.02","0.48","0.48","<0.02","3.1","<0.001","<0.5"
"Mirs Bay","MM13","2016-06-16","1","Surface Water","2.4","0.05","13","116","8","<1","1","0.38","0.044","0.002","7.2","4.9","23.8","2.5","1.9","16","27.7","0.47","0.21","0.63","0.07","2.5","<0.001","3.8"
"Mirs Bay","MM13","2016-06-16","1","Middle Water","0.3","0.012","1","58","4","<1","<1","0.02","0.028","0.007","6.9","<0.2","34.4","2.5","0.66","11","23.8","0.06","0.36","0.41","0.04","1.3","<0.001","2"
"Mirs Bay","MM13","2016-06-16","1","Bottom Water","0.6","0.01","0.9","61","4.4","<1","<1","0.023","0.017","0.008","6.9","0.6","34.7","2.5","0.5","12","22.2","0.05","0.62","0.66","0.08","3.5","<0.001","2.4"
"Mirs Bay","MM13","2016-07-15","1","Surface Water","4.9","0.035","41","162","10.9","<1","1","0.18","0.015","0.007","8.5","7.3","24.4","3","0.27","7.6","28.6","0.23","0.85","1.05","0.17","11.4","0.006","4.4"
"Mirs Bay","MM13","2016-07-15","1","Middle Water","0.3","0.017","1.3","124","8.8","<1","6","0.093","<0.002","0.006","7.9","<0.2","33.8","3","1.2","1.5","23.1","0.11","1.2","1.3","0.04","1.4","<0.001","0.6"
"Mirs Bay","MM13","2016-07-15","1","Bottom Water","0.3","0.014","0.9","112","7.9","<1","<1","0.062","0.007","0.006","7.9","0.4","33.4","3","0.82","12","22.7","0.08","1.1","1.17","0.03","4.7","<0.001","2.1"
"Mirs Bay","MM13","2016-08-10","1","Surface Water","1.1","0.024","19","120","8.2","1","3","0.047","0.009","<0.002","8.3","10","30.5","2.5","0.12","20","26","0.08","0.66","0.72","0.04","3.1","0.002","4.2"
"Mirs Bay","MM13","2016-08-10","1","Middle Water","<0.1","0.013","0.7","66","4.6","1","1","0.041","0.022","0.006","8","0.9","33.9","2.5","0.56","9","23.7","0.08","0.55","0.61","0.02","2.5","<0.001","1.3"
"Mirs Bay","MM13","2016-08-10","1","Bottom Water","<0.1","0.012","1.1","49","3.5","<1","1","0.081","0.004","0.013","7.9","<0.2","34.4","2.5","1.1","12","22.6","0.1","0.4","0.49","0.04","4.9","<0.001","1.7"
"Mirs Bay","MM13","2016-09-09","1","Surface Water","0.6","0.014","1.9","91","6","<1","<1","0.014","0.005","<0.002","8.1","0.5","31.7","4","0.27","0.6","27.7","0.03","0.72","0.74","0.03","15.1","<0.001","0.6"
"Mirs Bay","MM13","2016-09-09","1","Middle Water","0.3","0.019","2.4","87","5.7","<1","<1","0.007","0.004","<0.002","8.1","1.1","32.5","4","0.27","0.6","27.7","0.03","0.72","0.73","<0.02","2.2","0.001","0.5"
"Mirs Bay","MM13","2016-09-09","1","Bottom Water","0.3","<0.005","0.9","29","2","<1","<1","0.13","0.004","0.021","7.8","0.6","34.3","4","2.1","3.9","23.3","0.14","1.2","1.33","0.11","4.3","<0.001","1"
"Mirs Bay","MM13","2016-10-24","1","Surface Water","0.8","0.008","3","93","6.2","<1","<1","0.16","0.003","0.018","8.1","0.7","31.1","3","1.4","2.4","27.3","0.17","0.18","0.34","0.06","3.3","<0.001","0.8"
"Mirs Bay","MM13","2016-10-24","1","Middle Water","0.4","0.006","0.8","91","6.2","<1","<1","0.2","0.003","0.025","8.1","<0.2","31.2","3","1.4","3.8","25.9","0.21","0.19","0.39","0.04","4.4","<0.001","0.9"
"Mirs Bay","MM13","2016-10-24","1","Bottom Water","0.4","0.005","1.2","88","6","<1","<1","0.19","0.006","0.024","8","<0.2","31.5","3","1.4","11","26","0.2","0.16","0.36","0.04","9.3","<0.001","1.4"
"Mirs Bay","MM13","2016-11-24","1","Surface Water","0.3","0.015","1.1","84","5.9","<1","1","0.087","0.023","0.011","8","0.6","31.5","3","1.1","16","24.1","0.13","0.32","0.43","0.03","14","<0.001","1.9"
"Mirs Bay","MM13","2016-11-24","1","Middle Water","0.4","0.018","1.3","92","6.5","<1","<1","0.087","0.023","0.012","8","0.9","31.4","3","1.1","22","24.4","0.13","0.16","0.27","0.02","7.8","<0.001","2.5"
"Mirs Bay","MM13","2016-11-24","1","Bottom Water","0.3","0.015","0.9","95","6.6","<1","<1","0.086","0.022","0.012","8","0.5","31.4","3","1.1","24","24.4","0.12","0.22","0.33","0.03","8.6","<0.001","4.2"
"Mirs Bay","MM13","2016-12-05","1","Surface Water","0.3","0.011","1.5","89","6.5","<1","<1","0.17","0.007","0.016","8.1","1.1","30.8","3.5","1.2","1.7","22.6","0.19","0.16","0.34","0.03","3.7","<0.001","0.6"
"Mirs Bay","MM13","2016-12-05","1","Middle Water","0.1","0.01","1","97","7.1","<1","<1","0.16","0.008","0.015","8.1","0.8","30.9","3.5","1.1","1.6","22.4","0.18","0.29","0.46","0.04","3.4","<0.001","0.6"
"Mirs Bay","MM13","2016-12-05","1","Bottom Water","0.2","0.01","0.9","90","6.5","<1","<1","0.14","0.016","0.015","8","0.8","31","3.5","1.3","9","22.3","0.17","0.19","0.35","0.06","8.7","<0.001","1.7"
"Mirs Bay","MM14","2016-01-28","1","Surface Water","0.6","0.031","1.4","89","7.2","<1","<1","0.12","0.021","0.011","7.7","0.2","31.4","3","0.82","1","16","0.17","0.34","0.48","0.02","3.7","<0.001","<0.5"
"Mirs Bay","MM14","2016-01-28","1","Middle Water","0.5","0.028","1.1","94","7.6","<1","<1","0.12","0.021","0.011","7.7","<0.2","31.6","3","0.81","1.3","16","0.17","0.35","0.49","0.02","3.8","<0.001","0.5"
"Mirs Bay","MM14","2016-01-28","1","Bottom Water","0.4","0.027","0.8","94","7.7","<1","<1","0.11","0.022","0.01","7.8","0.6","31.7","3","0.81","2.2","16.1","0.16","0.23","0.36","<0.02","3.4","<0.001","0.6"
"Mirs Bay","MM14","2016-02-18","1","Surface Water","2","0.046","9.9","109","9.1","<1","<1","0.12","0.019","0.003","7.7","1.2","30.2","5","1.4","0.9","15.2","0.19","0.44","0.58","0.04","2.3","<0.001","0.8"
"Mirs Bay","MM14","2016-02-18","1","Middle Water","0.6","0.029","0.6","102","8.5","<1","3","0.14","0.021","0.004","7.6","0.5","30.3","5","1.3","0.8","15.2","0.19","0.39","0.55","0.02","2.1","<0.001","0.7"
"Mirs Bay","MM14","2016-02-18","1","Bottom Water","0.8","0.046","0.7","106","8.7","<1","<1","0.068","0.01","0.004","7.9","0.4","31","5","0.31","0.6","15.4","0.12","0.75","0.83","0.03","2.3","<0.001","<0.5"
"Mirs Bay","MM14","2016-03-03","1","Surface Water","8","0.067","95","156","12.5","<1","<1","0.005","<0.002","0.004","7.9","20","31.3","3","0.85","21","16.9","0.07","1.5","1.51","0.26","5.6","0.001","10"
"Mirs Bay","MM14","2016-03-03","1","Middle Water","0.7","0.035","0.8","97","7.8","<1","<1","0.1","0.008","0.007","7.6","<0.2","32.2","3","0.78","1.8","16.4","0.14","0.21","0.32","0.06","3.4","<0.001","0.6"
"Mirs Bay","MM14","2016-03-03","1","Bottom Water","0.5","0.031","1.1","98","7.9","<1","<1","0.092","0.01","0.006","7.6","0.3","32.3","3","0.74","2.5","16.4","0.13","0.45","0.55","0.18","3.7","<0.001","0.6"
"Mirs Bay","MM14","2016-04-18","1","Surface Water","0.9","0.047","0.6","91","6.8","<1","<1","0.012","<0.002","0.003","8.1","0.5","31.7","5","0.69","1.1","20.3","0.06","0.21","0.22","<0.02","0.4","0.002","0.6"
"Mirs Bay","MM14","2016-04-18","1","Middle Water","0.6","0.06","0.6","87","6.6","<1","<1","0.012","<0.002","0.004","8","<0.2","32.5","5","0.63","0.9","19.6","0.07","0.23","0.24","<0.02","0.2","0.002","<0.5"
"Mirs Bay","MM14","2016-04-18","1","Bottom Water","0.6","0.049","0.9","89","6.6","<1","<1","0.007","<0.002","0.003","8","0.5","33.4","5","0.47","1.3","20.3","0.06","0.34","0.35","0.03","1.3","0.002","0.6"
"Mirs Bay","MM14","2016-05-23","1","Surface Water","0.7","0.036","0.8","82","5.5","<1","<1","0.013","0.002","<0.002","7.5","<0.2","31.5","7","0.53","0.7","26.4","0.05","0.56","0.58","0.05","1.2","<0.001","0.5"
"Mirs Bay","MM14","2016-05-23","1","Middle Water","0.6","0.021","1","85","5.7","<1","<1","<0.002","0.004","<0.002","7.5","<0.2","33.7","7","0.35","0.7","25.2","0.03","0.38","0.39","<0.02","0.4","<0.001","<0.5"
"Mirs Bay","MM14","2016-05-23","1","Bottom Water","0.5","0.02","0.9","81","5.4","<1","<1","0.003","<0.002","<0.002","7.5","<0.2","34","7","0.35","1.6","25.6","0.03","0.56","0.57","0.02","2.4","<0.001","<0.5"
"Mirs Bay","MM14","2016-06-16","1","Surface Water","1.9","0.054","9.9","94","6.4","<1","<1","0.035","0.014","<0.002","7","3.9","32.5","3","0.55","13","25.6","0.1","0.87","0.92","0.05","1.2","<0.001","3.6"
"Mirs Bay","MM14","2016-06-16","1","Middle Water","0.5","0.013","2.4","61","4.3","<1","1","0.026","0.028","0.006","6.9","<0.2","34.5","3","0.76","10","22.9","0.07","0.62","0.67","0.03","1.3","<0.001","2"
"Mirs Bay","MM14","2016-06-16","1","Bottom Water","0.3","0.01","0.7","67","4.8","<1","<1","0.019","0.022","0.007","6.9","0.3","34.7","3","0.56","11","22.2","0.05","0.56","0.6","0.03","4.6","<0.001","2.2"
"Mirs Bay","MM14","2016-07-15","1","Surface Water","3.3","0.032","23","126","8.4","<1","<1","0.032","0.003","<0.002","8.4","4.7","29.3","3.5","0.09","5.4","27.5","0.07","1.1","1.14","0.09","1.6","0.004","3.6"
"Mirs Bay","MM14","2016-07-15","1","Middle Water","0.2","0.016","1.5","107","7.5","<1","1","0.096","<0.002","0.007","7.9","<0.2","34.2","3.5","1.2","9.1","23.1","0.11","0.87","0.97","0.03","1.3","<0.001","1.8"
"Mirs Bay","MM14","2016-07-15","1","Bottom Water","0.3","0.019","1.2","92","6.4","<1","<1","0.07","0.006","0.006","7.9","<0.2","33.8","3.5","0.95","17","23.2","0.1","0.92","1","0.04","5.3","<0.001","3.2"
"Mirs Bay","MM14","2016-08-10","1","Surface Water","0.6","0.012","12","121","8.2","<1","<1","<0.002","0.003","<0.002","8.2","6.8","32.4","3","0.06","17","25.9","0.02","0.74","0.75","0.03","2.9","<0.001","3.2"
"Mirs Bay","MM14","2016-08-10","1","Middle Water","<0.1","0.016","0.9","66","4.6","<1","<1","0.041","0.018","0.009","8","0.9","34","3","0.66","9","23.7","0.08","0.66","0.72","0.06","2.4","<0.001","1.3"
"Mirs Bay","MM14","2016-08-10","1","Bottom Water","<0.1","0.014","0.7","56","4","<1","1","0.066","0.01","0.013","8","<0.2","34.3","3","1","17","23.1","0.09","0.51","0.59","0.06","4.9","<0.001","2.4"
"Mirs Bay","MM14","2016-09-09","1","Surface Water","0.7","0.006","2.1","82","5.4","<1","<1","0.002","<0.002","<0.002","8.1","0.7","32","5","0.19","1.1","27.8","0.01","0.51","0.51","<0.02","19.8","<0.001","0.8"
"Mirs Bay","MM14","2016-09-09","1","Middle Water","0.3","0.015","1.4","91","6","<1","<1","0.011","0.008","<0.002","8.1","0.9","32.4","5","0.45","1","27.7","0.03","1.9","1.92","0.02","2.2","<0.001","0.8"
"Mirs Bay","MM14","2016-09-09","1","Bottom Water","0.4","0.006","1","20","1.4","<1","<1","0.15","<0.002","0.023","7.8","0.4","34.1","5","2.2","1.8","23.7","0.16","0.39","0.54","0.04","3.5","<0.001","0.8"
"Mirs Bay","MM14","2016-10-24","1","Surface Water","0.7","0.014","2.1","94","6.3","<1","<1","0.17","0.005","0.018","8.1","<0.2","31","3","1.4","2.3","27","0.19","0.48","0.66","0.07","3.7","<0.001","0.8"
"Mirs Bay","MM14","2016-10-24","1","Middle Water","0.5","<0.005","0.6","88","6","<1","<1","0.18","0.015","0.025","8","0.5","31.2","3","1.6","3.4","26.1","0.2","0.35","0.55","0.11","4.7","<0.001","0.8"
"Mirs Bay","MM14","2016-10-24","1","Bottom Water","0.5","<0.005","0.7","89","6","<1","<1","0.2","0.006","0.025","8","<0.2","31.3","3","1.4","11","26","0.21","0.23","0.44","0.04","8.3","<0.001","1.5"
"Mirs Bay","MM14","2016-11-24","1","Surface Water","0.3","0.014","1.7","85","6","<1","<1","0.095","0.021","0.012","8","0.5","31.2","3","1.2","15","24.2","0.13","0.26","0.38","0.03","9","<0.001","1.8"
"Mirs Bay","MM14","2016-11-24","1","Middle Water","0.2","0.014","1.5","94","6.6","<1","<1","0.093","0.023","0.012","8","0.7","31.2","3","1.2","23","24.3","0.13","0.19","0.31","0.03","6.8","<0.001","2.2"
"Mirs Bay","MM14","2016-11-24","1","Bottom Water","0.2","0.015","1","94","6.6","<1","<1","0.094","0.021","0.011","8","0.4","31.3","3","1.2","23","24.3","0.13","0.49","0.61","0.03","7.7","<0.001","2.2"
"Mirs Bay","MM14","2016-12-05","1","Surface Water","0.4","0.009","2.5","93","6.7","<1","<1","0.15","0.009","0.013","8.1","0.4","30.9","3.5","1.1","1.4","22.7","0.17","0.15","0.31","0.02","6.4","<0.001","0.6"
"Mirs Bay","MM14","2016-12-05","1","Middle Water","0.3","0.009","0.8","94","6.8","<1","<1","0.14","0.017","0.014","8","0.7","30.9","3.5","1.3","2.5","22.3","0.17","0.22","0.38","0.04","4.2","<0.001","0.7"
"Mirs Bay","MM14","2016-12-05","1","Bottom Water","0.3","0.009","1.8","90","6.6","<1","<1","0.13","0.019","0.015","8","<0.2","31","3.5","1.3","7.3","22.3","0.16","0.23","0.38","0.03","6.5","<0.001","1.4"
"Mirs Bay","MM15","2016-01-28","1","Surface Water","0.5","0.033","1.5","84","6.8","<1","1","0.12","0.019","0.01","7.7","0.3","31.4","3","0.81","4.5","16","0.17","0.75","0.89","0.03","9","<0.001","0.7"
"Mirs Bay","MM15","2016-01-28","1","Middle Water","0.5","0.027","0.9","94","7.7","<1","<1","0.11","0.023","0.009","7.7","0.4","31.6","3","0.78","3.9","16","0.16","0.21","0.34","<0.02","3.4","<0.001","<0.5"
"Mirs Bay","MM15","2016-01-28","1","Bottom Water","0.5","0.03","1.1","95","7.7","<1","<1","0.11","0.019","0.011","7.7","<0.2","31.6","3","0.79","1.4","16","0.16","0.16","0.29","<0.02","3.7","<0.001","<0.5"
"Mirs Bay","MM15","2016-02-18","1","Surface Water","1.2","0.035","3.8","104","8.7","<1","3","0.16","0.021","0.004","7.6","0.4","30.3","6.5","1.3","0.9","15.1","0.22","0.38","0.56","0.03","2.2","<0.001","0.7"
"Mirs Bay","MM15","2016-02-18","1","Middle Water","0.9","0.032","1.1","104","8.7","<1","<1","0.15","0.023","0.003","7.6","<0.2","30.4","6.5","1.2","0.8","15.1","0.21","0.35","0.52","0.02","2.1","<0.001","0.7"
"Mirs Bay","MM15","2016-02-18","1","Bottom Water","0.7","0.03","1.1","104","8.6","<1","<1","0.067","0.012","0.004","7.7","<0.2","31.1","6.5","0.27","<0.5","15.4","0.11","0.68","0.76","<0.02","2.2","<0.001","<0.5"
"Mirs Bay","MM15","2016-03-03","1","Surface Water","3.5","0.057","15","131","10.6","<1","<1","0.017","0.003","0.004","7.8","1.8","31.2","4","0.96","2.6","16.6","0.08","0.4","0.42","0.04","2.5","<0.001","2"
"Mirs Bay","MM15","2016-03-03","1","Middle Water","0.5","0.039","1","108","8.8","<1","<1","0.056","0.004","0.005","7.7","0.3","31.3","4","0.96","2","16","0.1","0.33","0.39","0.03","2.5","<0.001","0.8"
"Mirs Bay","MM15","2016-03-03","1","Bottom Water","0.6","0.051","1.2","103","8.3","<1","<1","0.045","0.007","0.005","7.6","<0.2","32.2","4","0.81","4.8","16.5","0.1","0.25","0.3","0.05","3.3","<0.001","0.8"
"Mirs Bay","MM15","2016-04-18","1","Surface Water","10","0.099","74","125","9.3","<1","<1","0.006","<0.002","0.003","8.2","13","31.7","2","0.65","7.2","20.8","0.11","1.4","1.41","0.11","0.9","0.005","7.2"
"Mirs Bay","MM15","2016-04-18","1","Middle Water","0.7","0.06","0.4","86","6.5","<1","1","0.01","<0.002","0.003","8","<0.2","32","2","0.6","0.7","19.9","0.07","0.32","0.33","<0.02","0.3","0.002","<0.5"
"Mirs Bay","MM15","2016-04-18","1","Bottom Water","0.9","0.056","0.5","79","6","<1","<1","0.013","<0.002","0.004","8","<0.2","32.7","2","0.63","1.3","19.4","0.07","0.36","0.38","<0.02","1.6","0.002","0.6"
"Mirs Bay","MM15","2016-05-23","1","Surface Water","0.8","0.042","0.9","82","5.5","<1","1","0.019","0.003","<0.002","7.6","<0.2","31","9","0.6","0.6","26.6","0.06","0.4","0.42","0.06","0.5","<0.001","<0.5"
"Mirs Bay","MM15","2016-05-23","1","Middle Water","0.7","0.022","1.4","80","5.5","<1","<1","0.004","0.002","<0.002","7.6","<0.2","32.9","9","0.51","0.9","25.3","0.03","0.57","0.58","<0.02","0.4","<0.001","0.7"
"Mirs Bay","MM15","2016-05-23","1","Bottom Water","0.2","0.027","0.9","83","5.7","<1","<1","0.005","0.005","0.003","7.5","<0.2","33.6","9","0.52","1.2","24.8","0.04","0.53","0.54","0.03","1.6","<0.001","<0.5"
"Mirs Bay","MM15","2016-06-16","1","Surface Water","1","0.019","1.6","80","5.3","<1","<1","<0.002","<0.002","<0.002","6.9","<0.2","33.5","4","0.53","3.2","27.1","0.02","0.62","0.62","<0.02","2.4","<0.001","1.8"
"Mirs Bay","MM15","2016-06-16","1","Middle Water","0.7","0.021","0.9","54","3.8","<1","1","<0.002","0.003","0.002","6.7","0.3","34.4","4","0.94","11","22.7","0.03","0.63","0.64","0.03","0.9","<0.001","2.4"
"Mirs Bay","MM15","2016-06-16","1","Bottom Water","0.5","0.017","1","59","4.2","<1","<1","0.016","0.029","0.008","6.7","<0.2","34.6","4","0.68","11","22.2","0.06","0.47","0.52","0.09","3.1","<0.001","2.4"
"Mirs Bay","MM15","2016-07-15","1","Surface Water","1.7","0.029","3.5","100","6.5","<1","<1","0.015","0.002","<0.002","8.2","1.2","30.2","3.5","0.65","2.8","29.1","0.05","0.39","0.41","0.03","9.7","0.002","1.4"
"Mirs Bay","MM15","2016-07-15","1","Middle Water","0.3","0.016","1.4","67","4.6","<1","3","0.091","0.006","0.01","7.9","0.3","34.2","3.5","1.2","8.7","24.3","0.11","0.88","0.98","0.03","2.3","<0.001","1.6"
"Mirs Bay","MM15","2016-07-15","1","Bottom Water","0.5","0.015","0.9","69","4.9","<1","<1","0.081","0.011","0.01","7.9","0.7","35.1","3.5","1.1","3.2","22.5","0.11","0.72","0.81","0.03","4","<0.001","0.9"
"Mirs Bay","MM15","2016-08-10","1","Surface Water","0.1","0.026","1.5","95","6.3","<1","<1","0.006","<0.002","0.003","8.1","<0.2","33","5","0.31","6.7","27","0.03","0.21","0.22","<0.02","4.9","0.001","1.1"
"Mirs Bay","MM15","2016-08-10","1","Middle Water","<0.1","0.013","1","60","4.2","<1","<1","0.037","0.022","0.01","8","0.9","34.1","5","0.81","8.6","23.6","0.07","0.33","0.39","0.07","2.8","<0.001","1.3"
"Mirs Bay","MM15","2016-08-10","1","Bottom Water","<0.1","0.013","1","55","3.8","<1","<1","0.046","0.025","0.014","7.9","<0.2","34.1","5","1.1","18","23.5","0.08","0.77","0.84","0.04","5.2","<0.001","2"
"Mirs Bay","MM15","2016-09-09","1","Surface Water","0.5","<0.005","1.3","89","5.8","<1","<1","<0.002","0.002","<0.002","8.1","<0.2","32.2","4","0.2","0.8","28.1","<0.01","0.23","0.23","<0.02","19.8","<0.001","<0.5"
"Mirs Bay","MM15","2016-09-09","1","Middle Water","0.3","0.013","1.2","90","5.9","<1","<1","<0.002","0.003","<0.002","8.1","0.7","32.5","4","0.27","1","27.9","0.02","0.35","0.36","<0.02","2.1","<0.001","0.6"
"Mirs Bay","MM15","2016-09-09","1","Bottom Water","0.4","0.005","1.1","12","0.8","<1","<1","0.15","0.005","0.026","7.8","1.1","34","4","2.5","3.2","23.9","0.16","0.54","0.7","0.04","4","<0.001","0.9"
"Mirs Bay","MM15","2016-10-24","1","Surface Water","0.8","0.011","3.4","97","6.4","<1","<1","0.13","0.008","0.017","8.1","0.6","31.3","2.5","1.5","2.1","27.4","0.15","0.49","0.63","0.04","8.6","<0.001","1"
"Mirs Bay","MM15","2016-10-24","1","Middle Water","0.5","<0.005","0.5","89","6","2","2","0.2","<0.002","0.025","8","0.4","31.5","2.5","1.5","4","26.4","0.21","0.12","0.32","0.03","4.6","<0.001","0.7"
"Mirs Bay","MM15","2016-10-24","1","Bottom Water","0.4","0.005","0.9","89","6","<1","<1","0.18","0.017","0.025","8","<0.2","31.5","2.5","1.6","7.4","26.4","0.2","0.18","0.38","0.05","6.7","<0.001","1.1"
"Mirs Bay","MM15","2016-11-24","1","Surface Water","0.5","0.027","1.5","85","6","<1","<1","0.038","0.023","0.009","8","0.7","31","3","0.74","13","23.8","0.09","0.21","0.27","0.02","26.7","0.001","1.6"
"Mirs Bay","MM15","2016-11-24","1","Middle Water","0.2","0.027","1.5","92","6.4","<1","<1","0.039","0.023","0.008","8","1.4","31.3","3","0.75","17","24.4","0.09","0.34","0.4","0.02","5.3","0.001","1.6"
"Mirs Bay","MM15","2016-11-24","1","Bottom Water","0.2","0.025","0.7","94","6.5","<1","<1","0.04","0.023","0.009","8","0.5","31.3","3","0.75","20","24.4","0.09","0.35","0.41","0.03","5.5","0.001","2.2"
"Mirs Bay","MM15","2016-12-05","1","Surface Water","0.6","0.011","2.3","92","6.6","<1","<1","0.13","0.014","0.012","8","<0.2","30.9","4","1.2","1.5","22.6","0.16","0.19","0.33","0.02","3.3","<0.001","0.8"
"Mirs Bay","MM15","2016-12-05","1","Middle Water","0.2","0.009","1.2","94","6.8","<1","<1","0.15","0.01","0.014","8","0.9","30.9","4","1.3","1.9","22.3","0.17","0.22","0.38","0.04","3.6","<0.001","0.6"
"Mirs Bay","MM15","2016-12-05","1","Bottom Water","0.3","0.013","1","90","6.6","<1","<1","0.13","0.02","0.014","8","0.8","31","4","1.3","2.6","22.3","0.16","0.18","0.33","0.03","5.8","<0.001","0.8"
"Mirs Bay","MM16","2016-01-28","1","Surface Water","0.7","0.04","1.6","90","7.4","1","1","0.11","0.011","0.01","7.6","1","31.5","3","0.8","4.9","15.5","0.16","0.36","0.48","0.03","5.2","<0.001","0.7"
"Mirs Bay","MM16","2016-01-28","1","Middle Water","0.6","0.04","1.6","94","7.7","<1","<1","0.1","0.013","0.01","7.7","0.8","31.6","3","0.8","3.5","15.5","0.15","0.52","0.63","0.03","5.4","<0.001","0.8"
"Mirs Bay","MM16","2016-01-28","1","Bottom Water","0.5","0.037","1.4","95","7.8","<1","<1","0.098","0.011","0.01","7.8","0.5","31.6","3","0.78","4.9","15.4","0.15","0.24","0.35","<0.02","6.1","<0.001","0.7"
"Mirs Bay","MM16","2016-02-18","1","Surface Water","2.5","0.053","25","112","9.4","3","4","0.14","0.021","0.003","7.6","7.1","30.2","3.5","1.3","2.4","15","0.21","0.59","0.75","0.08","2.7","<0.001","2.4"
"Mirs Bay","MM16","2016-02-18","1","Middle Water","0.7","0.041","0.6","103","8.6","<1","<1","0.16","0.018","0.009","7.6","0.4","30.8","3.5","0.84","0.7","15.4","0.22","0.76","0.94","0.03","2.1","<0.001","0.6"
"Mirs Bay","MM16","2016-02-18","1","Bottom Water","0.9","0.037","0.6","103","8.5","1","2","0.066","0.012","0.004","7.7","0.3","31.3","3.5","0.3","0.6","15.2","0.12","0.54","0.62","0.02","2.4","<0.001","<0.5"
"Mirs Bay","MM16","2016-03-03","1","Surface Water","0.9","0.027","1.3","125","10.1","<1","<1","0.016","<0.002","0.004","7.7","<0.2","31.1","3.5","0.89","1.3","16.4","0.05","0.28","0.3","0.1","2.6","<0.001","0.6"
"Mirs Bay","MM16","2016-03-03","1","Middle Water","0.9","0.038","1.1","108","8.8","<1","<1","0.048","0.003","0.005","7.7","<0.2","31.3","3.5","0.95","1.8","16.1","0.09","0.55","0.6","0.05","2.7","<0.001","0.6"
"Mirs Bay","MM16","2016-03-03","1","Bottom Water","0.6","0.043","0.5","103","8.4","<1","<1","0.042","0.002","0.004","7.7","0.3","31.4","3.5","0.93","1.4","16.1","0.09","0.33","0.37","0.04","3.1","<0.001","<0.5"
