"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","ET2","2014-11-13","1","Middle Water","0.5","0.11","0.2","70","4.8","12000","18000","0.11","0.026","0.01","7.8","2.5","32.7","5","0.53","1.1","24.8","0.25","0.31","0.45","0.04","1.8","0.003","0.5"
"Eastern Buffer","ET2","2014-11-13","1","Bottom Water","0.3","0.084","<0.2","78","5.3","240","600","0.096","0.025","0.027","7.8","3.7","32.9","5","0.46","1.9","25","0.21","0.23","0.35","0.04","1.9","0.003","0.8"
"Junk Bay","JM3","2014-01-08","1","Surface Water","0.8","0.095","0.4","66","5.1","270","480","0.12","0.024","0.007","8","0.3","33.1","3.5","1.2","1.3","17.6","0.24","0.21","0.35","0.04","1.9","0.003","<0.5"
"Junk Bay","JM3","2014-01-08","1","Middle Water","0.8","0.096","0.4","89","7","560","840","0.083","0.017","0.006","8","<0.2","33","3.5","1.1","1.2","17.2","0.2","0.16","0.26","0.04","2.2","0.003","<0.5"
"Junk Bay","JM3","2014-01-08","1","Bottom Water","0.6","0.061","0.5","90","7.1","320","630","0.12","0.018","0.011","8","0.4","33","3.5","1.1","1.2","17.1","0.2","0.1","0.24","0.04","1.7","0.002","<0.5"
"Junk Bay","JM3","2014-02-05","1","Surface Water","1.6","0.047","6.3","80","6.2","16","24","0.076","0.009","0.011","7.9","0.3","33","3","0.11","1.9","18.1","0.13","0.13","0.22","0.03","0.7","<0.001","0.9"
"Junk Bay","JM3","2014-02-05","1","Middle Water","1.5","0.048","11","109","8.4","19","26","0.075","0.009","0.012","7.8","1.4","33","3","0.12","1.7","18.1","0.13","0.14","0.22","0.03","0.7","<0.001","0.9"
"Junk Bay","JM3","2014-02-05","1","Bottom Water","1.2","0.049","7.9","111","8.6","18","26","0.085","0.009","0.012","7.9","<0.2","33","3","0.13","1.9","18.1","0.14","0.16","0.25","0.03","0.8","<0.001","0.9"
"Junk Bay","JM3","2014-03-03","1","Surface Water","7","0.047","0.3","78","6.1","170","240","0.078","0.011","0.018","7.8","0.4","33.4","3","0.48","1.9","17.5","0.14","0.15","0.24","0.03","0.8","<0.001","<0.5"
"Junk Bay","JM3","2014-03-03","1","Middle Water","0.5","0.047","0.5","97","7.6","210","320","0.079","0.011","0.012","7.8","0.7","33.5","3","0.48","0.7","17.6","0.14","0.12","0.21","0.03","0.8","<0.001","0.6"
"Junk Bay","JM3","2014-03-03","1","Bottom Water","0.9","0.031","0.3","101","7.9","56","91","0.065","0.01","0.012","7.8","0.4","33.6","3","0.45","1.2","17.6","0.11","0.13","0.21","0.02","0.8","<0.001","0.6"
"Junk Bay","JM3","2014-04-17","1","Surface Water","1","0.039","2.1","98","7.1","<1","<1","0.042","0.004","0.014","8.2","<0.2","33","5","0.56","0.7","21.7","0.09","0.12","0.17","<0.02","0.7","0.002","0.6"
"Junk Bay","JM3","2014-04-17","1","Middle Water","1","0.043","1.7","99","7.2","33","44","0.038","0.004","0.011","8.2","0.6","33.2","5","0.56","0.9","21.3","0.09","0.13","0.17","<0.02","0.9","0.002","0.7"
"Junk Bay","JM3","2014-04-17","1","Bottom Water","1.6","0.032","1.5","101","7.4","130","160","0.026","0.002","0.008","8.2","2","33.2","5","0.5","0.6","21.3","0.06","0.08","0.11","<0.02","0.6","0.002","0.5"
"Junk Bay","JM3","2014-05-12","1","Surface Water","1.2","0.12","0.7","79","5.7","2100","5200","0.12","0.012","0.015","8","<0.2","27.6","1","1.2","3.7","23.5","0.25","0.39","0.52","0.04","5.4","0.005","0.9"
"Junk Bay","JM3","2014-05-12","1","Middle Water","0.6","0.096","1.1","76","5.4","650","1300","0.075","0.006","0.021","8","<0.2","32.4","1","0.78","1.9","23.2","0.18","0.33","0.41","0.03","1.6","0.004","0.5"
"Junk Bay","JM3","2014-05-12","1","Bottom Water","0.2","0.071","<0.2","79","5.6","220","480","0.052","0.004","0.016","8.1","1.1","32.7","1","0.66","2","23.2","0.13","0.3","0.36","0.03","1.5","0.003","0.5"
"Junk Bay","JM3","2014-06-09","1","Surface Water","2.1","0.017","13","114","7.7","380","610","0.088","0.014","0.004","8.1","<0.2","30.6","1.5","<0.05","1.8","26.2","0.12","0.37","0.47","0.03","1.7","<0.001","1.3"
"Junk Bay","JM3","2014-06-09","1","Middle Water","2","0.036","10","105","7.2","58","440","0.085","0.013","0.004","8.1","1.6","31.5","1.5","<0.05","1.9","25.4","0.13","0.3","0.4","0.03","1.2","0.002","1.4"
"Junk Bay","JM3","2014-06-09","1","Bottom Water","1.3","0.032","4.5","61","4.3","70","320","0.082","0.016","0.007","8","1.8","33.2","1.5","0.12","2.3","23.4","0.13","0.38","0.48","0.03","1.4","0.001","1.4"
"Junk Bay","JM3","2014-07-03","1","Surface Water","3.3","0.029","22","77","5.2","72","170","0.14","0.021","0.003","8.2","<0.2","28.9","2","0.08","2.9","28","0.19","0.29","0.45","0.02","1.3","0.003","1.8"
"Junk Bay","JM3","2014-07-03","1","Middle Water","2.4","0.043","21","61","4.1","230","840","0.15","0.025","0.011","8","<0.2","30.9","2","0.31","2.4","26.3","0.22","0.25","0.43","0.03","1.7","0.002","1.2"
"Junk Bay","JM3","2014-07-03","1","Bottom Water","1.2","0.052","1.9","40","2.7","680","1200","0.11","0.024","0.019","7.9","<0.2","32.8","2","1","2.3","24.9","0.19","0.14","0.27","0.03","2.1","0.002","0.7"
"Junk Bay","JM3","2014-08-01","1","Surface Water","1.6","0.038","9.1","97","6.6","150","430","0.089","0.02","0.004","7.9","1.6","31.3","3.2","0.81","1","26.4","0.15","0.18","0.29","<0.02","0.5","0.001","0.9"
"Junk Bay","JM3","2014-08-01","1","Middle Water","1.2","0.045","3.7","66","4.6","110","170","0.11","0.021","0.018","7.7","3.2","32.7","3.2","1.2","1.6","24.5","0.18","0.14","0.27","0.03","1.1","0.001","1.2"
"Junk Bay","JM3","2014-08-01","1","Bottom Water","1","0.018","3.3","53","3.7","80","130","0.08","0.006","0.011","7.7","<0.2","33.8","3.2","1.3","4.6","23.2","0.1","0.07","0.16","0.02","2.1","<0.001","2.2"
"Junk Bay","JM3","2014-09-08","1","Surface Water","1.2","0.017","4.8","80","5.1","1","5","0.017","0.004","0.005","7.8","<0.2","32","5","0.32","2.1","29.2","0.04","0.19","0.21","<0.02","0.7","<0.001","0.9"
"Junk Bay","JM3","2014-09-08","1","Middle Water","1.1","0.018","1.8","80","5.1","13","31","0.023","0.005","0.005","7.8","3.8","32.1","5","0.32","2","29.1","0.05","0.17","0.2","<0.02","0.6","<0.001","1.1"
"Junk Bay","JM3","2014-09-08","1","Bottom Water","1.3","0.028","4.4","95","6.2","27","61","0.033","0.006","0.006","7.8","0.4","32","5","0.35","2.2","28.8","0.07","0.18","0.22","0.02","0.7","0.001","0.7"
"Junk Bay","JM3","2014-10-03","1","Surface Water","0.5","0.07","<0.2","75","4.8","19","120","0.1","0.049","0.029","7.4","4.2","32.7","2.8","1.4","2.3","29.2","0.22","0.23","0.38","0.04","1.4","0.001","0.5"
"Junk Bay","JM3","2014-10-03","1","Middle Water","0.6","0.069","1.4","77","4.9","33","530","0.1","0.049","0.026","7.4","0.9","32.7","2.8","1.4","0.9","29.1","0.22","0.22","0.37","0.03","1.2","0.001","<0.5"
"Junk Bay","JM3","2014-10-03","1","Bottom Water","0.4","0.067","0.3","75","4.8","11","110","0.083","0.05","0.024","7.4","1.4","32.9","2.8","1.3","1.8","29","0.2","0.27","0.4","0.03","1.5","0.001","0.5"
"Junk Bay","JM3","2014-11-13","1","Surface Water","0.7","0.069","3.8","81","5.6","480","1200","0.098","0.026","0.01","8","3.4","32.9","4","0.34","1.2","24.7","0.19","0.25","0.37","0.04","3.5","0.003","0.9"
"Junk Bay","JM3","2014-11-13","1","Middle Water","0.7","0.072","5.6","88","6.1","840","1300","0.081","0.027","0.006","8","2.4","32.9","4","0.34","1.3","24.7","0.18","0.26","0.37","0.04","11.8","0.003","0.6"
"Junk Bay","JM3","2014-11-13","1","Bottom Water","0.4","0.072","5.1","88","6.1","690","1800","0.068","0.024","0.006","8","3","32.9","4","0.37","2.1","24.7","0.16","0.23","0.32","0.04","5.9","0.003","0.6"
"Junk Bay","JM3","2014-12-05","1","Surface Water","1.2","0.041","10","96","6.9","170","310","0.056","0.008","0.011","7.9","0.6","32.5","3.5","0.08","2.1","21.9","0.11","0.2","0.26","0.02","1.7","0.001","0.7"
"Junk Bay","JM3","2014-12-05","1","Middle Water","0.7","0.046","9.9","96","7","170","230","0.057","0.008","0.012","7.9","2.3","32.5","3.5","0.09","2.4","21.9","0.11","0.31","0.38","0.03","1.9","0.001","0.8"
"Junk Bay","JM3","2014-12-05","1","Bottom Water","1.3","0.04","12","96","6.9","150","230","0.058","0.008","0.012","7.9","<0.2","32.5","3.5","0.08","2","21.9","0.11","0.23","0.3","0.02","1.9","0.001","0.8"
"Junk Bay","JM4","2014-01-08","1","Surface Water","0.7","0.087","0.5","81","6.3","420","530","0.067","0.02","0.007","8","<0.2","33","3","1.1","1.3","17.4","0.17","0.16","0.25","0.04","2.2","0.002","<0.5"
"Junk Bay","JM4","2014-01-08","1","Middle Water","0.5","0.074","0.8","92","7.3","230","340","0.1","0.02","0.006","8","<0.2","33.1","3","1.1","1","17.1","0.19","0.15","0.27","0.03","2.4","0.002","<0.5"
"Junk Bay","JM4","2014-01-08","1","Bottom Water","0.4","0.046","0.6","93","7.4","84","140","0.033","0.014","0.007","8.1","<0.2","33.1","3","1.1","1.7","17","0.09","0.13","0.18","0.04","2.5","0.001","<0.5"
"Junk Bay","JM4","2014-02-05","1","Surface Water","1.1","0.037","9.1","70","5.4","12","38","0.058","0.007","0.009","7.9","0.9","33.1","3","0.17","2.5","18.1","0.1","0.18","0.25","0.02","1.3","<0.001","0.9"
"Junk Bay","JM4","2014-02-05","1","Middle Water","1.1","0.038","7.9","91","7","13","36","0.053","0.007","0.01","8","0.8","33.2","3","0.16","2.5","18.2","0.1","0.15","0.21","0.03","1.6","<0.001","1"
"Junk Bay","JM4","2014-02-05","1","Bottom Water","1.4","0.036","10","109","8.4","8","22","0.045","0.007","0.01","8","0.8","33.2","3","0.21","3.4","18.2","0.09","0.23","0.28","0.03","1.8","<0.001","1.1"
"Junk Bay","JM4","2014-03-03","1","Surface Water","0.5","0.042","0.5","82","6.4","220","350","0.07","0.01","0.014","7.8","0.5","33.5","4","0.47","2","17.5","0.12","0.11","0.19","0.02","0.8","<0.001","1"
"Junk Bay","JM4","2014-03-03","1","Middle Water","0.5","0.041","0.6","100","7.8","260","440","0.076","0.011","0.015","7.8","1","33.5","4","0.48","1.6","17.6","0.13","0.15","0.24","0.03","0.8","<0.001","0.6"
"Junk Bay","JM4","2014-03-03","1","Bottom Water","0.6","0.025","0.7","104","8.1","57","96","0.062","0.01","0.012","7.9","0.4","33.6","4","0.43","1.6","17.6","0.1","0.1","0.17","<0.02","1","<0.001","0.6"
"Junk Bay","JM4","2014-04-17","1","Surface Water","1.7","0.039","3.9","101","7.3","11","17","0.026","0.004","0.01","8.3","3.1","33.1","4","0.5","0.8","21.7","0.07","0.1","0.13","0.02","0.7","0.002","0.8"
"Junk Bay","JM4","2014-04-17","1","Middle Water","1.3","0.034","2.3","102","7.4","15","24","0.023","0.003","0.008","8.3","1.7","33.3","4","0.49","1","21.4","0.06","0.12","0.15","<0.02","1","0.002","0.8"
"Junk Bay","JM4","2014-04-17","1","Bottom Water","2.2","0.027","<0.2","101","7.4","8","13","0.011","0.003","0.007","8.3","1.5","33.3","4","0.49","1.9","21.3","0.04","0.06","0.07","<0.02","1.1","0.002","0.8"
"Junk Bay","JM4","2014-05-12","1","Surface Water","1","0.13","0.8","73","5.2","8000","24000","0.13","0.01","0.029","8","<0.2","30.5","1.6","1.1","2.8","23.3","0.27","0.37","0.51","0.05","2.7","0.006","0.7"
"Junk Bay","JM4","2014-05-12","1","Middle Water","0.4","0.067","1","80","5.7","420","1200","0.045","0.004","0.015","8.1","<0.2","32.9","1.6","0.68","5.3","23.1","0.12","0.26","0.31","0.03","3.9","0.003","0.7"
"Junk Bay","JM4","2014-05-12","1","Bottom Water","0.3","0.052","0.6","82","5.8","210","500","0.036","0.003","0.013","8.1","0.5","32.9","1.6","0.63","4.9","23.1","0.09","0.25","0.29","0.02","3.5","0.002","0.7"
"Junk Bay","JM4","2014-06-09","1","Surface Water","2.1","0.021","7.6","114","7.8","47","310","0.09","0.012","0.003","8.2","2","30.2","1.4","<0.05","2","26.3","0.12","0.37","0.47","0.04","1.2","0.001","1.6"
"Junk Bay","JM4","2014-06-09","1","Middle Water","1.8","0.028","10","74","5.1","170","1200","0.093","0.014","0.005","8.1","1","31.6","1.4","<0.05","1.8","24.6","0.14","0.32","0.43","0.03","1.8","0.001","1.2"
"Junk Bay","JM4","2014-06-09","1","Bottom Water","0.6","0.03","4","52","3.7","160","740","0.081","0.019","0.015","8","1.7","33.9","1.4","0.76","3.2","22.4","0.13","0.22","0.32","0.03","2.8","0.001","0.7"
"Junk Bay","JM4","2014-07-03","1","Surface Water","3.2","0.03","23","119","7.9","48","310","0.13","0.022","0.002","8.2","1.3","28.7","2","0.06","2.4","28.4","0.18","0.27","0.42","0.02","1.2","0.003","1.6"
"Junk Bay","JM4","2014-07-03","1","Middle Water","1.4","0.057","5.3","42","2.9","200","490","0.12","0.025","0.017","7.9","0.2","32.3","2","0.64","2.3","25.4","0.2","0.19","0.34","0.03","2","0.002","1.1"
"Junk Bay","JM4","2014-07-03","1","Bottom Water","1.2","0.026","<0.2","38","2.7","130","330","0.096","0.021","0.018","7.9","2","33.8","2","1.1","3.2","23.9","0.14","0.14","0.26","0.03","4.2","<0.001","0.6"
"Junk Bay","JM4","2014-08-01","1","Surface Water","2.1","0.04","11","76","5","20","130","0.09","0.01","0.004","7.9","1.1","31.1","3.2","0.71","4.9","27.1","0.14","0.51","0.61","<0.02","0.7","0.002","3.3"
"Junk Bay","JM4","2014-08-01","1","Middle Water","0.9","0.027","3.2","65","4.5","170","430","0.097","0.014","0.011","7.7","1.3","33","3.2","1.2","2","24.2","0.14","0.09","0.2","0.02","1.2","<0.001","1.2"
"Junk Bay","JM4","2014-08-01","1","Bottom Water","0.8","0.027","4.1","46","3.3","31","85","0.056","0.006","0.007","7.7","<0.2","34.1","3.2","1.2","4.9","22.7","0.09","0.12","0.18","0.02","5.6","<0.001","2.1"
"Junk Bay","JM4","2014-09-08","1","Surface Water","1","0.051","5.8","67","4.4","120","90","0.074","0.012","0.012","7.7","1","32.1","3","0.64","5.6","28","0.14","0.18","0.27","0.03","2.9","0.001","1.4"
"Junk Bay","JM4","2014-09-08","1","Middle Water","0.8","0.058","1.4","71","4.7","100","270","0.082","0.011","0.015","7.7","1.4","32.1","3","0.78","7.9","27.6","0.15","0.21","0.3","0.03","4.2","0.001","1.5"
"Junk Bay","JM4","2014-09-08","1","Bottom Water","0.9","0.059","3.8","68","4.5","120","120","0.082","0.012","0.014","7.7","1.2","32.2","3","0.78","12","27.5","0.15","0.22","0.31","0.03","5.8","0.001","2"
"Junk Bay","JM4","2014-10-03","1","Surface Water","0.7","0.12","1.8","68","4.4","190","670","0.12","0.054","0.032","7.4","0.7","32.5","2.8","1.6","3.3","29.2","0.29","0.31","0.48","0.04","2","0.002","0.7"
"Junk Bay","JM4","2014-10-03","1","Middle Water","0.5","0.072","0.5","74","4.8","84","110","0.079","0.043","0.024","7.4","1","32.9","2.8","1.3","4","29","0.19","0.3","0.42","0.03","1.9","0.001","0.7"
"Junk Bay","JM4","2014-10-03","1","Bottom Water","0.4","0.054","0.3","72","4.6","48","110","0.056","0.037","0.019","7.5","1.4","33.1","2.8","1.3","9.3","28.9","0.15","0.17","0.26","0.03","4.7","<0.001","1.2"
"Junk Bay","JM4","2014-11-13","1","Surface Water","0.6","0.065","2.8","83","5.7","440","1000","0.094","0.024","0.008","8","1.9","32.9","5","0.36","2.3","24.7","0.18","0.25","0.37","0.04","3","0.002","0.7"
"Junk Bay","JM4","2014-11-13","1","Middle Water","0.5","0.063","3.3","89","6.1","550","1300","0.076","0.025","0.007","8","1.7","32.9","5","0.39","2.4","24.7","0.16","0.23","0.33","0.03","2.9","0.002","0.7"
"Junk Bay","JM4","2014-11-13","1","Bottom Water","0.4","0.051","3.5","91","6.3","190","430","0.024","0.022","0.005","8","1.5","33","5","0.4","3.7","24.7","0.1","0.24","0.29","0.03","2.8","0.002","0.8"
"Junk Bay","JM4","2014-12-05","1","Surface Water","0.6","0.036","8.7","96","7","130","240","0.05","0.008","0.009","7.9","<0.2","32.5","3.5","0.09","1","21.8","0.09","0.28","0.34","0.02","1.5","<0.001","0.6"
"Junk Bay","JM4","2014-12-05","1","Middle Water","0.7","0.038","10","97","7.1","230","410","0.05","0.008","0.009","7.9","1.3","32.5","3.5","0.07","1.9","21.8","0.1","0.26","0.32","0.02","1.9","0.001","0.8"
"Junk Bay","JM4","2014-12-05","1","Bottom Water","0.6","0.03","8.4","98","7.2","110","340","0.044","0.008","0.01","7.9","0.5","32.5","3.5","0.09","2.5","21.8","0.08","0.23","0.28","0.02","8.3","<0.001","0.8"
"Mirs Bay","MM1","2014-01-13","1","Surface Water","0.9","0.029","2.3","69","5.5","1","3","0.006","0.007","0.004","8.1","1","32.9","2.5","0.94","2.5","16.5","0.04","0.12","0.13","0.03","3.4","<0.001","0.9"
"Mirs Bay","MM1","2014-01-13","1","Middle Water","1.3","0.033","3.6","97","7.8","1","1","0.05","0.012","0.005","8.1","0.8","33","2.5","1.1","3.5","16.7","0.1","0.13","0.19","0.03","3.1","0.001","0.9"
"Mirs Bay","MM1","2014-01-13","1","Bottom Water","1","0.034","1.5","97","7.7","8","9","0.007","<0.002","0.006","8.1","0.5","33","2.5","1.1","3.5","16.7","0.04","0.09","0.1","0.03","3.3","0.001","1"
"Mirs Bay","MM1","2014-02-12","1","Surface Water","0.4","0.12","0.5","72","5.8","260","300","0.11","0.011","0.023","8","0.8","32.3","3","1.2","2","16.2","0.24","0.26","0.38","0.04","1.7","0.003","0.6"
"Mirs Bay","MM1","2014-02-12","1","Middle Water","<0.1","0.1","0.4","86","6.9","36","45","0.091","0.006","0.018","8","0.4","32.5","3","1.1","2","16.3","0.2","0.24","0.34","0.03","1.5","0.002","0.6"
"Mirs Bay","MM1","2014-02-12","1","Bottom Water","0.2","0.094","0.7","95","7.7","41","60","0.089","0.007","0.017","8","<0.2","32.5","3","1.1","2.4","16.3","0.19","0.25","0.35","0.03","1.4","0.002","0.6"
"Mirs Bay","MM1","2014-03-17","1","Surface Water","1.4","0.064","1.2","58","4.6","54","66","0.05","0.01","0.01","7.9","<0.2","32.9","3","1","2.1","17.1","0.12","0.28","0.34","0.03","1.2","0.001","1"
"Mirs Bay","MM1","2014-03-17","1","Middle Water","0.7","0.058","1.3","83","6.7","12","15","0.04","0.008","0.011","7.9","<0.2","32.9","3","0.98","1.6","16.7","0.11","0.24","0.29","0.03","1","0.001","0.7"
"Mirs Bay","MM1","2014-03-17","1","Bottom Water","2.6","0.054","0.6","95","7.6","2","5","0.035","0.008","0.009","8","0.6","33","3","0.97","2.5","16.5","0.1","0.19","0.23","0.02","0.9","0.001","0.8"
"Mirs Bay","MM1","2014-04-10","1","Surface Water","1.2","0.022","13","127","9.4","6","11","0.003","0.003","0.006","8.4","5.3","30.8","1.8","0.78","1.8","21.1","0.03","0.28","0.29","0.03","1","0.002","1.7"
"Mirs Bay","MM1","2014-04-10","1","Middle Water","1.4","0.039","9.4","150","11.2","17","26","<0.002","<0.002","0.005","8.4","2","30.9","1.8","1.5","1.6","20.8","0.04","0.26","0.26","0.02","1.1","0.003","1.5"
"Mirs Bay","MM1","2014-04-10","1","Bottom Water","0.4","0.028","0.9","128","9.7","14","30","0.003","0.002","0.006","8.2","1.3","31.5","1.8","1.5","1.6","19.6","0.03","0.17","0.18","<0.02","0.8","0.001","0.7"
"Mirs Bay","MM1","2014-05-23","1","Surface Water","2.5","0.11","11","103","7.2","19000","36000","0.19","0.005","0.01","8.3","3.1","25.2","1.2","1.1","12","26.1","0.31","0.32","0.52","0.05","3.2","0.011","3"
"Mirs Bay","MM1","2014-05-23","1","Middle Water","1.8","0.041","12","105","7.3","3600","6200","0.041","<0.002","0.004","8.3","3.5","28.2","1.2","0.54","4.2","25.9","0.08","0.3","0.34","0.03","2.1","0.003","1.4"
"Mirs Bay","MM1","2014-05-23","1","Bottom Water","1.5","0.037","10","76","5.3","450","1100","0.015","0.006","0.004","8.2","3.3","29.2","1.2","0.83","3.2","25.3","0.06","0.27","0.29","0.03","2.6","0.003","1.3"
"Mirs Bay","MM1","2014-06-18","1","Surface Water","2.7","<0.005","7.1","144","9.3","9","34","0.009","<0.002","<0.002","8.3","<0.2","30","1.7","0.32","2.1","30","0.02","0.23","0.24","0.03","1.4","<0.001","1.9"
"Mirs Bay","MM1","2014-06-18","1","Middle Water","2.7","0.012","15","120","7.8","27","58","0.009","<0.002","0.002","8.3","3","30.4","1.7","0.28","2.2","29","0.02","0.27","0.28","0.03","0.6","0.001","1.7"
"Mirs Bay","MM1","2014-06-18","1","Bottom Water","1.6","0.006","3","108","7.1","11","39","0.013","<0.002","0.002","8.3","3.7","30.5","1.7","0.27","1","28.7","0.02","0.19","0.21","<0.02","0.6","<0.001","0.9"
"Mirs Bay","MM1","2014-07-23","1","Surface Water","1.4","0.041","5.9","72","4.6","3","5","0.028","0.003","0.002","8.2","0.5","29.6","1.2","0.43","1.6","30.4","0.07","0.24","0.27","<0.02","2.7","0.004","1.2"
"Mirs Bay","MM1","2014-07-23","1","Middle Water","1.4","0.034","8.8","94","6","2","7","0.024","0.003","0.003","8.2","<0.2","29.8","1.2","0.45","0.6","29.9","0.06","0.19","0.22","<0.02","2","0.003","<0.5"
"Mirs Bay","MM1","2014-07-23","1","Bottom Water","1.2","0.065","7.3","71","4.6","1","12","0.024","0.003","0.004","8.2","<0.2","30.3","1.2","0.61","0.8","29","0.09","0.2","0.23","0.02","3.1","0.005","0.5"
"Mirs Bay","MM1","2014-08-18","1","Surface Water","1.5","<0.005","4.4","82","5.3","<1","2","<0.002","0.002","0.005","8","0.2","33.4","3","0.58","2.6","27.8","<0.01","0.15","0.15","0.02","1.3","<0.001","2"
"Mirs Bay","MM1","2014-08-18","1","Middle Water","1.4","0.011","21","100","6.7","14","36","0.02","0.006","0.012","7.9","4.8","33.6","3","1.2","2.1","26.4","0.04","0.15","0.18","0.03","1.4","<0.001","1.6"
"Mirs Bay","MM1","2014-08-18","1","Bottom Water","0.6","0.028","4.3","108","7.3","9","15","0.065","0.022","0.024","7.7","0.4","34.1","3","1.7","2","25.1","0.12","0.12","0.21","0.04","1.6","<0.001","1.4"
"Mirs Bay","MM1","2014-09-18","1","Surface Water","0.5","0.063","1","50","3.2","6","13","0.017","0.005","0.012","7.7","0.9","31.6","2.2","0.68","1.6","29.6","0.09","0.19","0.21","0.02","1.2","0.002","<0.5"
"Mirs Bay","MM1","2014-09-18","1","Middle Water","0.5","0.062","0.8","78","5","1","12","0.011","0.006","0.006","7.7","<0.2","31.8","2.2","0.59","1.5","29.5","0.08","0.2","0.22","0.02","1.3","0.002","<0.5"
"Mirs Bay","MM1","2014-09-18","1","Bottom Water","0.5","0.061","0.7","74","4.8","4","26","0.009","0.008","0.006","7.7","0.3","31.9","2.2","0.59","1","29.5","0.08","0.25","0.27","<0.02","1.4","0.002","<0.5"
"Mirs Bay","MM1","2014-10-15","1","Surface Water","0.4","0.099","2.5","79","5.1","16","90","0.054","0.029","0.018","7.6","0.3","32.8","2","1.5","4.7","28.4","0.18","0.3","0.38","0.02","5.3","0.002","0.7"
"Mirs Bay","MM1","2014-10-15","1","Middle Water","0.2","0.084","1.3","76","4.9","76","150","0.028","0.03","0.014","7.7","<0.2","33","2","1.2","9.6","28.4","0.14","0.27","0.33","<0.02","6.1","0.002","1.3"
"Mirs Bay","MM1","2014-10-15","1","Bottom Water","0.2","0.087","0.2","76","4.9","19","44","0.032","0.032","0.014","7.7","2.2","33","2","1.3","7.5","28.3","0.15","0.24","0.3","<0.02","5.9","0.002","0.9"
"Mirs Bay","MM1","2014-11-20","1","Surface Water","1.6","0.026","11","73","5.1","<1","3","0.12","0.064","0.009","8.1","0.7","32.9","3","0.86","4","23.9","0.21","0.27","0.45","0.03","1.1","0.001","2.5"
"Mirs Bay","MM1","2014-11-20","1","Middle Water","1.6","0.028","10","117","8.1","3","7","0.1","0.065","0.007","8.1","1.1","33.3","3","0.95","2.7","24.1","0.19","0.25","0.42","0.03","1.5","0.001","1.1"
"Mirs Bay","MM1","2014-11-20","1","Bottom Water","1.6","0.016","8.1","79","5.5","7","19","0.087","0.077","0.007","8.1","2.9","33.4","3","0.87","2.6","24","0.18","0.23","0.39","0.03","2.7","<0.001","0.9"
"Mirs Bay","MM1","2014-12-12","1","Surface Water","0.6","0.056","6.1","84","6.2","45","68","0.11","0.014","0.007","8.1","<0.2","32.7","2.5","0.54","2.4","20.6","0.18","0.24","0.36","0.02","1.2","0.002","0.8"
"Mirs Bay","MM1","2014-12-12","1","Middle Water","0.4","0.057","4.8","87","6.5","64","100","0.087","0.008","0.006","8.1","<0.2","32.8","2.5","0.53","1.9","20.6","0.15","0.23","0.33","0.02","1.2","0.002","0.8"
"Mirs Bay","MM1","2014-12-12","1","Bottom Water","0.7","0.059","5.2","92","6.8","27","48","0.079","0.018","0.005","8.1","<0.2","32.8","2.5","0.54","2.4","20.7","0.16","0.32","0.42","0.03","1.4","0.002","0.7"
"Mirs Bay","MM13","2014-01-03","1","Surface Water","0.2","0.014","1","62","4.9","<1","<1","0.13","0.01","0.015","8.1","0.4","33","3.5","1.1","1.2","17.2","0.15","0.21","0.35","0.02","0.9","<0.001","0.5"
"Mirs Bay","MM13","2014-01-03","1","Middle Water","0.2","0.012","0.4","61","4.9","<1","<1","0.14","0.012","0.019","8.1","0.3","33","3.5","1.1","1.3","16.8","0.16","0.14","0.29","0.03","0.9","<0.001","<0.5"
"Mirs Bay","MM13","2014-01-03","1","Bottom Water","0.1","0.017","0.4","59","4.7","<1","<1","0.11","0.021","0.017","8.1","0.4","33","3.5","1.2","3.8","16.6","0.15","0.17","0.3","0.03","2","<0.001","0.7"
"Mirs Bay","MM13","2014-02-07","1","Surface Water","0.6","0.024","0.4","86","6.7","2","4","0.074","0.015","0.012","8","<0.2","33.2","3","0.88","3.7","17.9","0.11","0.11","0.2","0.02","3","<0.001","0.9"
"Mirs Bay","MM13","2014-02-07","1","Middle Water","0.2","0.024","0.2","103","8.1","<1","<1","0.058","0.01","0.01","8","<0.2","33.1","3","0.89","2.6","17.4","0.09","0.12","0.19","0.02","2.2","<0.001","0.6"
"Mirs Bay","MM13","2014-02-07","1","Bottom Water","0.3","0.023","0.3","103","8","<1","<1","0.059","0.01","0.01","8","0.3","33.4","3","0.9","3.4","17.8","0.09","0.09","0.16","<0.02","3.1","<0.001","0.7"
