"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","2014-05-02","1","Surface Water","0.8","1.2","2.6","68","5","110","270","0.99","0.22","0.17","7.6","<0.2","18.4","1","6.6","18","25.5","2.41","1.9","3.11","0.21","16","0.022","2.7"
"Deep Bay","DM2","2014-06-04","1","Surface Water","1.5","2.2","5.7","36","2.6","99","1200","0.59","0.57","0.26","7.5","4","5.6","1.5","9.9","14","31.2","3.36","3","4.16","0.33","14.6","0.058","3.2"
"Deep Bay","DM2","2014-07-11","1","Surface Water","2.8","2.7","9.2","46","3.3","2900","7000","0.46","0.27","0.26","7.3","8.3","7.3","1.4","10","19","31.9","3.43","2.9","3.63","0.37","18.8","0.047","5.2"
"Deep Bay","DM2","2014-08-08","1","Surface Water","1.9","2.8","8","51","3.6","7800","14000","0.52","0.43","0.26","7.5","4.8","6.9","1.5","11","16","31.8","3.75","3.9","4.85","0.41","40.2","0.076","4"
"Deep Bay","DM2","2014-09-10","1","Surface Water","1.6","0.85","2.2","62","4.2","90","330","0.94","0.51","0.18","7.4","3.8","16.2","2","7.9","15","31.1","2.3","1.1","2.55","0.4","13.5","0.018","1.5"
"Deep Bay","DM2","2014-10-23","1","Surface Water","1.9","0.33","9.7","81","5.6","36","81","1","0.23","0.15","7.9","4.6","22.4","1.5","4","16","27.4","1.56","0.79","2.02","0.18","10.8","0.013","2.9"
"Deep Bay","DM2","2014-11-07","1","Surface Water","2.3","0.69","6","70","5.2","76","150","1","0.31","0.19","7.6","3.3","22.1","1.3","5.9","29","24","2","1.1","2.41","0.27","18.8","0.011","3.6"
"Deep Bay","DM2","2014-12-06","1","Surface Water","1.4","0.78","7.7","81","6.6","100","210","0.64","0.17","0.19","7.7","2.1","24","0.8","2.9","13","18.4","1.59","1.3","2.11","0.23","10.3","0.01","2.2"
"Deep Bay","DM3","2014-01-02","1","Surface Water","1.3","0.54","2.4","71","5.8","90","150","0.47","0.1","0.081","7.7","2.3","29","1.5","2.6","12","16.2","1.11","0.7","1.27","0.11","7.9","0.007","1.8"
"Deep Bay","DM3","2014-02-19","1","Surface Water","0.8","0.35","2","87","7.3","30","38","0.61","0.055","0.062","7.8","2.2","29.4","1.5","1.4","16","15.1","1.02","0.54","1.21","0.08","15.1","0.005","2.6"
"Deep Bay","DM3","2014-03-19","1","Surface Water","0.7","0.56","0.4","64","5","53","96","0.71","0.092","0.045","7.6","0.4","27.9","1","3.3","21","19.2","1.36","0.66","1.46","0.1","13.7","0.007","2.9"
"Deep Bay","DM3","2014-04-02","1","Surface Water","1.2","1.7","1.4","63","5.1","840","2500","1.1","0.27","0.063","7.6","<0.2","16.5","0.4","5.2","15","20.8","3.07","2.4","3.77","0.19","13.3","0.027","2.2"
"Deep Bay","DM3","2014-05-02","1","Surface Water","0.4","0.34","2.5","70","5.1","49","91","0.98","0.17","0.065","7.8","0.2","20.7","1.1","4.1","11","25.1","1.49","0.66","1.81","0.09","8.2","0.01","1.2"
"Deep Bay","DM3","2014-06-04","1","Surface Water","1.2","0.22","6.5","60","4.2","<1","21","1","0.19","0.063","7.8","2.8","10.7","1.5","5.7","4.9","30","1.41","0.52","1.71","0.1","5.4","0.011","1.8"
"Deep Bay","DM3","2014-07-11","1","Surface Water","2.7","1.1","18","87","6","380","1000","0.68","0.24","0.18","7.7","8.6","10.9","1.1","8.5","16","32","2.02","1.5","2.42","0.24","12.8","0.045","4.9"
"Deep Bay","DM3","2014-08-08","1","Surface Water","0.4","0.75","7.3","69","4.8","500","2700","0.82","0.35","0.17","7.8","2.5","11.9","1.5","8.1","53","31.6","1.92","1.3","2.47","0.22","12.9","0.036","9.8"
"Deep Bay","DM3","2014-09-10","1","Surface Water","0.6","0.069","1.9","61","4.1","4","23","0.94","0.3","0.082","7.5","0.3","19.7","2","5.2","11","30.6","1.31","0.24","1.48","0.1","8","0.001","1"
"Deep Bay","DM3","2014-10-23","1","Surface Water","0.9","0.087","6.8","88","6.1","2","5","0.63","0.12","0.076","7.9","2.2","25.4","1.5","2.3","7.6","27.5","0.84","0.37","1.12","0.09","6.1","0.004","0.9"
"Deep Bay","DM3","2014-11-07","1","Surface Water","0.6","0.26","5.6","78","5.6","32","68","0.76","0.24","0.12","7.7","<0.2","25.4","1.6","3.8","10","24.8","1.26","0.48","1.48","0.14","13.4","0.006","1.9"
"Deep Bay","DM3","2014-12-06","1","Surface Water","0.7","0.45","2.1","79","6.2","23","51","0.41","0.08","0.11","7.8","2","27.5","1","1.5","8.6","19.4","0.94","0.84","1.33","0.13","5.5","0.008","1.6"
"Deep Bay","DM4","2014-01-02","1","Surface Water","0.9","0.51","<0.2","75","6.2","260","340","0.44","0.058","0.042","7.8","<0.2","28.6","1.5","2.6","9.8","16.8","1.01","0.61","1.11","0.06","8.5","0.009","1.5"
"Deep Bay","DM4","2014-01-02","1","Bottom Water","0.8","0.46","0.7","83","6.8","430","680","0.41","0.056","0.044","7.8","0.7","29.1","1.5","2.3","13","16.6","0.93","0.59","1.06","0.07","11.5","0.008","1.6"
"Deep Bay","DM4","2014-02-19","1","Surface Water","0.7","0.28","1.9","89","7.4","35","48","0.36","0.045","0.036","7.9","2.1","30.5","1.5","0.95","6.5","15.4","0.69","0.42","0.83","0.06","8.5","0.005","1.2"
"Deep Bay","DM4","2014-02-19","1","Bottom Water","0.7","0.28","1","89","7.4","31","36","0.35","0.043","0.036","7.9","0.2","30.5","1.5","0.91","6.1","15.4","0.67","0.49","0.88","0.06","8.2","0.005","1"
"Deep Bay","DM4","2014-03-19","1","Surface Water","0.5","0.47","1.3","72","5.7","150","210","0.63","0.073","0.044","7.6","1.2","26.2","1.1","2.8","14","19.3","1.17","0.73","1.43","0.07","11.9","0.006","2.4"
"Deep Bay","DM4","2014-03-19","1","Bottom Water","0.5","0.54","0.5","70","5.6","400","610","0.7","0.09","0.049","7.6","0.4","26.6","1.1","3.3","17","18.3","1.33","0.71","1.5","0.07","16.3","0.007","2.3"
"Deep Bay","DM4","2014-04-02","1","Surface Water","0.9","0.85","0.7","55","4.5","620","2100","1.1","0.28","0.056","7.5","0.2","16.9","0.9","5.3","15","20.7","2.23","1.2","2.58","0.09","13.5","0.012","2.1"
"Deep Bay","DM4","2014-04-02","1","Bottom Water","1","0.85","<0.2","61","4.9","580","950","1.1","0.29","0.052","7.5","2.3","18.1","0.9","5.3","15","20.6","2.24","1.2","2.59","0.07","17.3","0.01","1.8"
"Deep Bay","DM4","2014-05-02","1","Surface Water","0.2","0.28","1","77","5.7","7","14","1","0.18","0.047","7.9","0.2","20.6","1.2","4","4.2","25.2","1.46","0.5","1.68","0.06","4.6","0.01","0.8"
"Deep Bay","DM4","2014-05-02","1","Bottom Water","0.2","0.25","0.9","79","5.8","200","280","0.81","0.14","0.038","7.9","<0.2","23","1.2","3.7","7.8","24.4","1.2","0.62","1.57","0.07","6.1","0.008","1.2"
"Deep Bay","DM4","2014-06-04","1","Surface Water","1.2","0.074","2.6","81","5.8","26","79","1.1","0.14","0.032","7.9","0.7","12.1","2","5.2","3","29.6","1.31","0.27","1.51","0.05","3.1","0.004","1.5"
"Deep Bay","DM4","2014-06-04","1","Bottom Water","1.1","0.076","2.5","78","5.5","35","83","1","0.14","0.031","7.8","1","17.9","2","5","2.8","27.9","1.22","0.38","1.52","0.05","3.1","0.003","1.3"
"Deep Bay","DM4","2014-07-11","1","Surface Water","1.1","0.29","6.7","69","4.8","180","600","0.91","0.12","0.071","7.6","3.6","15.2","1.3","5.3","7.5","30.3","1.32","0.51","1.54","0.09","7.7","0.009","1.9"
"Deep Bay","DM4","2014-07-11","1","Bottom Water","1","0.27","5","67","4.6","110","590","0.9","0.11","0.069","7.6","7.9","15.8","1.3","5.3","11","30.1","1.28","0.53","1.54","0.08","16.6","0.008","2.1"
"Deep Bay","DM4","2014-08-08","1","Surface Water","<0.1","0.13","2.6","68","4.6","22","67","0.99","0.17","0.058","7.8","9.7","14.8","1.5","5","59","30.8","1.29","0.4","1.56","0.1","23.8","0.007","13"
"Deep Bay","DM4","2014-08-08","1","Bottom Water","<0.1","0.13","6.2","78","5.4","25","89","0.98","0.17","0.04","7.8","4.9","14.8","1.5","5","36","30.7","1.28","0.41","1.56","0.1","28.4","0.006","5.4"
"Deep Bay","DM4","2014-09-10","1","Surface Water","0.4","0.024","1.6","58","4","28","46","1","0.36","0.06","7.5","<0.2","18.6","2","5.4","10","30.1","1.38","0.16","1.52","0.08","9.9","<0.001","0.7"
"Deep Bay","DM4","2014-09-10","1","Bottom Water","0.6","0.014","1.5","53","3.6","180","410","0.99","0.36","0.056","7.5","0.6","19","2","5.2","14","29.6","1.36","0.15","1.5","0.08","13.6","<0.001","1"
"Deep Bay","DM4","2014-10-23","1","Surface Water","0.8","0.095","0.5","86","5.9","7","18","0.53","0.12","0.04","8","2.3","26","1.5","1.9","3.8","27.3","0.75","0.33","0.98","0.05","5.4","0.005","0.5"
"Deep Bay","DM4","2014-10-23","1","Bottom Water","0.8","0.092","0.9","91","6.2","53","97","0.49","0.12","0.034","8","2.2","26.7","1.5","1.8","6.2","27.7","0.7","0.27","0.88","0.05","6.6","0.005","1"
"Deep Bay","DM4","2014-11-07","1","Surface Water","0.4","0.13","<0.2","73","5.2","600","910","0.61","0.29","0.057","7.8","0.7","26.2","1.6","2.9","11","25.7","1.03","0.31","1.21","0.08","12.5","0.004","1.6"
"Deep Bay","DM4","2014-11-07","1","Bottom Water","0.4","0.11","<0.2","72","5","500","720","0.62","0.3","0.056","7.8","1.2","26.7","1.6","2.9","12","25.7","1.03","0.38","1.3","0.07","13","0.003","1.7"
"Deep Bay","DM4","2014-12-06","1","Surface Water","0.4","0.28","1.4","82","6.1","76","110","0.25","0.036","0.038","7.9","<0.2","30","1","0.92","12","21.7","0.57","0.55","0.84","0.05","7.4","0.008","1.8"
"Deep Bay","DM4","2014-12-06","1","Bottom Water","0.5","0.28","0.9","82","6","52","86","0.24","0.036","0.039","7.9","<0.2","30.1","1","0.92","10","21.6","0.56","0.44","0.72","0.05","6.9","0.008","1.3"
"Deep Bay","DM5","2014-01-02","1","Surface Water","0.9","0.3","0.6","64","5.1","330","520","0.27","0.041","0.03","7.9","0.5","30.7","1.5","1.8","9.2","17","0.61","0.39","0.7","0.05","9.2","0.006","1.4"
"Deep Bay","DM5","2014-01-02","1","Middle Water","0.9","0.28","0.6","87","7","480","880","0.27","0.04","0.029","7.9","0.4","31","1.5","1.8","9.2","16.9","0.59","0.36","0.67","0.04","6.6","0.006","1.2"
"Deep Bay","DM5","2014-01-02","1","Bottom Water","0.7","0.26","0.6","88","7","520","880","0.25","0.039","0.028","7.9","0.6","31.6","1.5","1.7","9","17","0.55","0.38","0.67","0.05","7.5","0.006","1.2"
"Deep Bay","DM5","2014-02-19","1","Surface Water","0.6","0.12","1.9","91","7.3","100","200","0.13","0.02","0.013","8.1","1.4","32.9","2","0.62","4.7","16.3","0.27","0.27","0.42","0.03","6.8","0.003","0.8"
"Deep Bay","DM5","2014-02-19","1","Middle Water","0.3","0.12","1.3","90","7.2","200","340","0.091","0.017","0.018","8.1","0.4","33","2","0.58","7.7","16.4","0.23","0.26","0.37","0.03","7.5","0.003","1.2"
"Deep Bay","DM5","2014-02-19","1","Bottom Water","0.4","0.12","0.9","90","7.2","130","230","0.091","0.018","0.019","8.1","0.8","33","2","0.59","7.7","16.4","0.23","0.31","0.42","0.03","7.8","0.003","1.3"
"Deep Bay","DM5","2014-03-19","1","Surface Water","0.5","0.36","<0.2","79","6.2","53","84","0.57","0.075","0.037","7.7","0.6","28.6","1.3","2.7","5.9","18.8","1.01","0.66","1.31","0.06","14.2","0.005","1.2"
"Deep Bay","DM5","2014-03-19","1","Middle Water","0.5","0.48","0.3","80","6.3","360","650","0.43","0.058","0.037","7.7","0.4","29.4","1.3","2.1","15","18.2","0.97","0.51","1","0.06","12.2","0.007","2.1"
"Deep Bay","DM5","2014-03-19","1","Bottom Water","0.4","0.37","0.8","81","6.4","410","660","0.41","0.056","0.034","7.8","<0.2","29.9","1.3","2","11","18.2","0.84","0.51","0.98","0.07","11.3","0.006","1.7"
"Deep Bay","DM5","2014-04-02","1","Surface Water","0.6","0.68","0.9","73","5.8","300","650","0.97","0.25","0.042","7.7","0.8","19.1","0.7","4.5","9.5","20.6","1.9","1","2.22","0.07","8.4","0.011","2.1"
"Deep Bay","DM5","2014-04-02","1","Middle Water","0.6","0.66","0.4","75","5.9","300","650","0.94","0.24","0.041","7.6","0.3","22","0.7","4.5","7.8","20.4","1.84","1","2.18","0.07","5.9","0.01","1.2"
"Deep Bay","DM5","2014-04-02","1","Bottom Water","0.5","0.63","<0.2","79","6.2","300","470","0.89","0.19","0.043","7.7","0.7","24.5","0.7","4","8.1","20.2","1.71","0.86","1.94","0.06","7.2","0.011","1.1"
"Deep Bay","DM5","2014-05-02","1","Surface Water","0.3","0.23","<0.2","72","5.2","2","9","0.76","0.13","0.037","8","1.2","23.3","1.4","3.4","2.6","24.7","1.12","0.46","1.35","0.06","3.5","0.01","0.6"
"Deep Bay","DM5","2014-05-02","1","Middle Water","0.2","0.2","1.9","81","5.9","79","180","0.63","0.097","0.03","8","<0.2","25.9","1.4","2.6","3.4","24.1","0.93","0.52","1.25","0.05","2.7","0.008","0.6"
"Deep Bay","DM5","2014-05-02","1","Bottom Water","0.1","0.2","<0.2","82","6","80","150","0.61","0.092","0.031","8","0.9","26.3","1.4","2.6","2.8","24.1","0.9","0.41","1.11","0.05","3.1","0.008","0.5"
"Deep Bay","DM5","2014-06-04","1","Surface Water","2","0.032","5.3","80","5.7","23","64","1","0.13","0.022","7.9","<0.2","18.4","2","4.7","2.9","28","1.16","0.27","1.4","0.04","2.2","0.002","1.7"
"Deep Bay","DM5","2014-06-04","1","Middle Water","1.2","0.12","1.7","60","4.2","260","610","0.65","0.093","0.023","7.8","<0.2","24.2","2","3.6","1.8","27","0.86","0.31","1.05","0.04","2","0.004","1"
"Deep Bay","DM5","2014-06-04","1","Bottom Water","1","0.12","2.6","53","3.6","620","1400","0.52","0.079","0.022","7.8","0.2","27.8","2","3","2.5","26.2","0.72","0.31","0.91","0.04","3","0.004","1"
"Deep Bay","DM5","2014-07-11","1","Surface Water","1.6","0.19","16","77","5.3","320","1300","0.85","0.12","0.052","7.8","7.1","15.3","1.4","4.9","4.8","30.1","1.16","0.39","1.36","0.07","5.9","0.009","2.7"
"Deep Bay","DM5","2014-07-11","1","Middle Water","1.2","0.18","18","86","5.9","240","950","0.91","0.11","0.051","7.8","6.5","16.3","1.4","5","5.1","30.2","1.2","0.44","1.46","0.07","4.7","0.009","2.1"
"Deep Bay","DM5","2014-07-11","1","Bottom Water","1.3","0.17","13","57","4","190","700","0.89","0.11","0.048","7.7","5.4","20.8","1.4","4.9","5.3","28.7","1.17","0.4","1.4","0.07","13.1","0.006","2.7"
"Deep Bay","DM5","2014-08-08","1","Surface Water","<0.1","0.047","1.6","88","6.1","150","520","1.1","0.2","0.026","8","1.5","14.5","2","5.5","5","30.8","1.35","0.31","1.61","0.06","6.6","0.003","0.6"
"Deep Bay","DM5","2014-08-08","1","Middle Water","0.2","0.068","3.5","90","6.2","55","240","1","0.18","0.032","8","2.5","15.3","2","4.7","6.8","30.9","1.25","0.33","1.51","0.06","6.4","0.005","1.7"
"Deep Bay","DM5","2014-08-08","1","Bottom Water","<0.1","0.064","4.9","85","5.9","51","200","1","0.17","0.037","8","0.7","16.1","2","4.8","7","30.2","1.23","0.36","1.53","0.07","6.5","0.004","2"
"Deep Bay","DM5","2014-09-10","1","Surface Water","0.5","0.024","1.8","65","4.3","56","100","0.85","0.29","0.051","7.6","0.5","21.1","2","4.5","6","30.6","1.16","0.18","1.32","0.07","5.6","<0.001","0.5"
"Deep Bay","DM5","2014-09-10","1","Middle Water","0.4","0.024","0.8","62","4.2","110","250","0.83","0.29","0.051","7.6","1.8","22.4","2","4.6","6.6","29.5","1.14","0.15","1.27","0.06","7.9","<0.001","<0.5"
"Deep Bay","DM5","2014-09-10","1","Bottom Water","0.4","0.023","1.3","59","4","250","460","0.75","0.27","0.046","7.7","1.2","23.1","2","4.2","8.3","29.2","1.04","0.15","1.17","0.07","9.7","<0.001","<0.5"
"Deep Bay","DM5","2014-10-23","1","Surface Water","0.5","0.053","0.9","87","5.9","150","230","0.33","0.11","0.016","8","1.8","28.5","1.5","1.4","4.8","27.7","0.49","0.19","0.63","0.03","4.8","0.003","0.9"
"Deep Bay","DM5","2014-10-23","1","Middle Water","0.6","0.049","1.3","98","6.5","240","420","0.32","0.11","0.016","8","0.9","29.2","1.5","1.3","6.4","27.9","0.48","0.22","0.65","0.03","5.2","0.003","1.3"
"Deep Bay","DM5","2014-10-23","1","Bottom Water","1.1","0.047","1","97","6.4","510","700","0.29","0.1","0.014","8","1.7","29.3","1.5","1.3","5","27.8","0.44","0.23","0.62","0.03","6.3","0.003","0.8"
"Deep Bay","DM5","2014-11-07","1","Surface Water","0.4","0.054","1.1","79","5.5","220","440","0.43","0.24","0.042","7.8","<0.2","28.5","2","2.2","13","25.7","0.72","0.27","0.94","0.05","20.8","0.002","1.8"
"Deep Bay","DM5","2014-11-07","1","Middle Water","0.3","0.054","1.2","79","5.4","490","850","0.41","0.23","0.041","7.9","<0.2","29.3","2","2.1","4.1","25.8","0.69","0.25","0.89","0.05","19.3","0.002","0.6"
"Deep Bay","DM5","2014-11-07","1","Bottom Water","0.2","0.05","1.7","80","5.5","830","1800","0.36","0.22","0.039","7.9","<0.2","30.1","2","2","4.4","25.8","0.63","0.18","0.76","0.05","16.3","0.002","0.6"
"Deep Bay","DM5","2014-12-06","1","Surface Water","0.6","0.22","1.8","86","6.3","280","350","0.14","0.017","0.03","8","<0.2","31.4","1.3","0.47","5","21.7","0.38","0.47","0.63","0.04","3.8","0.007","1.1"
"Deep Bay","DM5","2014-12-06","1","Middle Water","0.3","0.2","2.4","85","6.3","140","240","0.13","0.017","0.026","8","<0.2","31.6","1.3","0.46","3.7","21.6","0.35","0.38","0.53","0.04","3.4","0.006","0.9"
"Deep Bay","DM5","2014-12-06","1","Bottom Water","0.2","0.18","1","85","6.2","400","560","0.11","0.015","0.025","8","0.8","31.9","1.3","0.41","3.5","21.7","0.31","0.42","0.55","0.04","2.9","0.006","0.8"
"Eastern Buffer","EM1","2014-01-08","1","Surface Water","0.6","0.075","0.4","71","5.6","120","190","0.086","0.002","0.006","8","<0.2","33","4","1.1","0.9","17.3","0.16","0.12","0.21","0.04","2","0.002","<0.5"
"Eastern Buffer","EM1","2014-01-08","1","Middle Water","0.5","0.053","0.4","93","7.4","64","110","0.12","0.018","0.012","8.1","0.3","33.1","4","1.2","1.9","17.1","0.19","0.14","0.28","0.03","2.4","0.001","<0.5"
"Eastern Buffer","EM1","2014-01-08","1","Bottom Water","0.4","0.033","0.2","95","7.5","30","55","0.1","0.018","0.01","8.1","<0.2","33.1","4","1.1","1.9","17","0.15","0.14","0.26","0.03","2.6","<0.001","0.5"
"Eastern Buffer","EM1","2014-02-05","1","Surface Water","1.3","0.036","6.4","85","6.6","15","23","0.047","0.007","0.009","8","2","33.1","2.5","0.2","2.5","18","0.09","0.13","0.18","0.03","1.5","<0.001","0.8"
"Eastern Buffer","EM1","2014-02-05","1","Middle Water","1.3","0.042","7.1","110","8.5","11","17","0.048","0.007","0.009","8","1.3","33.2","2.5","0.21","2.3","18.2","0.1","0.13","0.19","0.02","2","0.001","0.8"
"Eastern Buffer","EM1","2014-02-05","1","Bottom Water","1.3","0.042","7.6","110","8.5","7","15","0.052","0.007","0.01","8","0.7","33.2","2.5","0.22","4.7","18.2","0.1","0.14","0.2","0.03","2.2","0.001","1"
"Eastern Buffer","EM1","2014-03-03","1","Surface Water","0.6","0.052","0.8","59","4.6","270","310","0.07","0.011","0.015","7.8","0.5","33.5","4.5","0.51","1.7","17.5","0.13","0.15","0.23","0.03","0.8","<0.001","0.7"
"Eastern Buffer","EM1","2014-03-03","1","Middle Water","0.5","0.037","0.5","99","7.8","150","200","0.059","0.012","0.014","7.9","0.3","33.5","4.5","0.52","1.8","17.6","0.11","0.17","0.24","0.02","0.7","<0.001","0.9"
"Eastern Buffer","EM1","2014-03-03","1","Bottom Water","0.6","0.019","0.6","105","8.2","35","53","0.055","0.01","0.012","7.9","0.6","33.5","4.5","0.47","1.4","17.5","0.08","0.09","0.16","0.02","0.6","<0.001","0.6"
"Eastern Buffer","EM1","2014-04-17","1","Surface Water","1.2","0.032","2.2","104","7.6","<1","1","0.019","0.002","0.008","8.3","2","33.2","4.5","0.5","0.9","21.7","0.05","0.08","0.1","<0.02","0.9","0.002","0.6"
"Eastern Buffer","EM1","2014-04-17","1","Middle Water","1.8","0.031","1.6","107","7.8","2","2","0.02","0.003","0.007","8.3","1.4","33.2","4.5","0.49","1.3","21.6","0.05","0.1","0.12","<0.02","0.8","0.002","0.8"
"Eastern Buffer","EM1","2014-04-17","1","Bottom Water","0.9","0.032","2.3","103","7.5","2","5","0.012","<0.002","0.006","8.3","0.9","33.3","4.5","0.47","0.6","21.3","0.05","0.1","0.11","<0.02","0.8","0.002","<0.5"
"Eastern Buffer","EM1","2014-05-12","1","Surface Water","0.4","0.16","0.2","72","5.2","7200","16000","0.13","0.011","0.032","8","<0.2","28.7","2","1","3.3","23.5","0.3","0.39","0.53","0.05","2.8","0.007","1"
"Eastern Buffer","EM1","2014-05-12","1","Middle Water","0.2","0.1","0.5","78","5.5","1700","3100","0.07","0.006","0.021","8.1","0.4","32.7","2","0.76","3","23.2","0.18","0.27","0.35","0.03","3.1","0.005","<0.5"
"Eastern Buffer","EM1","2014-05-12","1","Bottom Water","0.2","0.073","0.2","82","5.8","710","1600","0.05","0.004","0.016","8.1","<0.2","33","2","0.67","13","23.1","0.13","0.17","0.22","0.02","3.3","0.004","2.8"
"Eastern Buffer","EM1","2014-06-09","1","Surface Water","1.9","0.032","2.9","103","6.9","15","100","0.13","0.018","0.002","8.2","<0.2","29.9","2.1","<0.05","1.6","27","0.18","0.28","0.43","0.02","1","0.003","1"
"Eastern Buffer","EM1","2014-06-09","1","Middle Water","1.8","0.032","5.6","92","6.4","190","800","0.096","0.015","0.005","8.2","0.9","31.8","2.1","<0.05","2","25.1","0.14","0.25","0.36","0.03","1.3","0.002","1.3"
"Eastern Buffer","EM1","2014-06-09","1","Bottom Water","0.5","0.036","6.3","51","3.6","170","450","0.08","0.019","0.017","8","0.6","33.9","2.1","0.71","3.2","22.4","0.14","0.32","0.42","0.03","2.9","0.001","0.9"
