"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"North Western","NM1","2012-07-13","1","Bottom Water","1.4","0.016","1.2","32","2.2","45","67","0.24","0.02","0.019","7.3","2.5","31.9","2","1.8","12","24.8","0.28","0.23","0.49","0.04","9.9","0.001","1.6"
"North Western","NM1","2012-08-16","1","Surface Water","1.6","0.072","19","115","7.8","<1","1","0.59","0.089","0.006","8.1","3.3","21.8","2.5","2.2","4.1","29","0.75","0.38","1.06","0.04","2.2","0.005","1.5"
"North Western","NM1","2012-08-16","1","Middle Water","0.7","0.055","5.2","50","3.4","29","39","0.21","0.089","0.015","7.8","1.2","30.5","2.5","1.4","5.1","26.3","0.35","0.16","0.46","0.02","3.6","0.002","1"
"North Western","NM1","2012-08-16","1","Bottom Water","0.6","0.07","4.5","47","3.2","46","68","0.18","0.088","0.015","7.8","1.8","31","2.5","1.4","6.6","26","0.34","0.18","0.45","0.03","4.3","0.002","1.1"
"North Western","NM1","2012-09-13","1","Surface Water","1.6","0.035","10","152","10.1","<1","1","0.51","0.12","0.004","8.2","0.7","22","2","1.3","3.1","30.4","0.67","0.31","0.94","0.02","1.3","0.004","2"
"North Western","NM1","2012-09-13","1","Middle Water","1.1","0.07","4.3","70","4.7","84","110","0.29","0.057","0.015","7.9","1.3","28.6","2","1.4","6.1","28.4","0.42","0.33","0.68","0.04","3.8","0.003","1.9"
"North Western","NM1","2012-09-13","1","Bottom Water","0.8","0.064","6.6","45","3","46","95","0.26","0.047","0.019","7.8","1.7","30.3","2","1.6","8.5","27.7","0.37","0.32","0.63","0.04","5.9","0.002","2.3"
"North Western","NM1","2012-10-15","1","Surface Water","0.2","0.059","2.3","95","6.3","75","180","0.2","0.094","0.018","8","0.7","30.4","2.6","0.7","3.6","27.6","0.35","0.24","0.53","0.04","5","0.003","0.8"
"North Western","NM1","2012-10-15","1","Middle Water","0.3","0.081","0.8","90","6","140","360","0.16","0.083","0.02","8","1.7","31","2.6","0.76","8.3","27.5","0.32","0.35","0.59","0.04","8.5","0.004","2.3"
"North Western","NM1","2012-10-15","1","Bottom Water","0.2","0.082","1.8","88","5.8","100","220","0.14","0.073","0.021","8","1","31.4","2.6","0.78","9.9","27.5","0.3","0.26","0.47","0.04","8.7","0.004","0.9"
"North Western","NM1","2012-11-08","1","Surface Water","0.3","0.034","0.9","84","5.8","25","55","0.16","0.14","0.027","7.7","<0.2","31.2","2.5","1.2","3.5","24.9","0.33","0.31","0.61","0.05","3","0.001","0.8"
"North Western","NM1","2012-11-08","1","Middle Water","0.3","0.038","0.4","88","6.1","18","38","0.16","0.14","0.028","7.7","0.2","31.3","2.5","1.2","3.3","24.8","0.34","0.26","0.56","0.04","3.6","0.001","0.7"
"North Western","NM1","2012-11-08","1","Bottom Water","0.3","0.039","0.4","86","5.9","7","18","0.14","0.13","0.018","7.7","0.4","31.6","2.5","1.2","4.8","24.9","0.31","0.28","0.55","0.05","4.3","0.001","0.9"
"North Western","NM1","2012-12-05","1","Surface Water","0.4","0.096","0.3","87","6.4","150","240","0.24","0.081","0.032","7.5","<0.2","31.5","2","1.4","2.2","21.4","0.42","0.19","0.51","0.05","3.4","0.001","0.6"
"North Western","NM1","2012-12-05","1","Middle Water","0.4","0.1","<0.2","86","6.2","130","300","0.19","0.062","0.03","7.6","<0.2","32.2","2","1.2","4.7","21.8","0.35","0.24","0.49","0.05","5.7","0.001","0.8"
"North Western","NM1","2012-12-05","1","Bottom Water","0.4","0.11","0.9","86","6.2","130","290","0.18","0.058","0.03","7.6","0.5","32.2","2","1.2","5.2","21.8","0.35","0.28","0.52","0.06","6.9","0.002","0.8"
"North Western","NM2","2012-01-05","1","Surface Water","0.4","0.21","3.2","91","7.1","15","33","0.27","0.018","0.036","7.7","0.6","31.4","3","0.94","1.8","17.8","0.5","0.34","0.63","0.05","1.6","0.003","0.5"
"North Western","NM2","2012-01-05","1","Middle Water","0.4","0.22","3","91","7.1","7","16","0.26","0.019","0.036","7.7","0.8","31.4","3","0.96","1.9","17.8","0.5","0.33","0.61","0.05","1.5","0.003","0.6"
"North Western","NM2","2012-01-05","1","Bottom Water","0.4","0.21","4.2","91","7.2","12","29","0.26","0.018","0.041","7.8","<0.2","31.4","3","0.92","2.2","17.9","0.49","0.33","0.61","0.05","1.6","0.003","0.7"
"North Western","NM2","2012-02-03","1","Surface Water","0.6","0.16","0.4","88","7.2","5","7","0.22","0.017","0.031","7.9","0.2","31.5","3.5","1.2","1.6","16.2","0.4","0.25","0.49","0.05","1.8","0.003","<0.5"
"North Western","NM2","2012-02-03","1","Middle Water","0.7","0.16","0.4","89","7.2","5","9","0.22","0.017","0.031","7.9","<0.2","31.5","3.5","1.1","1.7","16.2","0.4","0.25","0.49","0.04","1.6","0.003","0.5"
"North Western","NM2","2012-02-03","1","Bottom Water","0.7","0.16","0.4","89","7.2","5","6","0.22","0.017","0.03","7.9","0.3","31.5","3.5","1.1","1.5","16.2","0.4","0.25","0.49","0.04","1.4","0.003","<0.5"
"North Western","NM2","2012-03-19","1","Surface Water","0.8","0.26","1.6","96","7.6","44","65","0.49","0.059","0.035","7.5","1","28.1","2","1.7","3","18.7","0.81","0.41","0.96","0.05","1.9","0.002","0.7"
"North Western","NM2","2012-03-19","1","Middle Water","1.2","0.25","1.8","94","7.4","45","69","0.45","0.053","0.034","7.5","0.6","29.4","2","1.6","2.9","18","0.75","0.4","0.9","0.05","1.6","0.002","1"
"North Western","NM2","2012-03-19","1","Bottom Water","1","0.22","1","91","7.3","31","41","0.38","0.042","0.033","7.5","0.9","29.9","2","1.4","2.6","17.7","0.64","0.37","0.79","0.05","1.5","0.002","0.6"
"North Western","NM2","2012-04-25","1","Surface Water","0.5","0.44","3.3","103","7.7","140","210","1.5","0.15","0.037","7.4","0.6","19.1","1.3","4.2","3.8","24.4","2.09","0.64","2.29","0.06","3.8","0.005","0.8"
"North Western","NM2","2012-04-25","1","Middle Water","0.1","0.31","1.8","101","7.4","140","200","0.72","0.084","0.034","7.5","<0.2","25.7","1.3","2.6","4.1","23.5","1.11","0.46","1.26","0.05","3.3","0.004","0.8"
"North Western","NM2","2012-04-25","1","Bottom Water","<0.1","0.2","0.5","98","7.1","180","250","0.31","0.035","0.025","7.6","0.6","29.5","1.3","1.4","9.2","22.9","0.55","0.32","0.67","0.04","5.4","0.003","1.2"
"North Western","NM2","2012-05-21","1","Surface Water","0.7","0.16","2.7","100","7","34","130","0.86","0.089","0.022","7.6","1.2","22.7","2.5","2","2.4","26.7","1.11","0.28","1.23","0.04","2.1","0.003","0.9"
"North Western","NM2","2012-05-21","1","Middle Water","0.6","0.17","2.2","96","6.7","60","140","0.74","0.08","0.024","7.5","0.6","24.2","2.5","1.9","2.5","26.5","0.99","0.25","1.07","0.03","2.2","0.003","1"
"North Western","NM2","2012-05-21","1","Bottom Water","0.3","0.17","0.5","82","5.7","180","400","0.4","0.058","0.021","7.6","0.4","27.5","2.5","1.2","2.7","25.8","0.63","0.27","0.73","0.03","2.5","0.003","1"
"North Western","NM2","2012-06-21","1","Surface Water","<0.1","0.17","1","102","6.9","14","35","0.58","0.084","0.031","7.6","1","23.1","1.5","2.7","4.6","29.1","0.83","0.32","0.98","0.05","4.1","0.004","1.1"
"North Western","NM2","2012-06-21","1","Middle Water","0.3","0.18","1","99","6.7","64","110","0.55","0.078","0.032","7.6","1.2","24","1.5","2.5","4.4","28.9","0.81","0.33","0.96","0.05","4.1","0.004","0.9"
"North Western","NM2","2012-06-21","1","Bottom Water","<0.1","0.16","0.4","93","6.3","63","96","0.39","0.058","0.028","7.6","1.2","25.9","1.5","1.9","4.6","28.5","0.61","0.39","0.84","0.04","3.9","0.004","0.8"
"North Western","NM2","2012-07-13","1","Surface Water","1.3","0.064","8.7","134","9.7","11","47","1.6","0.039","0.016","7.9","4.8","7.9","1.5","8.1","4.4","29.9","1.7","0.37","2.01","0.04","4.5","0.004","1.6"
"North Western","NM2","2012-07-13","1","Middle Water","0.7","0.05","4.2","106","7.6","120","280","1.4","0.049","0.024","7.5","1.7","13.3","1.5","6.8","3.9","29.3","1.5","0.3","1.75","0.04","4.3","0.001","1"
"North Western","NM2","2012-07-13","1","Bottom Water","0.6","0.079","1.7","79","5.5","200","640","0.99","0.049","0.029","7.4","1.5","19.4","1.5","4.9","3.3","28.3","1.12","0.22","1.26","0.04","3.2","0.001","0.8"
"North Western","NM2","2012-08-16","1","Surface Water","1.6","0.058","19","104","7.1","12","16","0.64","0.092","0.009","8","3.5","21.4","2","2.5","3.9","29.2","0.79","0.31","1.04","0.04","2.7","0.004","1.4"
"North Western","NM2","2012-08-16","1","Middle Water","1","0.068","14","96","6.6","30","50","0.52","0.089","0.01","8","2.5","23.5","2","2.1","4.4","28.5","0.68","0.26","0.87","0.03","2.7","0.004","1.4"
"North Western","NM2","2012-08-16","1","Bottom Water","0.8","0.068","10","64","4.3","130","190","0.4","0.092","0.013","7.9","2.1","27.4","2","1.9","4.5","27.3","0.56","0.22","0.71","0.04","3.6","0.003","1"
"North Western","NM2","2012-09-13","1","Surface Water","2.5","0.039","12","138","9.2","27","97","0.52","0.11","0.003","8.3","1.4","22.3","2","1.2","6.7","30.3","0.67","0.4","1.03","0.03","2.5","0.004","2.9"
"North Western","NM2","2012-09-13","1","Middle Water","1.6","0.062","12","111","7.4","220","750","0.46","0.1","0.008","8.1","1","24.7","2","1.5","6","29.4","0.62","0.36","0.92","0.04","4.2","0.004","1.7"
"North Western","NM2","2012-09-13","1","Bottom Water","1.5","0.072","6","83","5.5","140","230","0.31","0.072","0.003","8","1.1","27.4","2","1.4","6.3","28.8","0.45","0.36","0.74","0.04","5.9","0.004","2.2"
"North Western","NM2","2012-10-15","1","Surface Water","0.3","0.066","2","87","5.8","56","130","0.17","0.085","0.019","8","0.7","30.7","2.4","0.68","5","27.6","0.32","0.3","0.56","0.04","5.3","0.004","0.9"
"North Western","NM2","2012-10-15","1","Middle Water","0.2","0.074","1.7","93","6.2","90","240","0.17","0.083","0.019","8","1","30.8","2.4","0.71","6.2","27.5","0.33","0.27","0.52","0.04","6.6","0.004","0.9"
"North Western","NM2","2012-10-15","1","Bottom Water","0.3","0.079","1.8","91","6","92","190","0.16","0.08","0.02","8","1","31.1","2.4","0.73","7.2","27.5","0.32","0.26","0.5","0.04","7.2","0.004","1"
"North Western","NM2","2012-11-08","1","Surface Water","0.4","0.048","1.2","87","6","1300","2100","0.18","0.15","0.029","7.7","<0.2","30.9","2.5","1.3","2.7","25.4","0.38","0.32","0.65","0.05","2.8","0.001","0.6"
"North Western","NM2","2012-11-08","1","Middle Water","0.4","0.048","0.5","88","6.1","2300","6100","0.18","0.15","0.029","7.7","<0.2","30.9","2.5","1.3","3.1","25.4","0.38","0.27","0.6","0.05","3.1","0.001","0.7"
"North Western","NM2","2012-11-08","1","Bottom Water","0.4","0.046","0.4","88","6.1","1500","2600","0.18","0.15","0.025","7.8","0.3","31.1","2.5","1.3","5","25","0.38","0.25","0.58","0.05","4.8","0.001","1"
"North Western","NM2","2012-12-05","1","Surface Water","0.4","0.09","1","84","6.2","800","3300","0.26","0.088","0.031","7.6","0.3","31.4","2","1.4","2.7","21.5","0.44","0.21","0.56","0.06","4","0.001","<0.5"
"North Western","NM2","2012-12-05","1","Middle Water","0.4","0.11","1.5","87","6.4","340","850","0.24","0.079","0.031","7.6","<0.2","31.6","2","1.4","6.3","21.5","0.43","0.25","0.57","0.05","4.3","0.001","1"
"North Western","NM2","2012-12-05","1","Bottom Water","0.4","0.11","0.9","87","6.4","460","910","0.23","0.076","0.031","7.6","<0.2","31.6","2","1.4","6.5","21.6","0.42","0.22","0.53","0.05","7.5","0.001","0.9"
"North Western","NM3","2012-01-05","1","Surface Water","0.4","0.22","2.7","88","6.9","160","170","0.27","0.019","0.038","7.7","0.4","31.5","3.6","1.1","1.7","17.8","0.51","0.35","0.64","0.05","1.6","0.003","0.5"
"North Western","NM3","2012-01-05","1","Middle Water","0.4","0.22","2","89","7","410","680","0.27","0.022","0.038","7.7","<0.2","31.5","3.6","1.1","1.4","17.8","0.51","0.41","0.7","0.05","1.7","0.003","0.5"
"North Western","NM3","2012-01-05","1","Bottom Water","0.3","0.22","2","88","6.9","280","470","0.27","0.019","0.039","7.7","0.4","31.5","3.6","1.1","2.2","17.8","0.51","0.4","0.69","0.05","1.6","0.003","0.5"
"North Western","NM3","2012-02-03","1","Surface Water","0.8","0.15","0.9","91","7.4","13","18","0.24","0.02","0.03","7.9","0.4","31.3","3","1.1","1.8","16.2","0.41","0.27","0.53","0.05","1.8","0.003","<0.5"
"North Western","NM3","2012-02-03","1","Middle Water","0.8","0.15","0.8","92","7.5","30","40","0.23","0.017","0.03","7.9","<0.2","31.3","3","1.1","1.8","16.2","0.4","0.25","0.5","0.05","1.9","0.003","0.5"
"North Western","NM3","2012-02-03","1","Bottom Water","0.7","0.15","1","92","7.5","67","84","0.23","0.02","0.03","7.9","<0.2","31.3","3","1.1","2.3","16.2","0.4","0.25","0.5","0.05","1.9","0.003","0.6"
"North Western","NM3","2012-03-19","1","Surface Water","1.9","0.34","2.1","101","8","16","24","0.67","0.084","0.034","7.5","0.8","26.7","2.1","2.2","3","19","1.09","0.47","1.22","0.05","2.2","0.004","0.9"
"North Western","NM3","2012-03-19","1","Middle Water","1.8","0.28","1.2","92","7.3","160","260","0.52","0.063","0.034","7.5","1.1","28.8","2.1","1.8","3.1","18.1","0.86","0.46","1.04","0.06","2.3","0.003","0.8"
"North Western","NM3","2012-03-19","1","Bottom Water","1.5","0.24","0.9","89","7.1","170","240","0.42","0.047","0.034","7.5","1","29.7","2.1","1.5","3.6","17.7","0.71","0.41","0.88","0.06","2.8","0.002","0.7"
"North Western","NM3","2012-04-25","1","Surface Water","0.3","0.45","1.5","102","7.6","140","290","1.5","0.15","0.044","7.4","<0.2","19.4","1.4","4.2","4.2","24.4","2.1","0.97","2.62","0.07","4.1","0.005","0.8"
"North Western","NM3","2012-04-25","1","Middle Water","<0.1","0.35","0.3","98","7.3","150","300","1.1","0.11","0.037","7.5","0.9","23","1.4","3.2","7.2","23.8","1.56","0.53","1.74","0.05","4.6","0.004","1.2"
"North Western","NM3","2012-04-25","1","Bottom Water","<0.1","0.25","0.3","97","7.1","80","150","0.48","0.054","0.031","7.5","0.7","26.2","1.4","1.9","12","23.3","0.78","0.39","0.92","0.06","4","0.003","1.5"
"North Western","NM3","2012-05-21","1","Surface Water","0.5","0.17","2","91","6.4","190","520","0.86","0.088","0.025","7.5","1","22.8","2","2","2.9","26.8","1.12","0.29","1.24","0.04","2.5","0.003","1"
"North Western","NM3","2012-05-21","1","Middle Water","0.4","0.17","0.7","74","5.2","130","330","0.74","0.078","0.025","7.5","1","25.8","2","1.9","3.9","26.1","0.99","0.33","1.15","0.03","3.9","0.003","0.8"
"North Western","NM3","2012-05-21","1","Bottom Water","0.4","0.18","0.2","74","5.1","95","200","0.38","0.055","0.023","7.5","1.3","27.8","2","1.2","9","25.7","0.62","0.28","0.72","0.04","6.1","0.003","1.3"
"North Western","NM3","2012-06-21","1","Surface Water","0.4","0.19","1.7","100","6.8","54","80","0.94","0.11","0.036","7.6","1.4","21","1.8","4.3","4.5","29.1","1.24","0.34","1.39","0.05","5.5","0.004","0.8"
"North Western","NM3","2012-06-21","1","Middle Water","0.2","0.17","0.9","91","6.2","280","510","0.49","0.07","0.031","7.6","0.4","24.9","1.8","2.3","7.4","28.7","0.73","0.33","0.89","0.05","5.9","0.004","1.1"
"North Western","NM3","2012-06-21","1","Bottom Water","<0.1","0.16","0.4","87","5.8","230","330","0.32","0.045","0.027","7.6","1","27.4","1.8","1.5","10","28.2","0.53","0.31","0.68","0.04","6.5","0.004","1.3"
"North Western","NM3","2012-07-13","1","Surface Water","2.1","0.056","12","138","9.8","24","190","1.4","0.043","0.012","7.8","5.2","11.6","2","6.9","4.6","29.6","1.5","0.38","1.82","0.04","3.9","0.003","2.3"
"North Western","NM3","2012-07-13","1","Middle Water","0.9","0.052","10","69","4.8","630","1900","1.4","0.044","0.012","7.4","6.9","22.6","2","6.7","3.4","27.7","1.5","0.38","1.82","0.03","4.2","0.001","0.8"
"North Western","NM3","2012-07-13","1","Bottom Water","1.2","0.085","1.5","49","3.4","980","2100","0.69","0.044","0.03","7.3","0.5","27.1","2","3.8","6.1","26.6","0.82","0.29","1.02","0.05","6.3","0.001","1"
"North Western","NM3","2012-08-16","1","Surface Water","1.3","0.054","12","95","6.4","20","130","0.63","0.097","0.01","8","2.7","21.6","2","2.6","4.1","29.1","0.78","0.31","1.04","0.04","3.4","0.003","1.4"
"North Western","NM3","2012-08-16","1","Middle Water","0.6","0.067","4.6","55","3.7","110","170","0.28","0.092","0.015","7.9","1.3","28.9","2","1.6","5.3","27","0.44","0.21","0.58","0.03","4.4","0.002","0.9"
"North Western","NM3","2012-08-16","1","Bottom Water","0.8","0.067","2.4","53","3.6","78","150","0.22","0.096","0.016","7.9","2","29.8","2","1.4","5.4","26.7","0.38","0.16","0.48","0.03","3.4","0.002","1.5"
"North Western","NM3","2012-09-13","1","Surface Water","1.7","0.053","3","104","6.9","100","450","0.5","0.12","0.005","8","<0.2","24.4","2","1.7","12","29.9","0.67","0.28","0.9","0.05","7.8","0.004","2.7"
"North Western","NM3","2012-09-13","1","Middle Water","0.9","0.076","4.8","72","4.8","230","600","0.37","0.086","0.011","7.9","0.9","27.7","2","1.6","8.4","28.9","0.53","0.34","0.8","0.04","5.5","0.004","2.3"
"North Western","NM3","2012-09-13","1","Bottom Water","0.8","0.088","4.1","62","4.1","2500","9000","0.29","0.059","0.015","7.9","0.6","28.9","2","1.6","9.3","28.3","0.44","0.38","0.73","0.05","5.9","0.004","2.1"
"North Western","NM3","2012-10-15","1","Surface Water","0.4","0.048","2.6","98","6.5","130","340","0.26","0.12","0.019","8","0.7","29.6","2","0.78","5.2","27.9","0.43","0.18","0.56","0.04","5.2","0.003","1.4"
"North Western","NM3","2012-10-15","1","Middle Water","0.4","0.049","1.9","98","6.5","470","1300","0.24","0.11","0.018","8.1","0.5","30.1","2","0.75","5.1","27.6","0.4","0.27","0.62","0.04","6.6","0.003","1.1"
"North Western","NM3","2012-10-15","1","Bottom Water","0.2","0.064","1.4","92","6.1","140","650","0.18","0.089","0.019","8","1","30.7","2","0.7","9.6","27.5","0.33","0.27","0.54","0.03","8.8","0.004","1.2"
"North Western","NM3","2012-11-08","1","Surface Water","0.4","0.067","0.9","89","6.2","330","480","0.29","0.19","0.036","7.7","<0.2","29.4","2","1.5","5.1","25.5","0.55","0.29","0.77","0.06","4.5","0.002","0.7"
"North Western","NM3","2012-11-08","1","Middle Water","0.3","0.044","0.9","83","5.7","2400","2800","0.18","0.15","0.029","7.8","<0.2","31.1","2","1.3","5.4","25.2","0.37","0.3","0.63","0.05","5","0.001","1.1"
"North Western","NM3","2012-11-08","1","Bottom Water","0.3","0.023","0.3","85","5.8","480","880","0.16","0.14","0.02","7.8","0.5","31.3","2","1.2","7.2","25.1","0.32","0.26","0.56","0.05","5.2","0.001","1.1"
"North Western","NM3","2012-12-05","1","Surface Water","0.4","0.086","1.2","86","6.3","1200","2600","0.26","0.085","0.03","7.6","<0.2","31.3","2","1.4","4.6","21.5","0.43","0.21","0.56","0.05","5.9","0.001","0.8"
"North Western","NM3","2012-12-05","1","Middle Water","0.4","0.092","1.2","88","6.4","1500","3500","0.25","0.081","0.031","7.6","<0.2","31.5","2","1.4","6.9","21.6","0.42","0.26","0.59","0.06","6.2","0.001","0.9"
"North Western","NM3","2012-12-05","1","Bottom Water","0.4","0.1","1.1","87","6.4","1600","3500","0.23","0.075","0.031","7.6","<0.2","31.6","2","1.4","7.3","21.6","0.41","0.24","0.55","0.05","8.5","0.001","1"
"North Western","NM5","2012-01-05","1","Surface Water","0.4","0.17","1.4","91","7.2","620","1100","0.26","0.02","0.034","7.7","<0.2","31.6","2.6","1.3","3","17.7","0.45","0.29","0.57","0.05","2.7","0.002","0.6"
"North Western","NM5","2012-01-05","1","Middle Water","0.3","0.16","1.8","91","7.2","890","1200","0.26","0.021","0.033","7.8","<0.2","31.5","2.6","1.2","4.1","17.7","0.44","0.35","0.63","0.04","3.3","0.002","0.8"
"North Western","NM5","2012-01-05","1","Bottom Water","<0.1","0.14","1.6","91","7.2","420","620","0.26","0.024","0.031","7.8","<0.2","31.5","2.6","1.3","4.2","17.6","0.42","0.3","0.58","0.05","4.8","0.002","0.7"
"North Western","NM5","2012-02-03","1","Surface Water","1","0.2","1","94","7.7","240","320","0.33","0.036","0.034","7.9","0.6","30.4","2.5","1.3","1.6","16.3","0.57","0.33","0.7","0.05","1.6","0.004","0.5"
"North Western","NM5","2012-02-03","1","Middle Water","0.9","0.15","1","94","7.6","1400","2200","0.25","0.024","0.031","7.9","0.3","31.2","2.5","1.2","1.7","16.5","0.42","0.3","0.57","0.05","1.9","0.003","<0.5"
"North Western","NM5","2012-02-03","1","Bottom Water","0.5","0.15","0.8","92","7.4","2600","5000","0.24","0.022","0.029","7.9","<0.2","31.2","2.5","1.1","2.6","16.3","0.41","0.25","0.51","0.04","2.4","0.003","0.5"
"North Western","NM5","2012-03-19","1","Surface Water","1.3","0.43","1.8","98","7.8","7","9","0.99","0.1","0.04","7.5","0.9","25","1.9","2.6","3.4","19.4","1.52","0.63","1.72","0.06","2.5","0.004","1.1"
"North Western","NM5","2012-03-19","1","Middle Water","0.9","0.29","1.1","93","7.4","400","690","0.53","0.066","0.035","7.5","0.6","28.4","1.9","1.8","3.4","18.2","0.89","0.44","1.04","0.05","2.5","0.003","0.8"
"North Western","NM5","2012-03-19","1","Bottom Water","1.3","0.26","1.1","87","7","1300","2200","0.45","0.052","0.035","7.5","0.9","29.5","1.9","1.7","5.4","17.6","0.76","0.42","0.92","0.06","6.1","0.002","1.2"
"North Western","NM5","2012-04-25","1","Surface Water","0.7","0.4","3.5","107","8.1","170","260","1.6","0.16","0.04","7.4","1.2","17.3","1.4","4.7","11","24.7","2.16","0.68","2.44","0.07","10.2","0.006","1.8"
"North Western","NM5","2012-04-25","1","Middle Water","<0.1","0.36","1","96","7.2","650","1600","1.1","0.11","0.039","7.5","<0.2","22.4","1.4","3.4","7","23.8","1.57","0.52","1.73","0.05","5.6","0.005","1"
"North Western","NM5","2012-04-25","1","Bottom Water","0.7","0.36","0.4","93","6.8","5000","12000","0.62","0.072","0.035","7.5","1.1","26.6","1.4","2.3","20","23.2","1.05","0.54","1.23","0.07","15.7","0.005","2.6"
"North Western","NM5","2012-05-21","1","Surface Water","0.6","0.22","1.4","83","5.9","550","1300","1","0.11","0.03","7.5","0.9","20.3","1.5","2.7","4.2","27.2","1.33","0.31","1.42","0.04","4.3","0.004","1.1"
"North Western","NM5","2012-05-21","1","Middle Water","0.4","0.19","0.7","79","5.6","1300","3500","0.86","0.089","0.028","7.5","1.2","23.4","1.5","2.1","4.5","26.8","1.14","0.34","1.29","0.04","4.6","0.003","0.9"
"North Western","NM5","2012-05-21","1","Bottom Water","0.1","0.24","0.5","72","5","5200","14000","0.49","0.063","0.025","7.5","1.1","26.5","1.5","1.5","8.1","26","0.79","0.31","0.86","0.04","6.2","0.004","1.3"
"North Western","NM5","2012-06-21","1","Surface Water","0.6","0.18","<0.2","101","6.9","30","81","0.96","0.11","0.039","7.6","3.5","19.8","1.8","4.4","5.1","29.2","1.25","0.33","1.4","0.05","5.8","0.004","1.1"
"North Western","NM5","2012-06-21","1","Middle Water","<0.1","0.16","0.5","89","6","570","1300","0.43","0.064","0.031","7.6","0.8","25.1","1.8","2.1","7.6","28.5","0.65","0.31","0.8","0.04","6.7","0.004","1"
"North Western","NM5","2012-06-21","1","Bottom Water","<0.1","0.16","0.2","87","5.8","530","1100","0.38","0.054","0.029","7.6","<0.2","26.4","1.8","1.9","9.4","28.4","0.59","0.31","0.74","0.04","8.2","0.004","1.3"
"North Western","NM5","2012-07-13","1","Surface Water","1.9","0.025","9.8","125","9.2","56","160","1.7","0.045","0.026","7.8","2.8","7.1","1.5","8.5","5.2","29.7","1.77","0.38","2.13","0.05","5.3","0.001","1.9"
"North Western","NM5","2012-07-13","1","Middle Water","0.7","0.044","8.5","49","3.4","8100","27000","1.4","0.047","0.026","7.3","2.6","24.4","1.5","6.7","7.9","27.2","1.49","0.37","1.82","0.05","7","0.001","1.3"
"North Western","NM5","2012-07-13","1","Bottom Water","1.4","0.062","0.9","34","2.3","26000","67000","0.33","0.031","0.03","7.3","1.5","29.8","1.5","2.1","10","25.5","0.42","0.29","0.65","0.04","7","0.001","1.5"
"North Western","NM5","2012-08-16","1","Surface Water","1.4","0.09","8.5","90","6.2","8","33","1.1","0.13","0.025","7.9","1.9","17.1","2","5.3","3.8","29.8","1.32","0.36","1.59","0.05","3.5","0.005","1.3"
"North Western","NM5","2012-08-16","1","Middle Water","0.7","0.084","7.9","59","4","500","1100","0.58","0.1","0.02","7.8","2.2","26.1","2","2.9","11","27.9","0.76","0.28","0.96","0.04","8.1","0.003","1.8"
"North Western","NM5","2012-08-16","1","Bottom Water","1","0.09","3.6","42","2.9","4600","9100","0.26","0.1","0.021","7.8","4.7","29.3","2","1.8","23","26.9","0.45","0.25","0.61","0.05","21.3","0.003","3"
"North Western","NM5","2012-09-13","1","Surface Water","1.5","0.045","5.4","129","8.8","250","460","0.94","0.23","0.015","8.2","0.7","18.9","2","3.1","5.9","30.3","1.22","0.43","1.6","0.07","3.6","0.004","2.3"
"North Western","NM5","2012-09-13","1","Middle Water","1","0.078","3.3","83","5.5","900","3000","0.46","0.11","0.017","7.9","<0.2","25.4","2","1.9","5.8","29.3","0.65","0.33","0.9","0.04","3.6","0.004","2.3"
"North Western","NM5","2012-09-13","1","Bottom Water","1","0.1","1.6","52","3.4","10000","30000","0.33","0.08","0.015","7.8","0.4","28","2","2","19","28.6","0.51","0.41","0.82","0.06","17.1","0.004","3.2"
"North Western","NM5","2012-10-15","1","Surface Water","0.5","0.058","2.4","90","6","1100","2900","0.39","0.15","0.024","8","1.1","27.7","1.8","1.2","8","27.8","0.6","0.32","0.86","0.05","6.8","0.003","1.4"
"North Western","NM5","2012-10-15","1","Middle Water","0.3","0.056","2.3","96","6.4","540","1400","0.3","0.13","0.02","8","0.9","29","1.8","0.91","7.7","27.6","0.49","0.26","0.69","0.04","7.8","0.003","1.2"
"North Western","NM5","2012-10-15","1","Bottom Water","0.6","0.062","1.5","95","6.3","1600","4400","0.23","0.11","0.019","8","1.5","30","1.8","0.79","13","27.8","0.4","0.29","0.63","0.04","9.5","0.004","1.3"
"North Western","NM5","2012-11-08","1","Surface Water","0.3","0.089","0.7","84","6","41","82","0.74","0.36","0.045","7.6","0.3","25.1","2","2.2","6.2","25.1","1.19","0.32","1.42","0.07","6.8","0.002","0.7"
"North Western","NM5","2012-11-08","1","Middle Water","0.3","0.14","0.7","81","5.7","240","350","0.39","0.2","0.051","7.7","0.3","29","2","1.9","8.9","24.9","0.73","0.36","0.95","0.07","10.8","0.003","1.2"
