"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM1","2012-11-15","1","Surface Water","3.3","1.2","6.1","74","5.6","840","1200","1.3","0.48","0.21","7.3","6.6","21.3","0.8","6.4","100","23.7","2.98","1.7","3.48","0.35","68.3","0.011","11"
"Deep Bay","DM1","2012-12-15","1","Surface Water","4.5","2.4","1.9","46","3.7","5600","7800","1.2","0.68","0.18","7","10","18.7","0.6","8.2","140","20.8","4.28","3.3","5.18","0.36","43.8","0.009","15"
"Deep Bay","DM2","2012-01-14","1","Surface Water","1.3","2.3","1","63","5.4","740","860","1","0.42","0.25","7.1","1.7","23.3","0.8","4.7","13","16.1","3.72","3","4.42","0.3","12.2","0.007","2.2"
"Deep Bay","DM2","2012-02-10","1","Surface Water","0.8","1.2","1.3","84","7.3","84","110","1.4","0.37","0.21","7.3","1.1","23.9","1.2","3","6.5","15.3","2.97","1.5","3.27","0.25","4.8","0.005","1"
"Deep Bay","DM2","2012-03-12","1","Surface Water","0.7","0.96","2.2","71","6","73","100","0.98","0.22","0.16","7.1","1.8","24.1","1","3.5","19","16.4","2.16","1.3","2.5","0.18","8.5","0.003","2.4"
"Deep Bay","DM2","2012-04-25","1","Surface Water","1.3","1.1","2.6","92","6.9","180","320","1.5","0.35","0.17","7.2","0.8","14.5","1","6.9","14","25.6","2.95","1.6","3.45","0.21","12.8","0.01","2.2"
"Deep Bay","DM2","2012-05-10","1","Surface Water","1.3","1.4","5.4","93","6.6","30","78","1.4","0.44","0.22","7.2","1.4","9.3","1","7.7","9.6","30.7","3.24","1.7","3.54","0.26","13","0.02","2.1"
"Deep Bay","DM2","2012-06-07","1","Surface Water","0.4","0.63","4","74","5.1","12","25","1.1","0.25","0.14","7.1","1.4","15.7","0.9","5.4","15","30.2","1.98","0.96","2.31","0.17","13.5","0.007","2.5"
"Deep Bay","DM2","2012-07-12","1","Surface Water","4.1","7","31","68","5","25000","33000","0.93","0.71","0.38","7.1","15","1.8","1","16","33","31.5","8.64","8.7","10.34","0.52","28.6","0.075","9.3"
"Deep Bay","DM2","2012-08-02","1","Surface Water","1.5","1.5","3.6","71","4.9","2900","8000","0.89","0.42","0.18","7.4","1.1","9.3","0.5","13","8.1","32","2.81","1.6","2.91","0.22","26.6","0.037","2.8"
"Deep Bay","DM2","2012-09-03","1","Surface Water","1.7","0.71","3.2","58","4","130","280","1.1","0.66","0.21","7.4","2.3","14.9","0.9","8.8","27","30.5","2.47","1.1","2.86","0.25","30.1","0.014","3.8"
"Deep Bay","DM2","2012-10-05","1","Surface Water","1.2","0.66","1.9","71","5","72","100","1.3","0.4","0.22","7.5","0.5","20.6","0.9","8","45","27.5","2.36","1.2","2.9","0.29","26.7","0.011","5.8"
"Deep Bay","DM2","2012-11-15","1","Surface Water","2.2","0.86","1.5","75","5.6","310","650","1.4","0.41","0.18","7.4","3","22.4","0.8","6.7","85","24","2.67","1.4","3.21","0.32","61.3","0.009","9.7"
"Deep Bay","DM2","2012-12-15","1","Surface Water","1.4","1.4","5.5","69","5.5","1300","1700","0.99","0.39","0.15","7.3","2.5","22.7","0.6","5.4","23","20.6","2.78","1.7","3.08","0.2","20.3","0.01","2.8"
"Deep Bay","DM3","2012-01-14","1","Surface Water","0.8","0.81","2.6","83","6.9","21","23","0.63","0.16","0.13","7.3","0.2","28.1","1.1","2.5","5.3","16.2","1.6","1.1","1.89","0.16","3.6","0.004","1"
"Deep Bay","DM3","2012-02-10","1","Surface Water","0.4","0.34","2.3","91","7.6","12","14","0.68","0.097","0.084","7.4","1","28.1","1.5","1.9","3","15.9","1.12","0.53","1.31","0.11","2.7","0.002","1.2"
"Deep Bay","DM3","2012-03-12","1","Surface Water","0.4","0.57","1.8","80","6.6","50","77","0.91","0.11","0.069","7.2","1","24.8","1.5","2.5","12","17","1.59","0.81","1.83","0.09","6.6","0.002","1.8"
"Deep Bay","DM3","2012-04-25","1","Surface Water","1.2","0.71","2.3","98","7.4","80","140","2.1","0.31","0.089","7.2","1.6","13.6","0.9","6.3","8.1","25.1","3.12","1","3.41","0.11","7.3","0.007","1.8"
"Deep Bay","DM3","2012-05-10","1","Surface Water","1.4","0.18","9.1","104","7.5","54","260","2","0.29","0.053","7.4","2.6","10.1","1","5.4","5","29.3","2.47","0.54","2.83","0.09","5","0.003","1.4"
"Deep Bay","DM3","2012-06-07","1","Surface Water","0.5","0.29","3.8","96","6.7","18","61","1.2","0.26","0.058","7.4","0.5","15.3","0.9","4.9","6.9","29.3","1.75","0.53","1.99","0.08","6.3","0.006","1.4"
"Deep Bay","DM3","2012-07-12","1","Surface Water","1.8","1.1","11","93","6.6","38","77","1.2","0.54","0.28","7.3","3.9","6.5","1","12","17","31.6","2.84","1.6","3.34","0.32","18.5","0.019","3.5"
"Deep Bay","DM3","2012-08-02","1","Surface Water","1","0.27","3.6","78","5.4","32","130","1.5","0.17","0.069","7.6","1.1","14.3","1","8.1","3.8","30.3","1.94","0.4","2.07","0.08","13.8","0.008","1.1"
"Deep Bay","DM3","2012-09-03","1","Surface Water","0.9","0.1","0.4","53","3.6","23","72","1","0.34","0.082","7.5","4.5","20.2","1","5.3","14","29.8","1.44","0.44","1.78","0.12","20.2","0.002","2.2"
"Deep Bay","DM3","2012-10-05","1","Surface Water","0.3","0.22","1.7","86","5.9","2","5","0.87","0.25","0.12","7.7","<0.2","24.7","1.1","4.4","8.6","28","1.34","0.43","1.55","0.14","3.4","0.006","1.8"
"Deep Bay","DM3","2012-11-15","1","Surface Water","0.8","0.14","6.3","70","5","36","58","0.76","0.24","0.058","7.7","0.5","26.2","1","2.4","5","24.6","1.14","0.32","1.32","0.09","5.4","0.003","1"
"Deep Bay","DM3","2012-12-15","1","Surface Water","0.7","0.46","2.6","51","3.9","61","82","0.77","0.15","0.092","7.5","0.2","25.7","1","3.6","18","20.9","1.38","0.66","1.58","0.11","13.7","0.006","1.9"
"Deep Bay","DM4","2012-01-14","1","Surface Water","0.6","0.31","5.5","75","7.8","80","100","0.37","0.046","0.05","6.1","0.6","25.2","1.2","1.3","7.5","14.9","0.73","0.54","0.96","0.08","6","0.001","1.3"
"Deep Bay","DM4","2012-01-14","1","Bottom Water","0.8","0.3","4.9","92","7.4","90","170","0.36","0.042","0.047","7.6","0.9","30.5","1.2","1.3","16","16.9","0.7","0.5","0.9","0.08","8.9","0.003","2.5"
"Deep Bay","DM4","2012-02-10","1","Surface Water","0.3","0.27","1.2","90","7.3","140","150","0.44","0.043","0.042","7.5","<0.2","29.8","1.2","1.6","7.6","16.6","0.75","0.43","0.91","0.06","5.5","0.002","1.2"
"Deep Bay","DM4","2012-02-10","1","Bottom Water","0.2","0.26","1.3","90","7.3","90","110","0.44","0.043","0.042","7.5","<0.2","29.8","1.2","1.6","9.6","16.6","0.74","0.43","0.91","0.06","7.3","0.002","1.3"
"Deep Bay","DM4","2012-03-12","1","Surface Water","0.2","0.57","0.6","81","6.8","320","470","0.84","0.098","0.055","7.3","1","24.8","1.5","2.4","7.3","17","1.51","0.82","1.76","0.07","5","0.003","1"
"Deep Bay","DM4","2012-03-12","1","Bottom Water","0.3","0.48","0.6","81","6.7","540","720","0.73","0.08","0.052","7.3","0.4","26.1","1.5","2.3","12","17.2","1.29","0.71","1.52","0.07","7","0.002","1.6"
"Deep Bay","DM4","2012-04-25","1","Surface Water","1.3","0.57","3.9","105","8","130","240","2","0.25","0.052","7.4","1.4","14.5","1.2","5.8","5.2","25","2.82","0.85","3.1","0.07","6","0.007","1.2"
"Deep Bay","DM4","2012-04-25","1","Bottom Water","1","0.55","1.2","102","7.8","100","250","1.9","0.24","0.052","7.3","0.9","15.1","1.2","5.7","5.6","24.8","2.69","0.84","2.98","0.07","5.3","0.007","1.1"
"Deep Bay","DM4","2012-05-10","1","Surface Water","1.4","0.11","6.4","112","8.1","14","100","1.8","0.27","0.029","7.5","1.3","11.4","1","4.8","2.3","28.9","2.18","0.34","2.41","0.05","1.7","0.003","1.4"
"Deep Bay","DM4","2012-05-10","1","Bottom Water","1.1","0.12","5.5","108","7.9","72","190","1.7","0.26","0.032","7.5","0.5","13.8","1","4.6","2.7","27.7","2.08","0.4","2.36","0.05","2.7","0.003","1"
"Deep Bay","DM4","2012-06-07","1","Surface Water","0.3","0.26","1.5","90","6.3","46","96","1.2","0.25","0.045","7.4","0.5","15.3","1.1","4.6","5.9","29.6","1.71","0.46","1.91","0.06","4.3","0.005","1.5"
"Deep Bay","DM4","2012-06-07","1","Bottom Water","0.3","0.26","1.8","97","6.8","84","250","1.1","0.2","0.045","7.5","<0.2","16.6","1.1","4.4","6.2","28.9","1.56","0.47","1.77","0.06","4.9","0.006","1.2"
"Deep Bay","DM4","2012-07-12","1","Surface Water","0.5","0.074","8.7","121","8.6","<1","5","1.6","0.1","0.078","7.5","1.2","9","1.1","8.3","8.2","31","1.77","0.35","2.05","0.1","7.8","0.002","1.9"
"Deep Bay","DM4","2012-07-12","1","Bottom Water","0.2","0.15","4.6","114","8","2","8","1.6","0.12","0.1","7.4","1.8","9.3","1.1","8.8","20","30.9","1.87","0.52","2.24","0.13","8.6","0.003","2.8"
"Deep Bay","DM4","2012-08-02","1","Surface Water","0.6","0.25","1.9","69","4.8","5","37","1.5","0.16","0.063","7.6","0.7","15.9","1.5","8.1","1.7","29.9","1.91","0.36","2.02","0.07","11.8","0.008","1"
"Deep Bay","DM4","2012-08-02","1","Bottom Water","0.7","0.2","1.5","63","4.4","100","280","1.2","0.13","0.051","7.6","1.1","18.6","1.5","6.3","11","28.9","1.53","0.43","1.76","0.07","16.1","0.006","0.8"
"Deep Bay","DM4","2012-09-03","1","Surface Water","0.8","0.063","1.7","64","4.4","39","94","1.1","0.38","0.052","7.6","<0.2","20","1.4","4.9","5.6","29.9","1.54","0.24","1.72","0.07","13.6","0.002","1.1"
"Deep Bay","DM4","2012-09-03","1","Bottom Water","0.7","0.077","1.8","63","4.3","260","550","0.96","0.33","0.051","7.6","0.7","20.9","1.4","4.6","12","29.4","1.37","0.25","1.54","0.07","16.2","0.002","1.9"
"Deep Bay","DM4","2012-10-05","1","Surface Water","0.2","0.089","0.3","82","5.6","9","12","0.92","0.33","0.054","7.7","<0.2","24.1","1.1","3","7.5","28.3","1.34","0.28","1.53","0.06","2.4","0.003","1.2"
"Deep Bay","DM4","2012-10-05","1","Bottom Water","0.2","0.081","0.5","79","5.4","40","74","0.85","0.31","0.053","7.7","<0.2","25.3","1.1","2.9","12","27.8","1.24","0.31","1.47","0.07","6.6","0.002","1.8"
"Deep Bay","DM4","2012-11-15","1","Surface Water","0.5","0.14","1.3","80","5.7","72","130","0.77","0.27","0.049","7.6","<0.2","25.6","1.2","2.4","18","24.9","1.18","0.36","1.4","0.08","12.5","0.003","2.5"
"Deep Bay","DM4","2012-11-15","1","Bottom Water","0.5","0.13","1.4","80","5.7","260","350","0.61","0.21","0.049","7.6","1","26.3","1.2","2.2","46","24.8","0.95","0.28","1.1","0.09","16.6","0.003","5.2"
"Deep Bay","DM4","2012-12-15","1","Surface Water","0.5","0.41","1.3","83","6.4","110","140","0.82","0.12","0.019","7.6","0.3","23.5","1.5","4","18","21.2","1.35","0.67","1.61","0.07","12.6","0.005","2.4"
"Deep Bay","DM4","2012-12-15","1","Bottom Water","0.6","0.41","1.4","81","6.3","96","130","0.74","0.12","0.032","7.6","0.4","24.1","1.5","3.5","28","20.7","1.27","0.59","1.45","0.07","17.5","0.005","3.6"
"Deep Bay","DM5","2012-01-14","1","Surface Water","0.8","0.1","3.8","94","7.6","140","170","0.26","0.017","0.025","7.7","0.6","31.1","1","1.1","14","17.1","0.38","0.27","0.55","0.05","11.3","0.001","2.3"
"Deep Bay","DM5","2012-01-14","1","Middle Water","0.4","0.095","4.5","95","7.6","340","400","0.25","0.017","0.025","7.7","1.5","31.1","1","1","24","17","0.36","0.3","0.57","0.05","13.2","0.001","2.7"
"Deep Bay","DM5","2012-01-14","1","Bottom Water","0.8","0.097","3.4","94","7.6","260","300","0.27","0.018","0.011","7.7","2.5","31.1","1","1","28","17","0.39","0.29","0.58","0.06","20.3","0.001","3.3"
"Deep Bay","DM5","2012-02-10","1","Surface Water","0.2","0.22","1","90","7.3","400","520","0.38","0.035","0.037","7.5","<0.2","30.3","1.2","1.4","6.7","16.5","0.64","0.38","0.8","0.06","4.6","0.002","1.1"
"Deep Bay","DM5","2012-02-10","1","Middle Water","<0.1","0.22","0.9","90","7.3","430","560","0.37","0.034","0.036","7.5","<0.2","30.3","1.2","1.4","6.7","16.5","0.62","0.41","0.81","0.06","4.5","0.002","1.1"
"Deep Bay","DM5","2012-02-10","1","Bottom Water","<0.1","0.2","0.7","90","7.3","540","770","0.35","0.033","0.035","7.5","<0.2","30.7","1.2","1.3","6.6","16.5","0.58","0.39","0.77","0.05","4.9","0.002","0.9"
"Deep Bay","DM5","2012-03-12","1","Surface Water","0.3","0.37","0.8","86","7","230","410","0.6","0.062","0.044","7.4","0.4","27.7","1.6","2","4.9","17","1.03","0.6","1.26","0.06","4.2","0.002","0.8"
"Deep Bay","DM5","2012-03-12","1","Middle Water","0.3","0.34","0.9","86","7","370","500","0.55","0.055","0.042","7.4","0.4","28.2","1.6","1.8","6.3","17","0.95","0.55","1.16","0.06","4.2","0.002","0.9"
"Deep Bay","DM5","2012-03-12","1","Bottom Water","0.4","0.33","0.7","88","7.2","370","710","0.55","0.054","0.043","7.4","0.6","28.5","1.6","1.8","6.4","17","0.93","0.55","1.15","0.05","4.9","0.002","1"
"Deep Bay","DM5","2012-04-25","1","Surface Water","0.9","0.47","2.8","103","7.8","88","140","1.9","0.18","0.045","7.4","0.7","16.3","1.5","5.3","3.4","24.7","2.55","0.72","2.8","0.06","5.8","0.006","1"
"Deep Bay","DM5","2012-04-25","1","Middle Water","0.6","0.44","2","100","7.5","310","750","1.5","0.15","0.043","7.4","<0.2","18.5","1.5","4.5","4.6","24.4","2.09","0.63","2.28","0.06","5.1","0.005","0.8"
"Deep Bay","DM5","2012-04-25","1","Bottom Water","0.5","0.4","0.6","94","7","740","1500","1.3","0.13","0.042","7.4","<0.2","22.2","1.5","3.6","5.2","24","1.83","0.56","1.99","0.06","5.6","0.005","0.8"
"Deep Bay","DM5","2012-05-10","1","Surface Water","1.6","0.097","9.6","125","9","33","83","1.8","0.27","0.026","7.6","1.6","12.2","1.5","4.4","2.2","28.9","2.17","0.36","2.43","0.05","2.2","0.003","1.2"
"Deep Bay","DM5","2012-05-10","1","Middle Water","1.3","0.11","7","106","7.6","340","1200","1.5","0.24","0.025","7.6","1.5","19.1","1.5","3.5","1.8","27","1.85","0.35","2.09","0.05","1.1","0.002","0.9"
"Deep Bay","DM5","2012-05-10","1","Bottom Water","0.6","0.15","3.9","101","7.2","1100","2400","1.1","0.18","0.025","7.6","0.3","20.4","1.5","2.6","1.3","26.8","1.43","0.3","1.58","0.05","1.6","0.003","0.6"
"Deep Bay","DM5","2012-06-07","1","Surface Water","0.3","0.24","1.4","96","6.7","36","65","1.1","0.17","0.041","7.5","1.1","17.2","1.2","4.3","4","29","1.51","0.46","1.73","0.06","4.4","0.005","0.8"
"Deep Bay","DM5","2012-06-07","1","Middle Water","0.1","0.22","0.9","93","6.4","300","630","0.68","0.11","0.036","7.5","0.3","21.4","1.2","3.2","6.9","28.5","1.01","0.36","1.15","0.05","5.7","0.005","1.2"
"Deep Bay","DM5","2012-06-07","1","Bottom Water","<0.1","0.21","0.9","91","6.3","740","1000","0.64","0.098","0.035","7.5","0.9","22.4","1.2","3","17","28.4","0.95","0.41","1.15","0.05","6.9","0.004","2.3"
"Deep Bay","DM5","2012-07-12","1","Surface Water","1","0.046","4.9","109","8","28","89","1.9","0.047","0.036","7.5","1.5","5.7","1.5","8.9","7.5","30","1.99","0.36","2.31","0.06","7","0.001","1.9"
"Deep Bay","DM5","2012-07-12","1","Middle Water","0.5","0.065","4.7","109","7.9","240","570","1.6","0.062","0.04","7.5","1.6","8.1","1.5","7.5","6.2","29.6","1.73","0.3","1.96","0.05","7.1","0.001","1.3"
"Deep Bay","DM5","2012-07-12","1","Bottom Water","0.7","0.16","1","48","3.3","1800","2900","0.79","0.058","0.038","7.3","0.7","24.7","1.5","3.8","8.4","27.2","1.01","0.29","1.14","0.05","11.8","0.002","1.4"
"Deep Bay","DM5","2012-08-02","1","Surface Water","1","0.16","1.2","64","4.4","39","95","1.2","0.13","0.047","7.7","0.7","17.6","1.5","6.3","8.1","29.3","1.49","0.83","2.16","0.22","13.9","0.006","<0.5"
"Deep Bay","DM5","2012-08-02","1","Middle Water","0.7","0.17","1.4","72","5","76","100","1.2","0.12","0.045","7.7","0.8","20.1","1.5","6.5","13","28.6","1.49","0.64","1.96","0.23","13.4","0.006","6.4"
"Deep Bay","DM5","2012-08-02","1","Bottom Water","0.6","0.16","1.3","69","4.7","560","1300","1.1","0.12","0.045","7.8","1","22.7","1.5","5.9","15","28.1","1.38","0.76","1.98","0.22","22.2","0.005","7.2"
"Deep Bay","DM5","2012-09-03","1","Surface Water","0.9","0.069","1.5","62","4.2","250","570","0.93","0.32","0.046","7.6","<0.2","21.8","1.5","4.2","4.7","29.5","1.32","0.26","1.51","0.06","11.9","0.002","1.2"
"Deep Bay","DM5","2012-09-03","1","Middle Water","0.8","0.074","1.6","66","4.4","380","870","0.79","0.27","0.043","7.7","<0.2","23.4","1.5","3.4","4.4","29.1","1.13","0.32","1.38","0.07","12.4","0.002","1"
"Deep Bay","DM5","2012-09-03","1","Bottom Water","0.5","0.084","1.9","67","4.5","590","1300","0.77","0.25","0.041","7.7","0.2","23.9","1.5","3.6","9.4","29","1.1","0.25","1.27","0.06","15.3","0.003","1.8"
"Deep Bay","DM5","2012-10-05","1","Surface Water","0.4","0.076","0.6","82","5.5","200","300","0.65","0.25","0.046","7.8","<0.2","26.3","1.2","2.4","6.3","28","0.98","0.26","1.16","0.06","2.2","0.003","1.3"
"Deep Bay","DM5","2012-10-05","1","Middle Water","0.3","0.059","0.6","81","5.4","1500","2800","0.44","0.19","0.039","7.8","<0.2","28.2","1.2","2.2","8.8","28","0.69","0.27","0.9","0.05","2.8","0.002","1.4"
"Deep Bay","DM5","2012-10-05","1","Bottom Water","<0.1","0.061","0.4","81","5.4","1800","3600","0.39","0.17","0.037","7.8","0.8","29","1.2","2.1","13","28","0.62","0.23","0.79","0.05","6.5","0.002","2.4"
"Deep Bay","DM5","2012-11-15","1","Surface Water","0.5","0.12","1.7","68","4.8","160","250","0.53","0.2","0.043","7.7","<0.2","27.7","1.5","2.1","6.7","24.9","0.85","0.31","1.04","0.05","4.2","0.003","1.2"
"Deep Bay","DM5","2012-11-15","1","Middle Water","0.3","0.11","0.7","82","5.8","420","730","0.47","0.18","0.041","7.7","0.3","28.8","1.5","2","8.5","24.7","0.76","0.27","0.92","0.06","8.2","0.003","1.3"
"Deep Bay","DM5","2012-11-15","1","Bottom Water","0.1","0.09","1","84","5.9","1000","2000","0.35","0.15","0.036","7.7","0.3","29.6","1.5","1.7","14","24.8","0.59","0.26","0.76","0.08","19.1","0.002","1.8"
"Deep Bay","DM5","2012-12-15","1","Surface Water","0.6","0.33","2.5","85","6.4","97","180","0.57","0.1","0.025","7.6","<0.2","26.9","1.5","2.9","6.8","21.3","1","0.51","1.18","0.06","6.4","0.005","1.2"
"Deep Bay","DM5","2012-12-15","1","Middle Water","0.5","0.27","1","85","6.4","240","340","0.46","0.085","0.012","7.6","<0.2","28.2","1.5","2.4","8","20.9","0.82","0.48","1.03","0.06","57.5","0.004","1.2"
"Deep Bay","DM5","2012-12-15","1","Bottom Water","0.5","0.26","1.7","87","6.5","540","1200","0.42","0.081","0.034","7.7","<0.2","30.6","1.5","2.2","9.2","20.9","0.76","0.45","0.95","0.05","11.6","0.004","1"
"Eastern Buffer","EM1","2012-01-09","1","Surface Water","0.9","0.043","4.1","103","8.2","7","29","0.25","0.012","0.021","8","1.2","30.8","4.1","0.79","2","17.5","0.31","0.21","0.47","0.04","1.2","0.001","0.8"
"Eastern Buffer","EM1","2012-01-09","1","Middle Water","0.9","0.04","6.1","103","8.3","90","150","0.24","0.011","0.019","8","0.7","30.9","4.1","0.88","2.5","16.9","0.29","0.16","0.41","0.03","1.5","0.001","0.8"
"Eastern Buffer","EM1","2012-01-09","1","Bottom Water","0.7","0.033","4.3","101","8.2","50","79","0.24","0.01","0.018","8","<0.2","31","4.1","1","4.8","16.8","0.28","0.15","0.4","0.03","3.2","0.001","0.8"
"Eastern Buffer","EM1","2012-02-02","1","Surface Water","0.9","0.036","1.3","97","7.9","<1","<1","0.15","0.011","0.009","8.1","0.5","31.7","4","0.87","0.5","16.2","0.2","0.14","0.3","0.04","0.6","0.001","<0.5"
"Eastern Buffer","EM1","2012-02-02","1","Middle Water","1.1","0.037","1","104","8.4","<1","2","0.15","0.01","0.011","8.1","<0.2","31.7","4","0.89","0.8","16.1","0.2","0.14","0.3","0.03","0.6","0.001","0.6"
"Eastern Buffer","EM1","2012-02-02","1","Bottom Water","0.4","0.029","1.2","101","8.2","1","3","0.17","0.012","0.012","8","<0.2","31.8","4","0.95","1","16.2","0.21","0.11","0.29","0.03","1","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Surface Water","0.5","0.022","0.5","117","9.7","26","59","0.28","0.02","0.024","8","<0.2","31.1","4","1.3","1.2","15.4","0.32","0.11","0.41","0.04","1.6","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Middle Water","0.4","0.019","0.6","116","9.7","79","110","0.28","0.019","0.024","8","<0.2","31.1","4","1.3","1.6","14.8","0.32","0.1","0.4","0.04","1.5","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Bottom Water","0.3","0.012","0.7","115","9.6","16","32","0.28","0.017","0.024","8","<0.2","31.1","4","1.3","2.2","14.8","0.31","0.1","0.4","0.04","1.8","0.001","0.5"
"Eastern Buffer","EM1","2012-04-13","1","Surface Water","0.3","0.15","2.4","106","7.7","9","49","0.12","0.01","0.022","7.6","0.5","32.2","3","0.59","1.8","21.7","0.28","0.34","0.47","0.04","2","0.002","0.8"
"Eastern Buffer","EM1","2012-04-13","1","Middle Water","<0.1","0.13","2.2","108","7.8","60","150","0.088","0.008","0.011","7.6","0.3","32.6","3","0.54","2.2","21.5","0.23","0.24","0.34","0.03","2","0.002","0.7"
"Eastern Buffer","EM1","2012-04-13","1","Bottom Water","<0.1","0.054","1.3","112","8","29","64","0.029","0.006","0.007","7.7","0.3","33.6","3","0.37","3.2","21.9","0.09","0.16","0.2","<0.02","4.8","0.001","0.8"
"Eastern Buffer","EM1","2012-05-03","1","Surface Water","0.4","0.16","2.8","103","7.3","800","2800","0.31","0.032","0.02","7.6","<0.2","29.6","4","1.3","1.6","24.7","0.5","0.29","0.63","0.05","1","0.003","0.8"
"Eastern Buffer","EM1","2012-05-03","1","Middle Water","0.2","0.073","1.7","102","7.2","650","1900","0.083","0.016","0.009","7.6","<0.2","32.5","4","0.67","2.8","23.3","0.17","0.16","0.26","0.02","2.2","0.001","0.6"
"Eastern Buffer","EM1","2012-05-03","1","Bottom Water","0.2","0.054","0.6","103","7.3","45","85","0.043","0.016","0.006","7.6","<0.2","33","4","0.54","3.2","23.1","0.11","0.13","0.19","<0.02","2.6","0.001","0.6"
"Eastern Buffer","EM1","2012-06-04","1","Surface Water","0.2","0.09","1","104","6.9","100","390","0.042","0.006","0.011","7.7","<0.2","31.7","3","0.44","3","26.8","0.14","0.16","0.21","0.02","3.4","0.002","0.6"
"Eastern Buffer","EM1","2012-06-04","1","Middle Water","0.2","0.093","0.8","106","7.1","110","260","0.036","0.004","0.01","7.7","<0.2","31.8","3","0.43","3.4","26.7","0.13","0.15","0.19","<0.02","2.8","0.002","0.7"
"Eastern Buffer","EM1","2012-06-04","1","Bottom Water","<0.1","0.12","0.5","106","7.1","110","290","0.012","0.002","0.006","7.7","0.3","31.8","3","0.31","3.4","26.7","0.13","0.12","0.13","<0.02","2.9","0.003","0.9"
