"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM3","2018-07-04","1","Surface Water","0.8","<0.005","2.2","76","5.4","46","110","1.3","0.47","0.16","7.4","1.2","10","1.2","9.8","31","30.1","1.78","0.33","2.1","0.16","21.5","<0.001","6.6"
"Deep Bay","DM3","2018-08-01","1","Surface Water","0.7","0.008","2.3","67","4.6","7","18","0.93","0.39","0.083","7.3","2.1","14.7","1.5","7.1","18","31.5","1.33","0.19","1.51","0.14","12.4","<0.001","2.9"
"Deep Bay","DM3","2018-09-10","1","Surface Water","1","0.095","1.5","76","5.4","51","110","0.88","0.29","0.031","7.4","1.4","17.4","1.4","6.8","9.7","28.3","1.27","0.39","1.56","0.11","17.1","0.002","1.6"
"Deep Bay","DM3","2018-10-08","1","Surface Water","0.8","0.08","1.2","49","3.4","6","23","0.95","0.17","0.087","7.6","2.5","22.7","2","5","27","27.9","1.2","0.31","1.43","0.12","6.2","0.002","5.6"
"Deep Bay","DM3","2018-11-07","1","Surface Water","0.6","0.13","0.9","87","6.1","1","2","0.83","0.066","0.084","7.7","1.7","27.5","2","3","11","25.5","1.03","0.28","1.18","0.1","3.9","0.003","2.2"
"Deep Bay","DM3","2018-12-08","1","Surface Water","0.7","0.13","1.5","62","4.7","5","13","1.1","0.13","0.1","7","1.1","24.5","1","4.7","15","22.3","1.36","0.74","1.97","0.15","7.9","<0.001","2.2"
"Deep Bay","DM4","2018-01-03","1","Surface Water","0.9","0.26","2.2","58","4.5","34","46","0.64","0.051","0.035","7.8","0.7","28.5","1.6","2.3","5.4","19.3","0.95","0.38","1.07","0.05","3.6","0.004","1"
"Deep Bay","DM4","2018-01-03","1","Bottom Water","1.2","0.25","2.6","91","7.1","480","670","0.63","0.052","0.041","7.8","1.5","28.8","1.6","2.3","6.3","18.9","0.93","0.28","0.96","0.05","4.2","0.004","1"
"Deep Bay","DM4","2018-02-22","1","Surface Water","0.8","0.17","2.2","93","7.5","48","82","0.54","0.036","0.03","7.5","1.7","28.2","1.7","1.5","17","17.8","0.75","0.32","0.9","0.04","4.6","0.002","2.4"
"Deep Bay","DM4","2018-02-22","1","Bottom Water","0.8","0.17","1.9","94","7.5","30","48","0.56","0.035","0.021","7.5","1.8","28.2","1.7","1.6","16","17.8","0.77","0.48","1.08","0.03","4.1","0.002","2.2"
"Deep Bay","DM4","2018-03-01","1","Surface Water","6.3","0.12","26","122","9.5","23","50","0.59","0.032","0.018","7.8","6.7","27.8","1.5","1.7","6.1","19.6","0.74","0.36","0.98","0.1","3.3","0.002","2.8"
"Deep Bay","DM4","2018-03-01","1","Bottom Water","1.3","0.12","4.3","135","10.5","13","20","0.63","0.031","0.032","7.7","2.4","27.9","1.5","1.8","5.3","19.5","0.78","0.36","1.02","0.07","3.6","0.002","1.1"
"Deep Bay","DM4","2018-04-11","1","Surface Water","1.3","0.16","3.8","83","6.1","90","150","0.63","0.054","0.024","7.6","2.5","24.5","2","2.2","7.4","24.2","0.84","0.33","1.01","0.05","7.7","0.003","1.6"
"Deep Bay","DM4","2018-04-11","1","Bottom Water","1.1","0.16","2.1","89","6.5","210","350","0.54","0.046","0.018","7.6","1.8","25.5","2","2.2","9.6","23.7","0.75","0.32","0.91","0.05","5.6","0.003","1.5"
"Deep Bay","DM4","2018-05-09","1","Surface Water","0.9","0.17","2.2","98","7","360","980","1.3","0.096","0.032","7.6","1.7","19.4","3","1.6","7.5","27","1.57","0.4","1.8","0.05","2.7","0.004","1.7"
"Deep Bay","DM4","2018-05-09","1","Bottom Water","1.1","0.17","3.3","84","6","460","1000","0.84","0.069","0.025","7.5","3","21","3","1.2","14","27","1.08","0.42","1.33","0.05","4.2","0.003","4.3"
"Deep Bay","DM4","2018-06-15","1","Surface Water","1.1","0.19","1.7","58","4.1","59","200","0.78","0.43","0.078","7.1","0.7","16.3","1.4","4.2","12","28.9","1.4","0.38","1.59","0.08","4.5","0.002","3.3"
"Deep Bay","DM4","2018-06-15","1","Bottom Water","0.9","0.16","1.4","59","4.2","100","300","0.78","0.4","0.066","7.2","0.5","17.2","1.4","3.3","8","28.4","1.34","0.36","1.54","0.07","4.9","0.002","1"
"Deep Bay","DM4","2018-07-04","1","Surface Water","0.7","<0.005","1","83","5.9","39","150","1.5","0.2","0.079","7.5","0.5","10.2","1.3","7.5","7.2","29.8","1.71","0.29","1.99","0.07","5.4","<0.001","1.7"
"Deep Bay","DM4","2018-07-04","1","Bottom Water","0.7","<0.005","1.8","83","5.9","120","360","1.5","0.19","0.066","7.5","0.8","10.9","1.3","7.5","9.2","29.5","1.7","0.21","1.9","0.06","5.3","<0.001","2.1"
"Deep Bay","DM4","2018-08-01","1","Surface Water","0.8","0.006","2.6","72","4.9","6","21","0.93","0.34","0.048","7.4","1.5","14.7","1.5","6","11","31.1","1.28","0.15","1.42","0.09","8.9","<0.001","1.5"
"Deep Bay","DM4","2018-08-01","1","Bottom Water","0.7","<0.005","2.3","67","4.6","8","23","0.92","0.27","0.038","7.5","2.1","14.8","1.5","6.2","17","31.2","1.2","0.15","1.34","0.08","7","<0.001","3"
"Deep Bay","DM4","2018-09-10","1","Surface Water","0.7","0.1","0.9","72","5.1","180","380","0.96","0.18","0.049","7.4","0.5","20.6","1.4","5.8","9.6","27.5","1.24","0.36","1.5","0.08","8","0.002","2"
"Deep Bay","DM4","2018-09-10","1","Bottom Water","0.8","0.12","0.8","49","3.5","260","490","0.88","0.17","0.042","7.4","0.7","20.6","1.4","5.5","9.4","27.5","1.17","0.31","1.36","0.07","6.4","0.002","1.4"
"Deep Bay","DM4","2018-10-08","1","Surface Water","0.7","0.06","1.7","58","4","10","18","0.87","0.15","0.065","7.7","0.6","24.3","2","3.8","16","27.8","1.08","0.27","1.29","0.09","6","0.002","3.4"
"Deep Bay","DM4","2018-10-08","1","Bottom Water","0.5","0.068","0.9","65","4.5","30","78","0.83","0.14","0.059","7.7","1.5","24.4","2","4.1","26","27.7","1.04","0.29","1.26","0.09","11.1","0.002","5.6"
"Deep Bay","DM4","2018-11-07","1","Surface Water","0.6","0.072","0.9","80","5.6","2","5","0.51","0.053","0.046","7.8","1.7","28.7","2","2","14","25.6","0.64","0.2","0.76","0.07","5","0.002","2.9"
"Deep Bay","DM4","2018-11-07","1","Bottom Water","0.6","0.079","3.7","82","5.7","14","43","0.49","0.053","0.043","7.8","0.8","28.8","2","1.9","15","25.5","0.62","0.18","0.72","0.06","5.4","0.002","2.7"
"Deep Bay","DM4","2018-12-08","1","Surface Water","0.5","0.08","0.6","51","3.8","430","650","0.68","0.16","0.05","7.6","1.4","26.7","1","3.2","15","22.2","0.92","0.31","1.15","0.07","8.2","0.001","1.8"
"Deep Bay","DM4","2018-12-08","1","Bottom Water","0.6","0.087","1","71","5.2","220","370","0.59","0.16","0.05","7.6","0.8","26.8","1","2.8","19","22.9","0.84","0.28","1.03","0.07","9.5","0.001","2.4"
"Deep Bay","DM5","2018-01-03","1","Surface Water","1.2","0.21","1.6","83","6.5","440","640","0.47","0.044","0.034","7.8","1.2","30.1","1.8","1.9","5.2","18.9","0.72","0.23","0.74","0.04","4.1","0.004","0.6"
"Deep Bay","DM5","2018-01-03","1","Middle Water","1.1","0.2","1.1","91","7.1","850","2500","0.45","0.04","0.033","7.8","0.6","30.1","1.8","1.9","5.4","18.8","0.69","0.39","0.88","0.04","3.8","0.004","0.8"
"Deep Bay","DM5","2018-01-03","1","Bottom Water","0.7","0.18","1","90","7","1800","2500","0.45","0.037","0.034","7.8","0.7","30.4","1.8","1.9","5.9","18.8","0.67","0.31","0.8","0.04","3.9","0.003","0.8"
"Deep Bay","DM5","2018-02-22","1","Surface Water","1.3","0.17","3.2","98","7.9","760","1100","0.45","0.033","0.012","7.6","0.6","28.5","1.9","1.2","10","17.3","0.65","0.37","0.85","0.03","2.5","0.002","1.8"
"Deep Bay","DM5","2018-02-22","1","Middle Water","0.7","0.14","2.8","99","7.9","900","1900","0.39","0.027","0.01","7.6","0.8","29.2","1.9","1","6.4","17.4","0.56","0.39","0.81","0.03","1.4","0.001","1.3"
"Deep Bay","DM5","2018-02-22","1","Bottom Water","0.8","0.13","1.8","99","7.9","800","1900","0.35","0.026","0.019","7.6","1.8","30","1.9","1","8.7","17.5","0.51","0.35","0.73","0.03","3.2","0.001","2.2"
"Deep Bay","DM5","2018-03-01","1","Surface Water","6.4","0.14","27","122","9.6","110","160","0.44","0.03","0.008","7.7","6.1","28.8","1.5","1.3","5.2","18.8","0.61","0.7","1.17","0.08","2.8","0.002","3"
"Deep Bay","DM5","2018-03-01","1","Middle Water","1.9","0.12","7.3","117","9.2","270","460","0.41","0.028","0.007","7.7","1.6","29.2","1.5","1.2","4.3","18.5","0.56","0.34","0.78","0.04","3.5","0.002","1.3"
"Deep Bay","DM5","2018-03-01","1","Bottom Water","2","0.11","7.6","105","8.3","380","830","0.39","0.027","0.01","7.6","1.6","29.3","1.5","1.1","5.8","18.4","0.53","0.38","0.8","0.05","3.7","0.001","1.4"
"Deep Bay","DM5","2018-04-11","1","Surface Water","4.6","0.17","17","89","6.4","40","99","0.6","0.049","0.014","7.7","4.3","25.5","2.5","2","7.3","24.2","0.82","0.46","1.11","0.07","7.5","0.004","2.6"
"Deep Bay","DM5","2018-04-11","1","Middle Water","2.2","0.17","2.9","105","7.6","270","510","0.54","0.047","0.022","7.7","1.9","26.1","2.5","1.9","4.9","23.7","0.76","0.32","0.91","0.04","4.1","0.004","1.3"
"Deep Bay","DM5","2018-04-11","1","Bottom Water","0.9","0.17","1","93","6.8","1800","4000","0.33","0.035","0.011","7.6","1.5","29.1","2.5","1.6","8","22.8","0.54","0.3","0.67","0.03","3.4","0.003","1.2"
"Deep Bay","DM5","2018-05-09","1","Surface Water","0.9","0.16","3","85","6","610","2200","0.99","0.083","0.026","7.7","2.4","21","3","1.3","8.7","27","1.23","0.41","1.48","0.05","6.3","0.004","2"
"Deep Bay","DM5","2018-05-09","1","Middle Water","0.9","0.15","2.8","87","6.1","580","1300","0.93","0.078","0.026","7.7","1.4","22.2","3","1.3","9","26.8","1.16","0.39","1.4","0.04","2.7","0.004","4.8"
"Deep Bay","DM5","2018-05-09","1","Bottom Water","0.4","0.13","1.7","85","5.9","630","1800","0.69","0.055","0.013","7.6","0.5","26.3","3","1.3","16","26.1","0.88","0.33","1.08","0.03","6.7","0.003","3"
"Deep Bay","DM5","2018-06-15","1","Surface Water","0.8","0.14","1.3","66","4.5","490","1700","0.62","0.3","0.047","7.4","1.2","20.6","1.3","2.9","8.8","28.9","1.06","0.27","1.19","0.05","5.6","0.002","1.2"
"Deep Bay","DM5","2018-06-15","1","Middle Water","0.8","0.13","1.3","63","4.3","380","900","0.58","0.3","0.043","7.4","0.8","22.3","1.3","3","8.8","28.4","1.01","0.27","1.15","0.05","5.8","0.002","1.3"
"Deep Bay","DM5","2018-06-15","1","Bottom Water","0.7","0.12","1","63","4.3","320","710","0.55","0.25","0.039","7.4","0.4","22.8","1.3","2.4","11","28.2","0.92","0.25","1.05","0.04","5.8","0.002","1.4"
"Deep Bay","DM5","2018-07-04","1","Surface Water","0.7","<0.005","1.3","85","6","100","340","1.2","0.16","0.049","7.6","1","13.9","2","6.1","8.1","29.7","1.37","0.23","1.59","0.05","4.7","<0.001","1.8"
"Deep Bay","DM5","2018-07-04","1","Middle Water","0.4","0.032","<0.2","56","3.9","1500","3600","0.72","0.12","0.035","7.5","1.7","23.8","2","3.7","7.5","27.9","0.87","0.18","1.02","0.03","3.9","<0.001","2"
"Deep Bay","DM5","2018-07-04","1","Bottom Water","0.4","0.046","<0.2","50","3.5","2300","5500","0.6","0.1","0.033","7.5","0.7","25.6","2","3.1","14","27.4","0.75","0.28","0.98","0.03","3.8","<0.001","2.9"
"Deep Bay","DM5","2018-08-01","1","Surface Water","0.7","0.01","2.1","75","5.1","1","3","0.87","0.27","0.024","7.7","1.6","15.8","2","5.1","3.9","31","1.15","0.13","1.27","0.05","3.4","<0.001","0.7"
"Deep Bay","DM5","2018-08-01","1","Middle Water","0.5","0.041","2.5","81","5.4","53","90","0.65","0.15","0.032","7.7","2.3","19.5","2","2.3","6","30.4","0.84","0.16","0.96","0.04","3.7","0.001","1.4"
"Deep Bay","DM5","2018-08-01","1","Bottom Water","0.4","0.048","2.6","69","4.6","69","160","0.64","0.14","0.018","7.7","2.5","22.9","2","3.6","11","30","0.83","0.15","0.93","0.04","4.5","0.001","2"
"Deep Bay","DM5","2018-09-10","1","Surface Water","0.8","0.059","0.8","81","5.7","130","270","0.79","0.13","0.031","7.6","0.3","22.7","1.5","4.6","6.4","27.5","0.98","0.28","1.2","0.06","9.7","0.001","1.3"
"Deep Bay","DM5","2018-09-10","1","Middle Water","0.9","0.052","1.1","54","3.8","140","330","0.74","0.12","0.03","7.6","0.3","23.4","1.5","4.6","6.6","27.1","0.91","0.2","1.06","0.05","4.2","0.001","1.5"
"Deep Bay","DM5","2018-09-10","1","Bottom Water","0.8","0.046","1","56","3.9","100","280","0.63","0.11","0.029","7.6","0.3","24","1.5","3.6","7.1","26.9","0.79","0.21","0.95","0.04","4.6","0.001","1.2"
"Deep Bay","DM5","2018-10-08","1","Surface Water","0.8","0.068","1.3","63","4.2","42","190","0.75","0.13","0.052","7.8","0.9","25.6","2","3.7","12","28.3","0.95","0.3","1.18","0.06","3.5","0.003","3.1"
"Deep Bay","DM5","2018-10-08","1","Middle Water","0.6","0.063","0.9","75","5.1","690","1300","0.56","0.11","0.036","7.8","0.8","27.2","2","2.7","16","27.7","0.73","0.27","0.94","0.05","6.4","0.002","5.2"
"Deep Bay","DM5","2018-10-08","1","Bottom Water","0.5","0.05","0.9","77","5.2","1000","3100","0.49","0.1","0.031","7.9","0.4","28.2","2","2.4","14","27.4","0.64","0.24","0.83","0.04","6.1","0.002","2.2"
"Deep Bay","DM5","2018-11-07","1","Surface Water","1","0.065","5.7","92","6.4","110","260","0.31","0.05","0.015","7.9","0.8","29.7","3","1.2","12","25.5","0.43","0.2","0.56","0.04","3.2","0.003","3"
"Deep Bay","DM5","2018-11-07","1","Middle Water","1","0.059","8","94","6.5","73","190","0.29","0.048","0.015","7.9","1.1","29.6","3","1.1","9","25.5","0.4","0.21","0.55","0.03","3.3","0.002","2.6"
"Deep Bay","DM5","2018-11-07","1","Bottom Water","0.9","0.052","7.3","104","7.2","160","310","0.25","0.042","0.011","8","1.6","30.3","3","0.95","15","25.3","0.34","0.21","0.5","0.03","3.9","0.002","3.7"
"Deep Bay","DM5","2018-12-08","1","Surface Water","0.6","0.059","1.1","62","4.5","460","870","0.41","0.14","0.031","7.7","0.3","29.1","2","2.1","10","22.9","0.61","0.31","0.86","0.05","5.9","0.001","1.6"
"Deep Bay","DM5","2018-12-08","1","Middle Water","0.5","0.063","1","83","6","530","1000","0.35","0.12","0.029","7.7","0.4","29.9","2","2.1","12","23.2","0.53","0.33","0.8","0.05","5.9","0.001","1.4"
"Deep Bay","DM5","2018-12-08","1","Bottom Water","0.5","0.065","1.3","84","6","320","650","0.34","0.12","0.029","7.7","0.2","30.2","2","2","11","23.2","0.53","0.24","0.7","0.05","6.2","0.001","1.6"
"Eastern Buffer","EM1","2018-01-12","1","Surface Water","<0.1","0.018","0.7","82","6.6","2","6","0.18","0.017","0.022","8.1","0.5","32","3","1.4","7.1","16","0.22","<0.05","0.25","0.03","7","<0.001","1"
"Eastern Buffer","EM1","2018-01-12","1","Middle Water","<0.1","0.014","0.6","81","6.5","3","3","0.16","0.016","0.02","8.1","0.2","32.2","3","1.3","6.1","16.6","0.19","<0.05","0.23","0.02","5.9","<0.001","1.2"
"Eastern Buffer","EM1","2018-01-12","1","Bottom Water","<0.1","0.012","0.3","95","7.6","12","22","0.16","0.017","0.02","8.1","<0.2","32.3","3","1.2","7.6","16.7","0.19","<0.05","0.23","0.02","6.3","<0.001","1.2"
"Eastern Buffer","EM1","2018-02-07","1","Surface Water","0.6","0.042","2.7","93","7.6","12","14","0.063","0.009","0.007","7.7","0.6","32.6","3.5","0.55","1.3","15.1","0.11","0.49","0.56","<0.02","1.5","<0.001","0.6"
"Eastern Buffer","EM1","2018-02-07","1","Middle Water","0.5","0.038","2","95","7.9","19","23","0.05","0.011","0.005","7.7","1.2","32.6","3.5","0.56","3.1","15","0.1","0.75","0.81","0.02","0.7","<0.001","<0.5"
"Eastern Buffer","EM1","2018-02-07","1","Bottom Water","0.5","0.033","1.7","96","7.9","2","5","0.055","0.011","0.011","7.7","0.5","32.7","3.5","0.6","2.8","15","0.1","0.28","0.35","0.02","1.1","<0.001","<0.5"
"Eastern Buffer","EM1","2018-03-14","1","Surface Water","0.5","0.062","2.6","88","6.8","16","25","0.098","0.016","0.017","8.2","1.4","32.2","4","0.61","8.7","17.9","0.18","0.37","0.48","0.03","6.1","0.003","1.3"
"Eastern Buffer","EM1","2018-03-14","1","Middle Water","0.5","0.048","2.6","103","8.1","47","85","0.077","0.014","0.01","8.3","1.7","32.2","4","0.59","6.5","17.8","0.14","0.26","0.35","0.02","4.7","0.002","1.1"
"Eastern Buffer","EM1","2018-03-14","1","Bottom Water","0.4","0.038","1.7","104","8.1","50","64","0.053","0.011","0.008","8.3","0.7","32.3","4","0.57","6.4","17.6","0.1","0.19","0.25","<0.02","4.4","0.002","1.2"
"Eastern Buffer","EM1","2018-04-16","1","Surface Water","0.6","0.061","1.6","87","6.2","69","130","0.013","0.003","0.007","8.1","1.2","33.7","4","0.23","2.4","22.6","0.08","0.71","0.73","0.02","1.6","0.003","0.7"
"Eastern Buffer","EM1","2018-04-16","1","Middle Water","0.5","0.038","1.9","91","6.5","45","79","<0.002","0.009","0.002","8.1","0.4","33.9","4","0.22","3","22.7","0.05","0.53","0.54","<0.02","1.7","0.002","0.7"
"Eastern Buffer","EM1","2018-04-16","1","Bottom Water","0.3","0.038","1.6","80","5.6","16","34","<0.002","<0.002","0.002","8.1","1.5","33.9","4","0.22","4.2","22.7","0.04","0.47","0.47","<0.02","2.4","0.002","0.8"
"Eastern Buffer","EM1","2018-05-07","1","Surface Water","1.4","0.02","13","102","7","80","260","0.014","<0.002","0.007","8.2","2.1","33.4","3.5","<0.05","3.1","24.9","0.04","0.49","0.51","0.02","2.1","0.001","1.2"
"Eastern Buffer","EM1","2018-05-07","1","Middle Water","0.9","0.019","11","104","7.1","38","110","<0.002","<0.002","0.007","8.2","2.8","33.5","3.5","0.11","2.9","24.7","0.02","0.14","0.14","<0.02","1.3","0.001","1"
"Eastern Buffer","EM1","2018-05-07","1","Bottom Water","0.7","0.026","7.4","100","6.9","21","41","<0.002","<0.002","0.007","8.2","2.1","33.7","3.5","<0.05","2.9","24.5","0.03","0.21","0.21","<0.02","1.5","0.002","0.8"
"Eastern Buffer","EM1","2018-06-07","1","Surface Water","0.6","0.15","1.6","68","4.6","1800","4200","0.13","0.02","0.026","8","<0.2","30.5","3","0.62","7.1","27.3","0.3","0.42","0.57","0.03","1.7","0.007","1.8"
"Eastern Buffer","EM1","2018-06-07","1","Middle Water","0.4","0.1","0.9","71","4.7","160","380","0.094","0.015","0.019","8","0.3","31.5","3","0.51","6.9","27.3","0.21","0.26","0.37","0.02","2.2","0.005","1.7"
"Eastern Buffer","EM1","2018-06-07","1","Bottom Water","0.5","0.1","0.7","74","4.9","140","490","0.085","0.017","0.016","8","0.3","31.7","3","0.5","8.4","27.3","0.2","0.24","0.34","<0.02","2.8","0.005","1.9"
