"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM16","2018-01-17","1","Middle Water","0.1","0.006","2.4","100","8.1","<1","<1","0.14","0.011","0.017","8.1","0.7","32.3","3","1.2","2.4","16.4","0.16","0.62","0.77","0.02","5.1","<0.001","0.7"
"Mirs Bay","MM16","2018-01-17","1","Bottom Water","<0.1","0.009","1.3","96","7.7","<1","<1","0.15","0.01","0.02","8.1","1.2","32.4","3","1.3","14","16.4","0.17","0.1","0.26","0.03","14.2","<0.001","1.8"
"Mirs Bay","MM16","2018-02-09","1","Surface Water","0.7","0.014","1.2","95","7.9","<1","<1","0.063","0.015","0.011","7.7","0.7","32.8","3","0.57","4.3","14.9","0.09","0.44","0.52","0.02","5.2","<0.001","0.8"
"Mirs Bay","MM16","2018-02-09","1","Middle Water","0.6","0.014","0.9","95","7.9","<1","<1","0.035","0.016","0.005","7.7","0.6","32.8","3","0.59","5.4","14.9","0.07","0.38","0.43","0.02","3.4","<0.001","0.8"
"Mirs Bay","MM16","2018-02-09","1","Bottom Water","0.5","0.012","1.1","96","7.9","<1","<1","0.048","0.019","0.004","7.7","<0.2","32.9","3","0.57","5.8","15.1","0.08","0.39","0.46","<0.02","3.3","<0.001","0.9"
"Mirs Bay","MM16","2018-03-02","1","Surface Water","0.4","0.017","1.4","102","8","<1","<1","0.065","0.011","0.004","7.6","1","32.2","4.5","0.93","1.2","17.6","0.09","0.26","0.34","<0.02","2.1","<0.001","<0.5"
"Mirs Bay","MM16","2018-03-02","1","Middle Water","0.4","0.016","2.9","107","8.5","<1","<1","0.028","0.007","0.003","7.7","0.3","32.4","4.5","0.47","1.5","16.6","0.05","0.47","0.51","<0.02","0.2","<0.001","0.5"
"Mirs Bay","MM16","2018-03-02","1","Bottom Water","0.5","0.043","1.8","99","8","<1","<1","0.044","0.006","0.005","7.6","0.9","32.5","4.5","0.53","5.2","16.3","0.09","0.85","0.9","0.02","3.7","<0.001","0.9"
"Mirs Bay","MM16","2018-04-13","1","Surface Water","0.3","0.012","0.7","93","6.5","<1","<1","<0.002","<0.002","<0.002","8.1","0.3","33.3","6","0.34","1","23.5","0.02","0.69","0.69","<0.02","0.5","<0.001","0.8"
"Mirs Bay","MM16","2018-04-13","1","Middle Water","0.4","0.027","1.3","97","7","<1","1","<0.002","<0.002","<0.002","8.1","1.2","33.7","6","0.32","1.8","22","0.03","0.17","0.17","<0.02","0.6","0.001","0.8"
"Mirs Bay","MM16","2018-04-13","1","Bottom Water","0.2","0.041","1.3","87","6.2","<1","<1","<0.002","<0.002","0.002","8.1","1","34.3","6","0.43","8.1","22.5","0.05","0.79","0.79","<0.02","4.2","0.002","1.6"
"Mirs Bay","MM16","2018-05-14","1","Surface Water","0.5","0.006","0.8","93","6.2","<1","<1","<0.002","<0.002","<0.002","7.8","0.3","33.5","4","0.27","8.3","26.6","0.01","0.16","0.16","<0.02","2.1","<0.001","1.7"
"Mirs Bay","MM16","2018-05-14","1","Middle Water","0.5","<0.005","0.9","100","6.8","<1","<1","<0.002","<0.002","<0.002","7.8","0.3","33.9","4","0.26","8.8","24.9","<0.01","0.11","0.11","0.03","0.2","<0.001","1.8"
"Mirs Bay","MM16","2018-05-14","1","Bottom Water","0.4","0.013","1.4","90","6.2","<1","<1","<0.002","<0.002","<0.002","7.8","1.2","34.1","4","0.37","10","24.3","0.02","0.09","0.09","0.02","1.5","<0.001","2"
"Mirs Bay","MM16","2018-06-11","1","Surface Water","0.5","0.017","0.5","96","6.2","<1","2","0.025","<0.002","<0.002","8.1","0.6","31.6","5","0.2","6.9","29.4","0.04","0.47","0.5","<0.02","0.8","0.001","1.3"
"Mirs Bay","MM16","2018-06-11","1","Middle Water","0.7","0.022","0.8","96","6.2","<1","1","0.027","<0.002","<0.002","8.1","0.5","31.7","5","0.19","5.3","28.8","0.05","0.62","0.65","<0.02","0.7","0.002","1.2"
"Mirs Bay","MM16","2018-06-11","1","Bottom Water","0.4","0.063","0.8","83","5.4","<1","<1","0.021","0.006","0.01","8.1","0.2","32.5","5","0.65","5.3","28.2","0.09","0.54","0.57","<0.02","1.1","0.004","1.4"
"Mirs Bay","MM16","2018-07-23","1","Surface Water","0.8","<0.005","1.1","104","6.6","<1","<1","<0.002","<0.002","<0.002","8.2","0.6","30.8","4","0.2","7.7","29.9","<0.01","0.76","0.76","<0.02","0.1","<0.001","1.7"
"Mirs Bay","MM16","2018-07-23","1","Middle Water","0.6","0.018","1","96","6.2","<1","<1","<0.002","<0.002","<0.002","8.1","0.6","31.9","4","0.39","5.8","29","0.02","0.63","0.63","<0.02","0.1","0.001","2.3"
"Mirs Bay","MM16","2018-07-23","1","Bottom Water","0.4","0.034","1","89","5.7","<1","<1","0.003","0.002","0.008","8.1","<0.2","32.8","4","0.48","13","28.9","0.04","1.1","1.11","<0.02","4.2","0.002","2.2"
"Mirs Bay","MM16","2018-08-16","1","Surface Water","0.3","0.02","0.4","91","5.8","<1","<1","0.007","<0.002","0.007","8.2","<0.2","31.2","3","0.1","1.3","29.1","0.03","0.09","0.1","<0.02","0.8","0.002","<0.5"
"Mirs Bay","MM16","2018-08-16","1","Middle Water","0.1","0.019","0.5","92","6","<1","<1","0.006","<0.002","0.007","8.2","0.2","31.2","3","0.12","0.8","29.1","0.03","0.08","0.09","<0.02","0.1","0.002","<0.5"
"Mirs Bay","MM16","2018-08-16","1","Bottom Water","0.2","0.04","1","30","2","<1","<1","0.044","0.015","0.02","7.9","0.5","33.1","3","1.2","16","26","0.1","0.14","0.2","0.03","5.4","0.001","2.6"
"Mirs Bay","MM16","2018-09-21","1","Surface Water","1.2","<0.005","2","105","6.9","<1","<1","<0.002","<0.002","0.004","8.5","1.2","29.1","5","0.26","1.6","29.4","<0.01","0.46","0.46","0.02","0.7","<0.001","0.9"
"Mirs Bay","MM16","2018-09-21","1","Middle Water","0.7","0.016","3.4","94","6.2","<1","<1","0.01","0.007","0.011","8.3","3.1","31.8","5","0.71","7.4","27.5","0.03","0.27","0.29","0.02","1.4","0.002","1.8"
"Mirs Bay","MM16","2018-09-21","1","Bottom Water","0.2","<0.005","1.2","89","5.9","<1","<1","0.026","0.018","0.01","8.3","0.7","33.4","5","0.5","9.4","26.2","0.05","0.1","0.14","<0.02","5.2","<0.001","1.3"
"Mirs Bay","MM16","2018-10-10","1","Surface Water","0.3","0.008","0.6","108","7.2","<1","<1","<0.002","<0.002","0.007","8.2","0.3","32.2","6","0.6","0.8","27.2","0.01","0.07","0.07","<0.02","0.5","<0.001","0.6"
"Mirs Bay","MM16","2018-10-10","1","Middle Water","<0.1","0.015","0.7","102","6.7","<1","<1","<0.002","<0.002","0.008","8.2","0.5","32.6","6","0.52","0.8","27.3","0.02","0.21","0.21","<0.02","0.1","0.001","<0.5"
"Mirs Bay","MM16","2018-10-10","1","Bottom Water","<0.1","0.041","0.6","99","6.5","<1","<1","<0.002","<0.002","0.011","8.2","<0.2","33.1","6","0.56","1","27.2","0.05","0.17","0.17","<0.02","0.2","0.003","<0.5"
"Mirs Bay","MM16","2018-11-19","1","Surface Water","0.2","<0.005","0.5","78","5.4","<1","<1","0.006","0.021","0.012","7.8","1.3","33","3","0.54","7.4","24.2","0.03","0.83","0.86","<0.02","2.6","<0.001","1.2"
"Mirs Bay","MM16","2018-11-19","1","Middle Water","0.2","<0.005","0.3","92","6.4","<1","<1","0.005","0.022","0.011","7.8","0.9","33","3","0.55","8.2","24.3","0.03","0.66","0.69","<0.02","1.3","<0.001","1.4"
"Mirs Bay","MM16","2018-11-19","1","Bottom Water","0.2","<0.005","0.2","93","6.5","<1","<1","0.008","0.023","0.012","7.8","1.3","33.1","3","0.6","7","24","0.04","0.2","0.23","<0.02","3.7","<0.001","1.1"
"Mirs Bay","MM16","2018-12-17","1","Surface Water","0.3","<0.005","1.8","79","5.8","<1","<1","0.004","0.009","0.008","8.1","0.4","33.4","2","0.55","11","20.7","0.02","0.11","0.12","<0.02","2.3","<0.001","2.1"
"Mirs Bay","MM16","2018-12-17","1","Middle Water","0.2","<0.005","1.8","78","5.8","<1","<1","0.012","0.013","0.009","8.1","1.4","33.4","2","0.5","17","20.6","0.03","0.12","0.15","0.02","2.3","<0.001","2.9"
"Mirs Bay","MM16","2018-12-17","1","Bottom Water","0.4","<0.005","1.7","77","5.7","<1","<1","0.011","0.013","0.009","8.1","1","33.4","2","0.52","15","20.6","0.03","0.16","0.18","<0.02","2.4","<0.001","2.5"
"Mirs Bay","MM17","2018-01-22","1","Surface Water","0.7","0.015","1.9","115","9.1","<1","<1","0.026","0.002","0.005","8","0.2","32.5","5","0.86","1","17.7","0.04","0.22","0.25","<0.02","0.4","<0.001","0.8"
"Mirs Bay","MM17","2018-01-22","1","Middle Water","1.1","0.026","1.8","107","8.5","<1","<1","0.066","0.006","0.011","8","1.1","32.5","5","1.1","1.8","17","0.1","0.25","0.32","<0.02","0.1","<0.001","0.8"
"Mirs Bay","MM17","2018-01-22","1","Bottom Water","0.6","0.023","1.4","100","8","<1","<1","0.074","0.006","0.013","7.9","0.9","32.5","5","1.2","2.9","16.9","0.1","0.28","0.36","<0.02","1.7","<0.001","0.8"
"Mirs Bay","MM17","2018-02-08","1","Surface Water","0.8","0.029","2.1","98","8.2","<1","<1","0.042","0.007","0.008","7.7","0.8","32.6","3","0.44","2.2","14.2","0.08","0.52","0.57","0.03","1","<0.001","0.8"
"Mirs Bay","MM17","2018-02-08","1","Middle Water","0.9","0.029","2","97","8.2","<1","<1","0.043","0.006","0.007","7.7","1.4","32.6","3","0.46","2.5","14.1","0.08","0.57","0.62","<0.02","1","<0.001","0.8"
"Mirs Bay","MM17","2018-02-08","1","Bottom Water","0.7","0.033","1.8","97","8.1","<1","<1","0.046","0.007","0.007","7.7","1.7","32.6","3","0.52","2.8","14.1","0.09","0.59","0.64","<0.02","1.2","<0.001","0.8"
"Mirs Bay","MM17","2018-03-07","1","Surface Water","0.9","0.036","4.8","120","9.3","<1","<1","<0.002","<0.002","0.003","7.7","1.6","32.5","4.2","0.38","0.7","18.4","0.04","0.46","0.46","<0.02","0.4","<0.001","<0.5"
"Mirs Bay","MM17","2018-03-07","1","Middle Water","0.5","0.022","2.4","115","9","<1","<1","<0.002","<0.002","<0.002","7.7","1.6","32.4","4.2","0.2","6.7","17.9","0.03","0.54","0.54","<0.02","0.1","<0.001","1.7"
"Mirs Bay","MM17","2018-03-07","1","Bottom Water","<0.1","0.028","1.7","109","8.6","<1","<1","0.005","<0.002","0.002","7.7","1.1","32.5","4.2","0.22","0.9","17.3","0.04","0.26","0.27","<0.02","0.1","<0.001","0.7"
"Mirs Bay","MM17","2018-04-09","1","Surface Water","0.9","0.027","1.6","86","6.3","<1","<1","<0.002","<0.002","0.003","7.7","0.6","32.6","5","0.92","6.8","21.4","0.03","0.65","0.65","<0.02","0.1","<0.001","2.1"
"Mirs Bay","MM17","2018-04-09","1","Middle Water","0.6","0.033","0.3","82","6","<1","<1","<0.002","<0.002","0.007","7.7","0.2","32.8","5","0.89","6.1","21","0.04","0.61","0.61","<0.02","0.1","<0.001","1.4"
"Mirs Bay","MM17","2018-04-09","1","Bottom Water","0.5","0.022","0.4","89","6.5","<1","<1","<0.002","<0.002","0.005","7.7","<0.2","33.3","5","0.53","7.1","21.1","0.03","0.94","0.94","<0.02","0.1","<0.001","2"
"Mirs Bay","MM17","2018-05-11","1","Surface Water","0.4","0.025","1.2","89","6.1","<1","1","<0.002","0.002","0.003","7.8","0.7","33.3","4","0.27","6.1","24.8","0.03","0.11","0.11","<0.02","0.4","<0.001","1.9"
"Mirs Bay","MM17","2018-05-11","1","Middle Water","0.4","0.021","1","90","6.2","<1","3","<0.002","<0.002","0.002","7.8","0.5","33.4","4","0.29","6.4","24.7","0.03","0.26","0.26","<0.02","0.3","<0.001","1.6"
"Mirs Bay","MM17","2018-05-11","1","Bottom Water","0.2","0.026","0.8","88","6.1","<1","6","<0.002","<0.002","0.003","7.8","0.8","33.5","4","0.32","7.3","24.6","0.03","0.12","0.12","<0.02","1.6","<0.001","1.7"
"Mirs Bay","MM17","2018-06-20","1","Surface Water","1.3","0.02","1.8","101","6.5","<1","1","<0.002","<0.002","0.003","7.7","<0.2","30","3","0.77","2","29.7","0.02","0.88","0.88","<0.02","2.4","<0.001","1.4"
"Mirs Bay","MM17","2018-06-20","1","Middle Water","0.8","0.018","2","99","6.4","<1","1","<0.002","<0.002","0.003","7.7","0.5","31","3","0.65","1.6","28.8","0.02","0.31","0.31","<0.02","0.4","<0.001","1"
"Mirs Bay","MM17","2018-06-20","1","Bottom Water","1","0.034","0.8","76","4.9","<1","<1","0.017","0.004","0.004","7.6","0.8","31.4","3","0.69","7.2","28.4","0.06","0.27","0.29","<0.02","1.2","<0.001","1.7"
"Mirs Bay","MM17","2018-07-20","1","Surface Water","0.6","0.018","0.9","85","5.6","<1","<1","<0.002","<0.002","0.005","7.9","0.3","30.9","2.5","0.25","6.9","28.7","0.02","0.14","0.14","<0.02","2.5","<0.001","1.3"
"Mirs Bay","MM17","2018-07-20","1","Middle Water","0.7","0.026","1.1","90","5.9","<1","<1","<0.002","<0.002","0.004","7.8","<0.2","31.1","2.5","0.33","5.2","28.5","0.03","0.11","0.11","<0.02","2.5","0.001","1.4"
"Mirs Bay","MM17","2018-07-20","1","Bottom Water","0.6","0.031","0.8","87","5.7","<1","1","<0.002","<0.002","<0.002","7.8","<0.2","31.3","2.5","0.33","5.5","28.4","0.04","0.8","0.8","<0.02","2.5","0.001","1.3"
"Mirs Bay","MM17","2018-08-10","1","Surface Water","1.6","0.041","2.8","83","5.3","<1","<1","<0.002","<0.002","0.005","8","1.3","31.5","3.5","<0.05","7.6","29.8","0.05","0.96","0.96","<0.02","0.6","0.003","1.8"
"Mirs Bay","MM17","2018-08-10","1","Middle Water","1.3","0.009","2.7","104","6.6","<1","<1","<0.002","<0.002","0.005","8","1.4","31.9","3.5","0.05","6.5","30","0.01","0.14","0.14","<0.02","0.6","<0.001","1.5"
"Mirs Bay","MM17","2018-08-10","1","Bottom Water","1.1","0.02","3.2","62","4.1","<1","<1","<0.002","0.002","0.007","7.7","2.2","33.6","3.5","0.08","8.5","26.2","0.02","0.11","0.11","<0.02","0.9","<0.001","2"
"Mirs Bay","MM17","2018-09-27","1","Surface Water","0.6","0.006","<0.2","92","6","<1","3","<0.002","<0.002","0.005","8.1","1.1","30.3","3","0.44","<0.5","28.6","0.01","0.19","0.19","<0.02","0.3","<0.001","<0.5"
"Mirs Bay","MM17","2018-09-27","1","Middle Water","0.5","0.014","0.6","91","6","<1","<1","<0.002","<0.002","0.006","8","<0.2","31.1","3","0.46","0.8","28","0.02","0.26","0.26","<0.02","0.4","<0.001","<0.5"
"Mirs Bay","MM17","2018-09-27","1","Bottom Water","0.5","<0.005","0.4","56","3.8","<1","<1","0.046","0.067","0.015","7.9","1.6","32.6","3","1","1.3","26.7","0.12","0.25","0.36","0.03","0.9","<0.001","<0.5"
"Mirs Bay","MM17","2018-10-24","1","Surface Water","0.8","0.021","4.4","95","6.4","1","2","0.004","0.009","0.007","8","1.2","32.1","5","0.36","1.4","25.9","0.03","0.26","0.27","<0.02","0.5","<0.001","0.8"
"Mirs Bay","MM17","2018-10-24","1","Middle Water","0.5","0.017","2.1","98","6.6","<1","<1","0.016","0.021","0.008","8","0.5","32.3","5","0.59","1","26","0.05","0.21","0.25","<0.02","0.4","<0.001","0.6"
"Mirs Bay","MM17","2018-10-24","1","Bottom Water","0.5","0.025","3.3","99","6.7","<1","<1","0.005","0.006","0.008","8","0.6","32.4","5","0.48","1.2","26.1","0.04","0.25","0.26","<0.02","0.4","0.001","0.5"
"Mirs Bay","MM17","2018-11-16","1","Surface Water","0.2","0.02","1.2","59","4.1","<1","<1","<0.002","0.003","0.009","7.9","<0.2","32.7","4","0.35","5.7","24.5","0.03","0.16","0.17","<0.02","0.5","<0.001","1"
"Mirs Bay","MM17","2018-11-16","1","Middle Water","0.2","0.018","1","86","5.9","<1","<1","<0.002","0.006","0.008","7.9","0.7","32.7","4","0.38","6.4","24.6","0.03","0.18","0.19","<0.02","0.7","<0.001","0.9"
"Mirs Bay","MM17","2018-11-16","1","Bottom Water","0.2","0.023","1","80","5.5","<1","<1","<0.002","0.009","0.008","7.8","0.8","32.9","4","0.49","5.4","24.6","0.03","0.77","0.78","0.02","2.9","<0.001","0.7"
"Mirs Bay","MM17","2018-12-13","1","Surface Water","0.5","0.016","1.7","79","5.9","<1","<1","<0.002","0.007","0.009","7.8","1.1","32.9","3","0.42","8","20.8","0.03","0.1","0.11","<0.02","1.1","<0.001","1.5"
"Mirs Bay","MM17","2018-12-13","1","Middle Water","0.5","0.012","1.4","90","6.6","<1","<1","<0.002","0.008","0.008","7.8","1.4","32.9","3","0.41","9","20.8","0.02","0.13","0.14","<0.02","1.2","<0.001","1.2"
"Mirs Bay","MM17","2018-12-13","1","Bottom Water","0.5","0.023","1.5","92","6.8","<1","<1","0.006","0.007","0.009","7.8","1.3","33.1","3","0.4","10","20.7","0.04","0.09","0.1","<0.02","1.9","<0.001","2.1"
"Mirs Bay","MM19","2018-01-17","1","Surface Water","0.3","0.006","3.5","96","7.5","<1","<1","0.13","0.009","0.015","8.2","0.4","32.5","2.5","1.2","2.6","17.9","0.15","1.1","1.24","0.02","7.2","<0.001","1"
"Mirs Bay","MM19","2018-01-17","1","Middle Water","<0.1","0.007","1.6","100","8.1","<1","<1","0.15","0.01","0.017","8.2","0.5","32.3","2.5","1.2","1.8","16.4","0.17","0.41","0.57","0.02","6.9","<0.001","0.5"
"Mirs Bay","MM19","2018-01-17","1","Bottom Water","<0.1","0.009","1","97","7.8","<1","<1","0.14","0.012","0.019","8.2","<0.2","32.5","2.5","0.99","3.7","16.4","0.16","0.21","0.36","0.03","9","<0.001","0.8"
"Mirs Bay","MM19","2018-02-09","1","Surface Water","0.3","0.017","0.9","94","7.9","<1","<1","0.052","0.016","0.005","7.7","0.4","32.7","3","0.61","4.4","14.6","0.09","0.76","0.83","0.02","2.7","<0.001","0.6"
"Mirs Bay","MM19","2018-02-09","1","Middle Water","0.2","0.013","0.5","95","7.9","<1","<1","0.046","0.016","0.005","7.7","0.5","32.7","3","0.65","5.7","14.6","0.08","0.43","0.49","0.02","3.1","<0.001","0.6"
"Mirs Bay","MM19","2018-02-09","1","Bottom Water","0.2","0.016","0.5","95","7.9","<1","<1","0.04","0.016","0.004","7.7","<0.2","32.7","3","0.64","5.8","14.6","0.07","0.24","0.3","<0.02","4.3","<0.001","0.8"
"Mirs Bay","MM19","2018-03-02","1","Surface Water","0.4","0.021","0.8","105","8.3","<1","<1","0.08","0.013","0.004","7.7","0.7","32.3","4.5","0.86","2.7","17.3","0.11","0.25","0.34","0.02","1.3","<0.001","0.8"
"Mirs Bay","MM19","2018-03-02","1","Middle Water","0.6","0.029","1.1","101","8.1","6","7","0.068","0.013","0.004","7.6","1","32.4","4.5","0.69","1.2","16.7","0.11","0.31","0.39","<0.02","0.1","<0.001","<0.5"
"Mirs Bay","MM19","2018-03-02","1","Bottom Water","0.3","0.035","0.9","99","7.9","<1","<1","0.058","0.013","0.004","7.6","<0.2","32.5","4.5","0.7","1.4","16.6","0.11","0.21","0.28","<0.02","0.2","<0.001","<0.5"
"Mirs Bay","MM19","2018-04-13","1","Surface Water","0.9","0.018","1.3","106","7.4","<1","<1","<0.002","<0.002","<0.002","8.2","1.1","33.8","5","0.11","1.7","23.7","0.02","0.15","0.15","<0.02","0.9","0.001","1.1"
"Mirs Bay","MM19","2018-04-13","1","Middle Water","0.3","0.022","1.5","96","6.8","<1","<1","<0.002","<0.002","<0.002","8.1","1.3","34.1","5","0.25","3.3","22.4","0.03","0.33","0.33","<0.02","1.6","0.001","1.2"
"Mirs Bay","MM19","2018-04-13","1","Bottom Water","0.2","0.025","1.3","92","6.5","<1","<1","<0.002","<0.002","<0.002","8.1","1.1","34.2","5","0.29","5.3","22.4","0.03","0.58","0.58","<0.02","3.3","0.001","1"
"Mirs Bay","MM19","2018-05-14","1","Surface Water","0.5","0.012","1","96","6.4","<1","<1","<0.002","<0.002","<0.002","7.8","0.5","33.7","4","0.25","5.9","25.8","0.02","0.18","0.18","<0.02","0.8","<0.001","2"
"Mirs Bay","MM19","2018-05-14","1","Middle Water","0.3","0.02","1.5","97","6.6","<1","<1","<0.002","<0.002","<0.002","7.8","1.2","33.9","4","0.26","7.1","24.6","0.02","0.4","0.4","<0.02","0.6","<0.001","1.6"
"Mirs Bay","MM19","2018-05-14","1","Bottom Water","0.2","0.013","1.2","91","6.2","<1","<1","<0.002","<0.002","<0.002","7.8","1","34","4","0.32","13","24.3","0.02","0.16","0.16","<0.02","3.7","<0.001","2.3"
"Mirs Bay","MM19","2018-06-11","1","Surface Water","0.9","0.018","1.4","98","6.3","<1","<1","0.024","<0.002","0.002","8.2","0.2","31.4","4","0.21","5.8","29.5","0.04","0.25","0.28","<0.02","0.8","0.002","1.7"
"Mirs Bay","MM19","2018-06-11","1","Middle Water","0.5","0.027","1","97","6.3","<1","<1","0.016","<0.002","<0.002","8.1","0.7","32.1","4","0.17","5.9","28.7","0.05","0.23","0.25","<0.02","0.7","0.002","1.4"
"Mirs Bay","MM19","2018-06-11","1","Bottom Water","0.1","0.02","0.5","51","3.5","<1","<1","0.047","0.062","0.016","7.9","0.2","33.9","4","1.3","9.4","24.8","0.13","0.37","0.48","<0.02","2.6","<0.001","2.1"
"Mirs Bay","MM19","2018-07-23","1","Surface Water","1.3","0.007","9.5","116","7.4","<1","<1","<0.002","<0.002","<0.002","8.2","1.6","31.7","4","0.13","7.8","29.3","0.01","0.53","0.53","<0.02","5.9","<0.001","2.4"
"Mirs Bay","MM19","2018-07-23","1","Middle Water","0.3","0.042","0.8","87","5.6","<1","<1","0.006","0.005","0.007","8.1","0.2","32.6","4","0.58","7.6","28.6","0.05","0.73","0.74","<0.02","1.7","0.003","2"
"Mirs Bay","MM19","2018-07-23","1","Bottom Water","0.4","0.023","0.9","88","5.7","<1","<1","<0.002","0.003","<0.002","8.1","<0.2","33.5","4","0.46","12","28.5","0.03","0.38","0.39","<0.02","6.1","0.002","2.2"
"Mirs Bay","MM19","2018-08-16","1","Surface Water","0.4","0.02","0.6","88","5.7","<1","<1","0.018","0.004","0.008","8.2","<0.2","31.3","7","0.16","<0.5","28.9","0.04","0.06","0.08","<0.02","0.1","0.002","<0.5"
"Mirs Bay","MM19","2018-08-16","1","Middle Water","0.2","0.02","0.6","91","5.9","<1","<1","0.022","0.006","0.011","8.2","0.2","31.3","7","0.19","0.8","28.8","0.05","0.1","0.13","<0.02","0.1","0.002","0.7"
"Mirs Bay","MM19","2018-08-16","1","Bottom Water","<0.1","0.01","0.6","43","3","<1","1","0.087","0.01","0.02","7.9","0.3","34","7","1.1","9.5","23.7","0.11","<0.05","0.15","0.02","4.4","<0.001","1.9"
"Mirs Bay","MM19","2018-09-21","1","Surface Water","1.3","<0.005","2.9","133","8.6","<1","<1","<0.002","<0.002","0.006","8.6","1.2","31.8","3","0.15","3.6","29","<0.01","0.34","0.34","<0.02","3.1","<0.001","1.4"
"Mirs Bay","MM19","2018-09-21","1","Middle Water","0.2","0.005","0.5","87","5.8","<1","<1","0.03","0.023","0.013","8.4","0.5","33","3","0.77","4.8","26.4","0.06","0.21","0.26","<0.02","3","<0.001","1.6"
"Mirs Bay","MM19","2018-09-21","1","Bottom Water","0.2","<0.005","0.7","88","5.9","<1","1","0.025","0.015","0.01","8.4","0.2","33.4","3","0.59","14","26.1","0.05","0.1","0.14","0.02","7.3","<0.001","2.3"
"Mirs Bay","MM19","2018-10-10","1","Surface Water","0.2","<0.005","0.5","94","6.2","<1","<1","<0.002","<0.002","0.006","8.3","0.4","32.3","5","0.45","1","27.1","<0.01","0.1","0.1","<0.02","0.1","<0.001","0.9"
"Mirs Bay","MM19","2018-10-10","1","Middle Water","<0.1","0.015","0.4","99","6.5","<1","<1","<0.002","<0.002","0.008","8.3","0.4","33.1","5","0.45","1","27.1","0.02","0.2","0.2","<0.02","0.1","0.001","0.7"
"Mirs Bay","MM19","2018-10-10","1","Bottom Water","<0.1","0.017","0.6","99","6.6","<1","<1","<0.002","<0.002","0.008","8.3","0.3","33.4","5","0.43","4.6","27","0.02","0.13","0.13","<0.02","2","0.002","0.9"
"Mirs Bay","MM19","2018-11-19","1","Surface Water","0.2","<0.005","0.8","89","6.2","<1","1","0.012","0.026","0.013","7.9","0.5","33.1","3","0.67","7.8","24.4","0.04","0.68","0.72","<0.02","1.8","<0.001","1.3"
"Mirs Bay","MM19","2018-11-19","1","Middle Water","<0.1","<0.005","0.4","91","6.3","<1","<1","0.015","0.03","0.012","7.9","1.1","33.1","3","0.67","9.4","24","0.05","1.3","1.35","<0.02","1.6","<0.001","1.2"
"Mirs Bay","MM19","2018-11-19","1","Bottom Water","0.2","<0.005","0.2","93","6.5","<1","1","0.021","0.028","0.014","7.9","1","33.2","3","0.73","8","23.6","0.05","0.13","0.18","<0.02","2.2","<0.001","1.6"
"Mirs Bay","MM19","2018-12-17","1","Surface Water","0.2","<0.005","1.3","65","4.8","<1","<1","0.024","0.013","0.01","8.1","0.8","33.3","2","0.54","11","20.9","0.04","0.12","0.16","<0.02","2.8","<0.001","2.2"
"Mirs Bay","MM19","2018-12-17","1","Middle Water","0.2","<0.005","1","71","5.2","1","2","0.018","0.016","0.009","8.1","<0.2","33.4","2","0.53","12","21","0.04","0.07","0.1","<0.02","2.9","<0.001","1.9"
"Mirs Bay","MM19","2018-12-17","1","Bottom Water","<0.1","<0.005","1.1","73","5.3","1","1","0.026","0.015","0.01","8.1","0.2","33.4","2","0.52","16","20.8","0.05","0.18","0.22","<0.02","3.8","<0.001","2.2"
"Mirs Bay","MM2","2018-01-22","1","Surface Water","2","0.015","6.8","100","7.7","<1","<1","0.026","<0.002","0.002","8.1","2","32.2","3","0.44","5","18.9","0.04","0.15","0.18","<0.02","1.7","<0.001","2"
"Mirs Bay","MM2","2018-01-22","1","Middle Water","1.7","0.018","1.8","112","8.7","<1","<1","0.038","0.003","0.003","8.1","1.6","32.4","3","0.71","2.1","17.9","0.06","0.59","0.63","0.02","0.2","<0.001","1.2"
"Mirs Bay","MM2","2018-01-22","1","Bottom Water","1.3","0.033","1","108","8.5","<1","1","0.048","0.005","0.01","8","0.5","32.4","3","0.93","2.8","17.5","0.09","0.19","0.24","<0.02","0.2","<0.001","1"
"Mirs Bay","MM2","2018-02-08","1","Surface Water","0.7","0.046","1.4","94","7.8","<1","<1","0.054","0.003","0.007","7.8","1.2","32.2","3","0.4","1.8","15","0.1","0.69","0.75","0.02","1","<0.001","0.8"
"Mirs Bay","MM2","2018-02-08","1","Middle Water","0.7","0.048","1.6","94","7.9","<1","<1","0.05","0.003","0.006","7.8","1","32.4","3","0.39","2.2","14.5","0.1","0.53","0.58","<0.02","1.1","<0.001","0.6"
