"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM3","2017-01-06","1","Surface Water","1.2","0.15","7","104","7.8","4","10","0.1","0.009","0.013","7.8","1","30.6","5","0.15","1.8","20.4","0.26","0.43","0.54","0.04","3.7","0.003","1"
"Southern","SM3","2017-01-06","1","Middle Water","1.4","0.11","5","105","7.9","3","6","0.062","0.008","0.01","7.9","2","30.6","5","0.12","2.1","20.4","0.18","0.62","0.69","0.03","2.8","0.003","0.9"
"Southern","SM3","2017-01-06","1","Bottom Water","1.5","0.088","11","107","8.1","3","5","0.054","0.007","0.009","7.9","2.6","30.6","5","0.12","3.5","20.4","0.15","0.34","0.4","0.04","3.3","0.002","1.4"
"Southern","SM3","2017-02-03","1","Surface Water","0.4","0.1","1.1","92","7.1","2","4","0.17","0.03","0.019","7.6","0.8","31.1","2.5","1.1","2.6","18.5","0.3","0.26","0.46","0.04","4.4","0.001","0.6"
"Southern","SM3","2017-02-03","1","Middle Water","<0.1","0.062","1.2","93","7.3","5","7","0.17","0.027","0.009","7.7","0.6","31.3","2.5","1.1","3.9","18.4","0.26","0.24","0.44","0.03","4.8","0.001","0.7"
"Southern","SM3","2017-02-03","1","Bottom Water","0.2","0.055","1.3","94","7.4","4","13","0.17","0.027","0.014","7.7","0.3","31.4","2.5","1.1","4.5","18.3","0.25","0.24","0.44","0.03","4.8","0.001","0.7"
"Southern","SM3","2017-03-02","1","Surface Water","1","0.055","1.6","97","7.7","10","12","0.1","0.014","0.014","7.6","0.7","31.8","4","0.9","1.5","17.3","0.17","0.54","0.65","0.03","3","0.001","0.6"
"Southern","SM3","2017-03-02","1","Middle Water","0.7","0.055","1.4","98","7.7","2","2","0.1","0.015","0.015","7.6","0.6","31.8","4","0.91","2","17.3","0.17","0.6","0.72","0.04","3.6","0.001","0.5"
"Southern","SM3","2017-03-02","1","Bottom Water","0.9","0.14","2.4","98","7.7","<1","1","0.15","0.018","0.024","7.7","0.2","31.8","4","1.2","3","17.3","0.31","0.79","0.96","0.05","5.5","0.002","0.6"
"Southern","SM3","2017-04-13","1","Surface Water","0.6","0.047","2","98","7.1","<1","<1","0.029","0.004","0.006","7.8","0.7","33.3","4","0.29","1.5","21.6","0.08","0.18","0.21","<0.02","3.2","0.001","0.6"
"Southern","SM3","2017-04-13","1","Middle Water","0.6","0.048","1.7","98","7.1","<1","<1","0.027","0.004","0.006","7.8","0.4","33.4","4","0.29","1.6","21.6","0.08","0.22","0.25","0.02","2.9","0.001","0.8"
"Southern","SM3","2017-04-13","1","Bottom Water","0.4","0.044","1.2","98","7.1","1","3","0.024","0.006","0.007","7.9","1","33.4","4","0.31","2","21.6","0.07","0.12","0.15","<0.02","3.2","0.001","0.7"
"Southern","SM3","2017-05-04","1","Surface Water","0.6","0.086","1.1","96","6.7","<1","2","0.11","0.011","0.007","7.8","0.6","31.7","4.5","0.69","<0.5","24.4","0.21","0.43","0.55","0.02","2.6","0.002","<0.5"
"Southern","SM3","2017-05-04","1","Middle Water","0.6","0.057","0.9","92","6.5","<1","<1","0.044","0.01","0.003","7.9","0.5","32.9","4.5","0.57","0.6","23.7","0.11","0.48","0.53","0.03","2.7","0.002","<0.5"
"Southern","SM3","2017-05-04","1","Bottom Water","0.5","0.058","0.8","84","5.9","<1","<1","0.021","0.015","0.005","7.9","<0.2","33.3","4.5","0.59","1.5","23.5","0.09","0.41","0.45","0.03","3.6","0.002","0.6"
"Southern","SM3","2017-06-01","1","Surface Water","1","0.094","2.6","97","6.6","<1","3","0.33","0.031","0.016","7.8","1.5","28.8","4","1.3","0.6","27","0.46","0.39","0.75","0.03","0.5","0.003","0.5"
"Southern","SM3","2017-06-01","1","Middle Water","0.6","0.035","2.2","96","6.4","<1","3","0.026","0.009","0.005","7.8","1.6","32.5","4","0.38","1.4","26.1","0.07","0.58","0.62","0.03","0.9","0.001","0.5"
"Southern","SM3","2017-06-01","1","Bottom Water","0.7","0.026","2","95","6.4","1","1","0.02","0.006","0.004","7.9","0.4","32.8","4","0.35","0.9","26","0.05","0.26","0.29","0.07","1.1","0.001","0.5"
"Southern","SM3","2017-07-07","1","Surface Water","2","0.042","20","101","7.1","3","9","0.54","0.044","0.005","8","2.7","21.4","2.9","1.2","7.5","27.6","0.63","0.35","0.93","0.04","2.2","0.003","2.8"
"Southern","SM3","2017-07-07","1","Middle Water","0.5","0.09","0.7","21","1.5","<1","2","0.039","0.032","0.021","7.6","0.7","33.8","2.9","1.8","11","24","0.16","0.95","1.02","0.03","1.5","0.002","2.4"
"Southern","SM3","2017-07-07","1","Bottom Water","0.6","0.073","0.9","24","1.6","7","24","0.039","0.038","0.02","7.6","0.7","34.2","2.9","1.7","13","23.6","0.15","0.91","0.99","0.08","2.6","0.001","2.5"
"Southern","SM3","2017-08-02","1","Surface Water","1.5","0.047","19","98","6.6","1","2","0.34","0.036","0.012","8","5.5","25.4","2.5","2","10","29.2","0.42","0.21","0.59","0.04","1.5","0.003","2.5"
"Southern","SM3","2017-08-02","1","Middle Water","0.3","0.014","0.9","42","2.9","<1","2","0.11","0.003","0.017","7.8","0.7","34.1","2.5","2.1","11","25","0.13","0.15","0.26","0.04","3","0","2.2"
"Southern","SM3","2017-08-02","1","Bottom Water","0.4","0.018","0.9","44","3","<1","3","0.11","0.004","0.018","7.8","0.7","34.2","2.5","1.9","12","24.6","0.13","0.35","0.46","0.08","3.2","0.001","2.4"
"Southern","SM3","2017-09-07","1","Surface Water","0.6","0.019","1.7","73","4.8","16","66","0.21","0.058","0.015","7.9","1.1","30","3","1.7","1.7","27.6","0.29","1","1.27","0.03","1.1","0.001","0.6"
"Southern","SM3","2017-09-07","1","Middle Water","0.5","0.011","0.6","68","4.5","1","14","0.11","0.036","0.015","7.9","0.3","32.3","3","1.2","3.6","26.8","0.16","1.3","1.45","0.05","2.2","0","0.9"
"Southern","SM3","2017-09-07","1","Bottom Water","0.3","0.008","1.4","58","3.9","1","7","0.11","0.011","0.016","7.9","0.3","33.2","3","1.4","12","26.5","0.13","0.96","1.08","0.04","8.1","0","2.1"
"Southern","SM3","2017-10-04","1","Surface Water","0.8","0.071","1.1","71","4.6","2","18","0.074","0.023","0.013","7.9","0.3","30.8","3","1.2","9.1","29.7","0.17","0.32","0.42","<0.02","1.6","0.004","1.8"
"Southern","SM3","2017-10-04","1","Middle Water","0.3","0.06","0.9","68","4.4","1","8","0.051","0.019","0.013","8","0.5","31.7","3","1.4","12","29.4","0.13","0.26","0.33","0.02","2.7","0.003","2.1"
"Southern","SM3","2017-10-04","1","Bottom Water","0.3","0.049","0.7","61","4","<1","<1","0.051","0.02","0.014","7.9","0.6","32.1","3","1.5","7.4","29.2","0.12","0.17","0.24","<0.02","5","0.002","1.7"
"Southern","SM3","2017-11-01","1","Surface Water","0.3","0.017","3.1","85","5.8","<1","1","0.036","0.012","0.01","7.9","1.5","33","3","0.62","3.6","25.8","0.07","1.2","1.25","<0.02","2.1","0.001","1"
"Southern","SM3","2017-11-01","1","Middle Water","0.3","0.009","2.2","98","6.6","<1","1","0.028","0.013","0.011","7.9","2","33","3","0.73","4.9","25.7","0.05","0.37","0.41","0.02","2.9","0","1"
"Southern","SM3","2017-11-01","1","Bottom Water","0.2","0.014","3.3","100","6.8","<1","<1","0.025","0.013","0.013","7.9","2","33","3","0.63","4.2","25.7","0.05","0.72","0.76","0.02","2.5","0.001","1"
"Southern","SM3","2017-12-06","1","Surface Water","0.5","0.02","0.6","88","6.3","470","880","0.091","0.021","0.015","7.8","<0.2","33.3","2.5","1","6.1","22.2","0.13","0.42","0.53","0.03","3.3","0","1.4"
"Southern","SM3","2017-12-06","1","Middle Water","0.6","0.013","0.6","92","6.6","280","560","0.089","0.023","0.016","7.9","0.5","33.3","2.5","0.99","8.2","22.2","0.13","0.55","0.66","0.03","3.8","0","1.4"
"Southern","SM3","2017-12-06","1","Bottom Water","0.7","0.011","0.4","92","6.6","150","230","0.089","0.022","0.015","7.9","0.3","33.3","2.5","1","8.8","22.2","0.12","0.39","0.5","0.03","5.2","0","1.4"
"Southern","SM4","2017-01-11","1","Surface Water","0.7","0.14","0.8","95","7.2","12","49","0.063","0.01","0.015","8.1","0.7","30.6","3.2","0.23","7.6","20.4","0.21","0.48","0.55","0.03","1","0.006","1.3"
"Southern","SM4","2017-01-11","1","Middle Water","0.5","0.11","1","96","7.3","8","52","0.052","0.009","0.014","8.1","0.9","30.6","3.2","0.2","8.6","20.4","0.17","0.39","0.45","0.03","1","0.005","1.6"
"Southern","SM4","2017-01-11","1","Bottom Water","0.7","0.1","2.4","96","7.2","7","35","0.044","0.009","0.014","8.1","1.8","30.7","3.2","0.23","12","20.4","0.15","0.32","0.37","0.03","1","0.004","2.1"
"Southern","SM4","2017-02-15","1","Surface Water","1.2","0.063","0.5","91","7.2","<1","<1","0.2","0.025","0.022","7.6","<0.2","31","5","1.4","1.3","17.3","0.29","0.43","0.66","0.05","3.1","0.001","0.5"
"Southern","SM4","2017-02-15","1","Middle Water","1.1","0.052","1","96","7.6","2","5","0.19","0.025","0.022","7.6","0.6","31","5","1.4","2.3","17.2","0.27","0.33","0.55","0.03","2.9","0","0.6"
"Southern","SM4","2017-02-15","1","Bottom Water","1.2","0.057","0.5","97","7.8","1","2","0.18","0.024","0.022","7.6","0.4","31.1","5","1.4","3.2","17.1","0.26","0.22","0.42","0.03","3.8","0.001","0.6"
"Southern","SM4","2017-03-15","1","Surface Water","<0.1","0.066","1.1","87","6.8","1","1","0.078","0.009","0.01","7.7","0.3","32.2","2.5","0.76","8.7","17.9","0.15","0.35","0.44","0.02","3.8","0.001","1.8"
"Southern","SM4","2017-03-15","1","Middle Water","<0.1","0.071","1.4","94","7.4","<1","2","0.077","0.009","0.014","7.7","<0.2","32.2","2.5","0.76","9","17.9","0.16","0.74","0.83","0.04","3.6","0.001","1.8"
"Southern","SM4","2017-03-15","1","Bottom Water","<0.1","0.075","0.9","94","7.4","1","2","0.076","0.009","0.01","7.7","<0.2","32.2","2.5","0.77","11","17.9","0.16","0.89","0.98","0.04","3.4","0.001","2.2"
"Southern","SM4","2017-04-22","1","Surface Water","1.4","0.085","2.6","103","7.3","8","16","0.29","0.021","0.004","8","<0.2","28.6","2.5","0.71","9.6","24.2","0.4","0.44","0.75","0.03","2","0.004","0.7"
"Southern","SM4","2017-04-22","1","Middle Water","1.8","0.049","2.3","99","7.1","4","8","0.12","0.012","0.004","8","0.7","31.7","2.5","0.65","11","23.2","0.18","0.71","0.84","0.03","0.5","0.002","2.1"
"Southern","SM4","2017-04-22","1","Bottom Water","1","0.041","1.9","91","6.5","1","1","0.058","0.006","0.003","8","<0.2","32.6","2.5","0.61","10","22.7","0.11","0.37","0.43","0.03","0.7","0.001","1.7"
"Southern","SM4","2017-05-11","1","Surface Water","1.2","0.042","3.5","90","6.1","<1","4","0.11","0.012","0.004","7.9","2","31.7","4","0.33","1.7","25.7","0.16","0.36","0.48","<0.02","2.9","0.002","0.8"
"Southern","SM4","2017-05-11","1","Middle Water","1.3","0.037","3.8","105","7.2","1","2","0.11","0.012","0.004","7.9","1.4","31.8","4","0.32","1.7","25.7","0.16","0.42","0.54","<0.02","2.8","0.001","0.9"
"Southern","SM4","2017-05-11","1","Bottom Water","1.2","0.035","3.2","112","7.6","<1","3","0.059","0.008","0.004","8","2","32.4","4","0.19","0.6","25.5","0.1","0.45","0.52","0.02","2.6","0.001","<0.5"
"Southern","SM4","2017-06-12","1","Surface Water","1.9","0.015","6.2","103","6.8","<1","5","0.24","0.018","0.004","8.2","1","27.8","3.5","<0.05","7.2","29.1","0.27","0.11","0.37","<0.02","1.8","0.001","2.6"
"Southern","SM4","2017-06-12","1","Middle Water","1.8","0.015","6.4","123","8.1","<1","12","0.24","0.018","0.002","8.2","1.6","28.1","3.5","<0.05","3","28.9","0.27","0.29","0.55","0.06","0.8","0.001","2.1"
"Southern","SM4","2017-06-12","1","Bottom Water","1.5","0.03","7","82","5.5","<1","3","0.13","0.016","0.003","8","2.9","31","3.5","0.18","2.7","27.4","0.18","0.52","0.67","0.03","0.7","0.002","1.9"
"Southern","SM4","2017-07-21","1","Surface Water","3.2","0.026","24","120","8.2","<1","10","0.15","0.015","0.004","8.3","14","24.5","2.5","0.22","12","28.3","0.19","0.14","0.31","0.18","1.7","0.003","5.4"
"Southern","SM4","2017-07-21","1","Middle Water","2.4","0.027","25","122","8.3","7","14","0.21","0.019","0.004","8.3","4.2","24.7","2.5","0.09","12","28.1","0.26","0.24","0.47","0.17","0.8","0.003","4.7"
"Southern","SM4","2017-07-21","1","Bottom Water","1.8","0.065","19","107","7.3","6","23","0.2","0.02","0.003","8.2","2.1","25.3","2.5","0.16","9.2","28","0.29","0.27","0.49","0.04","0.8","0.006","2.8"
"Southern","SM4","2017-08-17","1","Surface Water","2.9","0.068","42","147","9.9","1","9","0.11","0.026","0.004","8.4","7.9","27.8","2.5","0.56","4.7","28","0.2","0.58","0.72","0.03","1.7","0.008","2.6"
"Southern","SM4","2017-08-17","1","Middle Water","1.5","0.064","26","106","7.2","2","7","0.1","0.034","0.012","8.2","5.6","30.3","2.5","0.56","4.4","26.7","0.2","0.79","0.92","0.03","1.6","0.005","2"
"Southern","SM4","2017-08-17","1","Bottom Water","0.4","0.01","2.3","53","3.6","<1","1","0.023","0.054","0.012","8","2.2","33.9","2.5","1.2","3","24.6","0.09","0.83","0.91","0.19","1.7","0","1.2"
"Southern","SM4","2017-09-14","1","Surface Water","2.4","0.039","32","127","8.4","1","12","0.23","0.069","0.008","8","5.4","28.1","2.2","0.47","11","28.5","0.34","0.36","0.66","0.05","1.6","0.002","3"
"Southern","SM4","2017-09-14","1","Middle Water","2","0.038","31","113","7.5","5","7","0.24","0.074","0.013","7.9","5","28.2","2.2","0.68","12","28.4","0.35","0.52","0.83","0.04","1.8","0.002","3.2"
"Southern","SM4","2017-09-14","1","Bottom Water","1.9","0.037","29","91","6","3","11","0.22","0.071","0.014","7.9","5.1","29.7","2.2","0.65","13","28.1","0.33","0.39","0.68","0.04","4.8","0.001","3.5"
"Southern","SM4","2017-10-13","1","Surface Water","0.8","0.063","0.6","81","5.2","2","23","0.075","0.042","0.019","7.7","<0.2","31.7","2.5","1.3","2","29.3","0.18","0.6","0.72","0.02","1.5","0.002","0.8"
"Southern","SM4","2017-10-13","1","Middle Water","0.8","0.027","0.6","84","5.4","1","7","0.042","0.041","0.015","7.7","<0.2","32","2.5","1.1","3.1","29.3","0.11","0.43","0.51","0.02","1.7","0.001","0.8"
"Southern","SM4","2017-10-13","1","Bottom Water","1.1","0.024","0.8","88","5.6","6","9","0.027","0.041","0.014","7.7","0.6","32.2","2.5","1.1","13","29.2","0.09","0.35","0.42","0.02","2.2","0.001","2.2"
"Southern","SM4","2017-11-09","1","Surface Water","0.4","0.13","0.9","84","5.8","120","280","0.054","0.025","0.024","7.9","<0.2","32.9","2.4","0.67","14","25.3","0.21","0.48","0.56","0.03","2.4","0.004","2.1"
"Southern","SM4","2017-11-09","1","Middle Water","0.5","0.14","1","83","5.7","800","2100","0.053","0.025","0.024","7.9","<0.2","32.9","2.4","0.66","11","25.1","0.22","0.54","0.62","0.03","2.6","0.005","1.6"
"Southern","SM4","2017-11-09","1","Bottom Water","0.5","0.058","0.7","88","6","63","110","0.042","0.026","0.019","7.9","1.5","33","2.4","0.6","22","25","0.13","0.36","0.43","0.03","3.6","0.002","3.2"
"Southern","SM4","2017-12-11","1","Surface Water","0.4","0.046","1.3","90","6.6","16","29","0.11","0.025","0.021","7.8","0.6","33.2","2","1.1","3.8","21.3","0.18","0.14","0.28","0.03","1.7","0.001","0.9"
"Southern","SM4","2017-12-11","1","Middle Water","0.5","0.041","1","90","6.5","23","30","0.11","0.024","0.021","7.8","0.6","33.2","2","1.1","3.6","21.3","0.18","0.36","0.49","0.03","1.7","0.001","0.8"
"Southern","SM4","2017-12-11","1","Bottom Water","0.5","0.041","1.1","90","6.6","21","32","0.11","0.026","0.022","7.8","<0.2","33.2","2","1.2","3.4","21.3","0.18","0.45","0.59","0.03","1.7","0.001","0.8"
"Southern","SM5","2017-01-11","1","Surface Water","0.6","0.053","1.9","99","7.4","<1","1","0.035","0.011","0.008","8.2","1.5","31","2.8","0.21","9.3","20.6","0.1","0.26","0.31","<0.02","1.4","0.003","1.8"
"Southern","SM5","2017-01-11","1","Middle Water","0.6","0.055","1.6","98","7.4","1","3","0.034","0.011","0.008","8.2","1.5","31","2.8","0.23","11","20.2","0.1","0.39","0.44","0.02","1.4","0.003","2.1"
"Southern","SM5","2017-01-11","1","Bottom Water","0.5","0.056","1.6","99","7.5","<1","1","0.035","0.011","0.009","8.2","1.5","31.1","2.8","0.25","9.6","20.1","0.1","0.24","0.29","0.02","1.5","0.003","1.8"
"Southern","SM5","2017-02-15","1","Surface Water","1.1","0.006","0.6","87","6.9","1","1","0.19","0.025","0.016","7.8","<0.2","31.2","2.5","1.3","7","17","0.22","0.37","0.59","0.03","6.6","0","1.1"
"Southern","SM5","2017-02-15","1","Middle Water","0.7","0.006","1.1","97","7.8","1","1","0.19","0.023","0.019","7.8","0.9","31.1","2.5","1.4","7.8","17","0.22","0.4","0.61","0.03","6.6","0","1.2"
"Southern","SM5","2017-02-15","1","Bottom Water","0.8","0.01","0.6","97","7.8","<1","<1","0.19","0.024","0.018","7.8","0.2","31.1","2.5","1.4","7.5","16.9","0.22","0.28","0.49","0.03","6.9","0","1.1"
"Southern","SM5","2017-03-15","1","Surface Water","<0.1","0.048","0.7","92","7.2","<1","1","0.07","0.008","0.01","7.7","<0.2","32.2","3","0.7","9.8","17.7","0.13","0.78","0.86","0.04","8.6","0.001","1.9"
"Southern","SM5","2017-03-15","1","Middle Water","0.5","0.054","0.7","95","7.5","<1","<1","0.069","0.008","0.011","7.7","<0.2","32.2","3","0.7","10","17.8","0.13","0.83","0.91","0.04","4.1","0.001","1.8"
"Southern","SM5","2017-03-15","1","Bottom Water","0.2","0.049","1.2","95","7.5","<1","1","0.067","0.008","0.012","7.7","<0.2","32.2","3","0.7","9.5","17.8","0.12","0.38","0.46","0.02","4","0.001","1.7"
"Southern","SM5","2017-04-22","1","Surface Water","2.3","0.069","8.2","87","6.2","2","5","0.16","0.012","0.007","8.1","0.8","30.7","3","0.71","7","23.4","0.24","0.34","0.51","<0.02","0.8","0.004","1.3"
"Southern","SM5","2017-04-22","1","Middle Water","1.4","0.059","6.1","95","6.8","1","3","0.15","0.013","0.004","8.1","1","30.7","3","0.7","10","23.4","0.22","0.48","0.64","0.03","0.7","0.003","2.3"
"Southern","SM5","2017-04-22","1","Bottom Water","1.4","0.051","2.5","99","7","<1","<1","0.16","0.014","0.007","8.1","1.4","30.8","3","0.74","9.3","23.4","0.23","0.48","0.65","0.03","0.7","0.003","1.8"
"Southern","SM5","2017-05-11","1","Surface Water","1.3","0.054","2.3","93","6.3","1","42","0.22","0.018","0.007","7.9","2.1","30.5","3.5","0.68","2.1","26.4","0.29","0.63","0.87","<0.02","4.6","0.002","1"
"Southern","SM5","2017-05-11","1","Middle Water","0.9","0.035","2.4","98","6.6","<1","<1","0.052","0.008","0.003","7.9","1","32.5","3.5","0.25","1.4","25.5","0.1","0.36","0.42","<0.02","2.6","0.001","0.7"
"Southern","SM5","2017-05-11","1","Bottom Water","0.8","0.039","3.4","96","6.5","<1","2","0.043","0.007","0.004","7.9","1","32.7","3.5","0.32","1.9","25.4","0.09","0.34","0.39","<0.02","2.9","0.001","0.6"
"Southern","SM5","2017-06-12","1","Surface Water","2.1","0.017","15","112","7.4","<1","3","0.28","0.019","0.003","8.3","2.7","27.3","3","<0.05","3.5","29.3","0.32","0.11","0.41","0.03","2.2","0.002","2.4"
"Southern","SM5","2017-06-12","1","Middle Water","2.3","0.014","15","115","7.5","<1","5","0.27","0.019","0.003","8.3","3","27.3","3","<0.05","3.8","29.2","0.3","0.19","0.48","<0.02","0.9","0.002","2.6"
"Southern","SM5","2017-06-12","1","Bottom Water","1.4","0.043","28","87","5.8","<1","<1","0.29","0.021","0.005","8.1","4.2","29.9","3","0.22","4.3","27.9","0.35","0.24","0.55","0.06","1.3","0.003","2.3"
"Southern","SM5","2017-07-21","1","Surface Water","1.4","0.026","15","105","7","1","6","0.16","0.015","0.003","8.3","1.9","25.6","3","0.22","10","29.2","0.2","0.13","0.31","0.3","0.6","0.003","4.3"
"Southern","SM5","2017-07-21","1","Middle Water","1.4","0.037","11","106","7.1","2","11","0.14","0.016","0.004","8.2","1.4","26.4","3","0.37","8.6","28.4","0.19","0.17","0.33","0.05","1","0.003","3.5"
"Southern","SM5","2017-07-21","1","Bottom Water","1.4","0.038","11","85","5.7","2","10","0.13","0.018","0.003","8.2","1.6","26.7","3","0.43","11","28.1","0.19","0.25","0.4","0.06","1.6","0.003","3.5"
"Southern","SM5","2017-08-17","1","Surface Water","5.6","0.032","23","168","11.1","<1","<1","0.083","0.015","0.005","8.7","6.9","26.8","2","0.26","4.4","29.3","0.13","0.52","0.62","0.17","1.7","0.008","2.7"
"Southern","SM5","2017-08-17","1","Middle Water","1.8","0.025","36","160","10.6","5","6","0.084","0.021","0.005","8.2","6.9","27.9","2","0.37","4","28.7","0.13","0.67","0.78","0.04","1.7","0.002","1.7"
"Southern","SM5","2017-08-17","1","Bottom Water","0.5","0.034","7.3","65","4.4","5","11","0.063","0.041","0.015","8.1","3.2","32.7","2","1.1","2.9","26.4","0.14","0.5","0.6","0.08","0.9","0.002","1.3"
"Southern","SM5","2017-09-14","1","Surface Water","3.8","0.056","50","157","10.4","<1","<1","0.24","0.072","0.01","8.1","3.4","27","2.2","0.41","11","28.8","0.37","0.56","0.87","0.09","1.6","0.004","3.5"
"Southern","SM5","2017-09-14","1","Middle Water","2.6","0.043","33","112","7.4","3","3","0.29","0.088","0.013","8","5.4","28.1","2.2","1.2","11","28.5","0.42","0.45","0.83","0.06","1.6","0.002","3.3"
"Southern","SM5","2017-09-14","1","Bottom Water","2.5","0.042","26","95","6.2","<1","1","0.18","0.051","0.006","8","5.2","29.9","2.2","0.56","10","28.7","0.27","0.42","0.65","0.03","2","0.002","4.1"
"Southern","SM5","2017-10-13","1","Surface Water","0.7","0.015","1.2","91","5.8","<1","1","0.047","0.045","0.014","7.8","1.1","32","2","1.1","5.8","29.4","0.11","0.53","0.62","0.03","3.6","0.001","1"
"Southern","SM5","2017-10-13","1","Middle Water","0.5","0.012","1","90","5.8","2","2","0.042","0.046","0.014","7.8","0.6","32.1","2","1.1","6.6","29.3","0.1","0.36","0.45","<0.02","3.8","0","1.2"
"Southern","SM5","2017-10-13","1","Bottom Water","0.1","0.011","1.3","88","5.7","<1","3","0.028","0.046","0.012","7.8","<0.2","32.3","2","1.1","10","29.2","0.09","0.34","0.41","<0.02","5.7","0","1.7"
"Southern","SM5","2017-11-09","1","Surface Water","0.4","<0.005","1.1","90","6.1","<1","1","0.039","0.025","0.014","8","<0.2","33.1","2.4","0.62","34","25.1","0.07","0.14","0.2","0.03","4.6","0","5.4"
"Southern","SM5","2017-11-09","1","Middle Water","0.5","<0.005","0.7","92","6.3","<1","2","0.038","0.028","0.014","8","0.3","33.1","2.4","0.66","7.1","25","0.07","0.25","0.32","0.02","5.1","0","1.8"
"Southern","SM5","2017-11-09","1","Bottom Water","<0.1","<0.005","1.1","92","6.3","4","5","0.034","0.032","0.014","8","0.3","33.1","2.4","0.64","15","24.9","0.07","0.26","0.33","0.02","8.9","0","2.5"
"Southern","SM5","2017-12-11","1","Surface Water","0.3","<0.005","1.1","94","6.9","<1","1","0.1","0.017","0.016","7.9","<0.2","33.2","2","1.1","4.3","21.2","0.12","0.06","0.18","0.03","2","0","1.1"
"Southern","SM5","2017-12-11","1","Middle Water","0.3","0.007","0.8","94","6.9","<1","<1","0.1","0.016","0.016","7.9","0.7","33.2","2","1.1","4","21.1","0.12","0.1","0.22","0.02","2","0","1"
"Southern","SM5","2017-12-11","1","Bottom Water","0.6","<0.005","0.8","94","6.9","<1","<1","0.1","0.017","0.017","7.9","0.2","33.2","2","1.2","5.2","21","0.12","0.07","0.19","0.03","2.6","0","0.9"
"Southern","SM6","2017-01-11","1","Surface Water","0.9","0.048","1.9","101","7.6","<1","1","0.034","0.012","0.008","8.2","1","31.1","3.2","0.21","8.3","20.1","0.09","0.28","0.33","0.02","0.6","0.002","1.8"
"Southern","SM6","2017-01-11","1","Middle Water","0.7","0.048","1.7","102","7.7","<1","<1","0.035","0.012","0.007","8.2","1.2","31.1","3.2","0.24","9","20.1","0.1","0.35","0.4","0.02","0.7","0.002","1.7"
"Southern","SM6","2017-01-11","1","Bottom Water","0.7","0.047","1.3","102","7.7","<1","1","0.035","0.012","0.008","8.2","1.2","31.1","3.2","0.23","8.8","20.1","0.09","0.25","0.3","<0.02","0.8","0.002","1.6"
"Southern","SM6","2017-02-15","1","Surface Water","0.7","<0.005","1","79","6.3","1","3","0.2","0.023","0.018","7.8","0.7","31.1","3","1.4","4.8","16.9","0.23","0.42","0.64","0.05","5.4","0","1.2"
"Southern","SM6","2017-02-15","1","Middle Water","1.1","0.006","0.5","98","7.8","<1","<1","0.2","0.023","0.019","7.8","0.4","31.1","3","1.4","4.8","16.9","0.23","0.27","0.49","0.02","5.4","0","0.8"
"Southern","SM6","2017-02-15","1","Bottom Water","0.9","0.005","1.1","97","7.8","<1","<1","0.19","0.026","0.019","7.7","0.6","31.1","3","1.4","8.1","16.8","0.22","0.34","0.56","0.03","11.2","0","1.1"
"Southern","SM6","2017-03-15","1","Surface Water","0.3","0.056","1.2","88","6.9","<1","1","0.076","0.011","0.014","7.7","0.2","32.2","3","0.75","9.5","17.9","0.14","1.1","1.19","0.05","24","0.001","1.6"
"Southern","SM6","2017-03-15","1","Middle Water","0.3","0.068","0.7","95","7.4","<1","2","0.072","0.009","0.014","7.7","<0.2","32.2","3","0.75","13","17.9","0.15","0.62","0.7","0.03","5.2","0.001","2"
"Southern","SM6","2017-03-15","1","Bottom Water","0.3","0.067","1","95","7.4","<1","1","0.074","0.009","0.014","7.7","0.8","32.2","3","0.76","15","17.9","0.15","0.38","0.46","0.03","4.8","0.001","2"
"Southern","SM6","2017-04-22","1","Surface Water","1.3","0.058","3","103","7.4","<1","1","0.19","0.014","0.004","8.2","1.3","30","3","0.64","6.5","23.4","0.26","0.24","0.44","<0.02","0.4","0.003","1.1"
"Southern","SM6","2017-04-22","1","Middle Water","1.3","0.056","3.3","108","7.7","<1","1","0.18","0.015","0.005","8.2","0.9","30.5","3","0.66","8.3","23.4","0.25","0.67","0.87","<0.02","0.6","0.003","1.4"
"Southern","SM6","2017-04-22","1","Bottom Water","1.2","0.051","2.9","86","6.1","1","1","0.089","0.01","0.006","8.1","0.4","33.5","3","0.58","8.8","22.4","0.15","0.6","0.7","0.04","0.5","0.002","1.8"
"Southern","SM6","2017-05-11","1","Surface Water","1.6","0.047","2.5","99","6.7","<1","270","0.32","0.025","0.008","7.9","2.4","29.3","2.5","0.99","2.3","26.6","0.39","0.23","0.58","<0.02","3.3","0.002","1"
