"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM1","2015-01-19","1","Surface Water","7.1","1.3","56","51","4.4","6700","12000","1.3","0.23","0.16","6.8","12","20.4","0.2","5.1","75","17.2","2.83","2.5","4.03","0.26","30.9","0.004","15"
"Deep Bay","DM1","2015-02-07","1","Surface Water","3.6","0.81","18","73","6.4","880","1200","1.5","0.17","0.15","7.3","11","20.9","1.5","7","47","15.8","2.48","1.7","3.37","0.27","36.4","0.004","8"
"Deep Bay","DM1","2015-03-05","1","Surface Water","3.8","1.1","4.1","83","6.9","4700","7500","2.2","0.13","0.2","7.3","8.7","20.5","0.7","6.4","150","18.6","3.43","1.9","4.23","0.48","81.3","0.007","17"
"Deep Bay","DM1","2015-04-25","1","Surface Water","2.7","3","8.4","62","4.6","2900","5000","0.85","0.28","0.28","7.3","8.1","20.1","1.3","7.1","13","24.7","4.13","4","5.13","0.37","21","0.028","3"
"Deep Bay","DM1","2015-05-09","1","Surface Water","2.5","0.63","4.9","74","5.2","170","490","1.1","0.18","0.18","7.4","7.2","17","0.5","6.1","56","28.6","1.91","1","2.28","0.23","41.4","0.012","6.9"
"Deep Bay","DM1","2015-06-13","1","Surface Water","5.7","1.8","50","82","5.9","560","1100","0.52","0.89","0.29","7.7","37","4.3","1","14","68","31.1","3.21","3.5","4.91","0.58","44.5","0.074","18"
"Deep Bay","DM1","2015-07-18","1","Surface Water","1.6","1.3","4.5","55","3.7","1500","2800","0.5","0.35","0.31","6.8","1.5","14.7","1.2","11","22","31.7","2.15","2.1","2.95","0.43","13.1","0.007","3.7"
"Deep Bay","DM1","2015-08-03","1","Surface Water","2","0.44","5.3","49","3.4","90","170","1.2","0.64","0.16","6.9","2.9","9.2","1","9.3","15","31","2.28","0.88","2.72","0.23","16.5","0.003","2.6"
"Deep Bay","DM1","2015-09-12","1","Surface Water","3.4","1.1","6.8","64","4.5","230","830","0.83","0.63","0.26","7.2","4.3","14.8","0.6","9.1","16","29.6","2.56","1.6","3.06","0.35","12.9","0.014","2.8"
"Deep Bay","DM1","2015-10-10","1","Surface Water","2.2","1.3","7.4","45","3.4","800","2500","0.87","0.63","0.28","7.2","3.4","8.6","1.1","13","16","27.1","2.8","3.1","4.6","0.43","10.5","0.013","3.6"
"Deep Bay","DM1","2015-11-07","1","Surface Water","2.5","1.6","8.4","41","3","32000","47000","0.86","0.52","0.31","7.1","4.6","15.3","1","8.2","17","26.8","2.98","3.1","4.48","0.45","10.4","0.012","5"
"Deep Bay","DM1","2015-12-05","1","Surface Water","3.6","1.7","8.5","39","3.1","180000","200000","1.1","0.53","0.25","7.3","3.4","16.8","0.8","8.6","34","22.2","3.33","3.2","4.83","0.36","15.3","0.015","6.4"
"Deep Bay","DM2","2015-01-19","1","Surface Water","3.9","0.48","23","51","4.3","3000","4600","1.1","0.12","0.12","7.6","5.6","24.8","0.7","3.9","36","16.6","1.7","1.3","2.52","0.18","17.4","0.005","6.5"
"Deep Bay","DM2","2015-02-07","1","Surface Water","2.9","0.48","14","71","6.1","160","230","1.3","0.092","0.12","7.5","8.1","22.3","2","6","44","16","1.87","1.2","2.59","0.21","18.5","0.004","6.8"
"Deep Bay","DM2","2015-03-05","1","Surface Water","1.2","0.28","2.3","87","7","90","240","1.1","0.054","0.11","7.5","4","24.3","0.8","2.6","47","19","1.43","0.66","1.81","0.19","24.4","0.003","5.7"
"Deep Bay","DM2","2015-04-25","1","Surface Water","2.3","1","9.8","92","6.8","190","430","0.82","0.16","0.17","7.4","8.5","20.6","1.2","3.8","16","24.8","1.98","1.5","2.48","0.26","14.3","0.013","3.2"
"Deep Bay","DM2","2015-05-09","1","Surface Water","1.3","0.37","5","64","4.5","16","62","1.5","0.17","0.1","7.6","3.1","16.2","1","5.3","18","28.8","2.04","0.79","2.46","0.14","14","0.01","2.8"
"Deep Bay","DM2","2015-06-13","1","Surface Water","5.7","1.7","52","88","6.4","370","910","0.47","1","0.27","7.7","31","4.2","1","16","59","31.2","3.17","3.2","4.67","0.56","41","0.076","4.3"
"Deep Bay","DM2","2015-07-18","1","Surface Water","1.4","0.94","2.9","57","3.9","630","1400","0.61","0.42","0.26","7.3","0.6","16.2","1","11","21","31.3","1.97","1.4","2.43","0.34","14.3","0.015","3.6"
"Deep Bay","DM2","2015-08-03","1","Surface Water","2.2","0.62","2.1","41","2.9","80","350","1","0.65","0.16","7.3","4.6","9.6","1.1","10","40","30.2","2.27","1","2.65","0.22","25.2","0.01","6"
"Deep Bay","DM2","2015-09-12","1","Surface Water","4.2","0.59","9.2","70","4.9","35","120","0.82","0.46","0.2","7.5","5.4","15.7","0.7","7","14","29.2","1.87","1.1","2.38","0.3","12.7","0.015","2.9"
"Deep Bay","DM2","2015-10-10","1","Surface Water","2.3","1.4","9.8","43","3.2","530","1100","0.57","0.39","0.3","7.5","4.9","8.9","0.8","8.7","17","27.3","2.36","2.9","3.86","0.39","12.8","0.027","3.6"
"Deep Bay","DM2","2015-11-07","1","Surface Water","2.8","1.8","11","67","4.8","4000","7400","0.79","0.49","0.35","7.5","6.8","19.9","0.8","8.4","27","26.4","3.08","3","4.28","0.46","18.3","0.032","5.2"
"Deep Bay","DM2","2015-12-05","1","Surface Water","3","1.3","10","75","6.1","12000","20000","1.2","0.38","0.24","7.6","4.4","16.3","0.7","5.6","61","21","2.88","2","3.58","0.33","27.1","0.021","8.5"
"Deep Bay","DM3","2015-01-19","1","Surface Water","1.3","0.35","3.5","89","7.2","80","170","0.51","0.053","0.069","7.7","2.1","27.9","1.5","2","13","17.2","0.91","0.63","1.19","0.09","7.1","0.005","2.2"
"Deep Bay","DM3","2015-02-07","1","Surface Water","1.1","0.33","1.9","73","6.1","58","66","0.73","0.066","0.071","7.6","2.6","26","1.5","3.6","17","16.5","1.13","0.79","1.59","0.11","10.1","0.003","2.4"
"Deep Bay","DM3","2015-03-05","1","Surface Water","0.6","0.26","2.6","84","6.6","12","30","0.84","0.06","0.061","7.6","1.6","26","0.8","2.1","12","19.2","1.16","0.52","1.42","0.11","8.2","0.003","1.6"
"Deep Bay","DM3","2015-04-25","1","Surface Water","1.1","0.25","4.7","57","4.1","9","15","0.66","0.076","0.035","7.7","1.3","24.7","2","1.7","5.8","24.7","0.99","0.53","1.27","0.08","3.5","0.005","1.6"
"Deep Bay","DM3","2015-05-09","1","Surface Water","0.9","0.27","2.5","86","6.2","8","27","1.9","0.39","0.052","7.7","1.6","13.4","1.1","5.6","7","28.3","2.56","0.65","2.94","0.09","6.3","0.008","1.7"
"Deep Bay","DM3","2015-06-13","1","Surface Water","2.8","0.096","25","103","7.3","3","17","1.2","0.38","0.095","7.9","16","8.1","1.5","9.6","28","31","1.68","0.93","2.51","0.26","25.2","0.006","7.3"
"Deep Bay","DM3","2015-07-18","1","Surface Water","0.8","0.14","1.4","60","4.1","100","350","0.89","0.27","0.091","7.5","0.4","19.1","0.9","6.3","13","29.9","1.3","0.42","1.58","0.14","8.9","0.003","2.2"
"Deep Bay","DM3","2015-08-03","1","Surface Water","0.9","0.12","2.1","56","4","65","80","1.4","0.23","0.082","7.4","1.6","13.5","0.9","7","12","29.4","1.75","0.41","2.04","0.22","11.6","0.002","2.4"
"Deep Bay","DM3","2015-09-12","1","Surface Water","1.7","0.18","2.6","68","4.7","12","43","0.94","0.25","0.1","7.6","3.3","18.8","0.7","5.1","5.5","28.8","1.37","0.47","1.66","0.2","7.2","0.005","0.8"
"Deep Bay","DM3","2015-10-10","1","Surface Water","1.3","0.16","4.2","71","5.1","17","41","0.96","0.39","0.12","7.7","2.5","15.2","1.4","6.1","4.4","27.5","1.51","0.51","1.86","0.18","4.4","0.006","1.5"
"Deep Bay","DM3","2015-11-07","1","Surface Water","0.7","0.35","2.5","74","5.1","2","6","0.51","0.12","0.13","7.8","0.9","25.1","1","3.1","10","26.7","0.98","0.72","1.35","0.23","6.9","0.012","2.4"
"Deep Bay","DM3","2015-12-05","1","Surface Water","1.1","0.56","2.9","78","5.8","590","1000","0.78","0.25","0.13","7.8","0.7","24.5","0.9","3.9","11","22.6","1.59","0.73","1.76","0.19","7.8","0.013","1.2"
"Deep Bay","DM4","2015-01-19","1","Surface Water","1.2","0.27","3.8","91","7.3","6","9","0.29","0.035","0.036","7.9","2.3","29.5","1.8","1","4.6","17.2","0.6","0.87","1.2","0.07","2.8","0.005","1.3"
"Deep Bay","DM4","2015-01-19","1","Bottom Water","1.1","0.31","3.1","89","7.2","28","47","0.31","0.037","0.044","7.9","1.7","29.9","1.8","1.2","4.2","17.1","0.66","0.56","0.91","0.07","4","0.006","1.2"
"Deep Bay","DM4","2015-02-07","1","Surface Water","0.5","0.42","1.9","78","6.4","280","370","0.51","0.072","0.044","7.8","<0.2","27.4","1.5","2.2","9.6","17.3","1","0.87","1.45","0.06","5.2","0.007","1.4"
"Deep Bay","DM4","2015-02-07","1","Bottom Water","0.5","0.41","1.2","85","6.9","330","460","0.52","0.071","0.044","7.8","<0.2","27.5","1.5","2","10","17.2","1","0.79","1.38","0.06","5.4","0.007","1.2"
"Deep Bay","DM4","2015-03-05","1","Surface Water","0.7","0.27","2.4","87","6.8","480","630","0.68","0.072","0.031","7.7","<0.2","26.7","1.2","1.6","6","19.2","1.02","0.5","1.25","0.06","5.3","0.004","1.4"
"Deep Bay","DM4","2015-03-05","1","Bottom Water","0.6","0.27","1.2","87","6.9","430","710","0.67","0.071","0.027","7.7","1","26.7","1.2","1.5","8.7","19.2","1.01","0.57","1.31","0.05","5.4","0.004","1.2"
"Deep Bay","DM4","2015-04-25","1","Surface Water","0.8","0.29","2.1","88","6.4","4","6","0.73","0.089","0.038","7.7","1.3","24.8","2.3","1.8","2.4","24.5","1.11","0.53","1.35","0.06","1.6","0.006","0.8"
"Deep Bay","DM4","2015-04-25","1","Bottom Water","0.8","0.29","2.5","78","5.6","15","27","0.69","0.086","0.035","7.6","2.5","26","2.3","1.8","2.9","24.4","1.07","0.53","1.31","0.07","6.4","0.005","0.6"
"Deep Bay","DM4","2015-05-09","1","Surface Water","0.8","0.27","1.5","86","6.3","24","81","2.1","0.44","0.05","7.7","1.3","11","1.3","5.9","6.7","28.1","2.81","0.9","3.44","0.07","5.9","0.009","1.5"
"Deep Bay","DM4","2015-05-09","1","Bottom Water","0.8","0.26","2.1","85","6.1","80","180","1.6","0.15","0.022","7.6","4.5","14.8","1.3","3.9","19","28","2.01","0.83","2.58","0.09","6","0.007","2.7"
"Deep Bay","DM4","2015-06-13","1","Surface Water","0.9","0.053","4.5","82","5.8","19","49","1.6","0.081","0.042","7.6","3.7","9.3","1.5","9.7","15","30.4","1.73","0.47","2.15","0.11","11.1","0.002","2.8"
"Deep Bay","DM4","2015-06-13","1","Bottom Water","0.8","0.049","4.6","75","5.3","96","200","1.7","0.084","0.043","7.5","3.4","10.6","1.5","8.4","15","29.9","1.83","0.4","2.18","0.1","15.4","0.001","2.8"
"Deep Bay","DM4","2015-07-18","1","Surface Water","0.7","0.1","0.6","71","4.8","15","170","0.88","0.26","0.062","7.6","<0.2","20.3","1.3","5.7","4.3","29.6","1.24","0.32","1.46","0.09","3.6","0.003","0.8"
"Deep Bay","DM4","2015-07-18","1","Bottom Water","0.7","0.1","1.1","68","4.7","120","360","0.81","0.2","0.056","7.6","<0.2","20.5","1.3","4.7","4.2","29.4","1.11","0.41","1.42","0.09","4.2","0.003","0.8"
"Deep Bay","DM4","2015-08-03","1","Surface Water","0.5","0.093","1.7","64","4.5","59","150","1.5","0.15","0.058","7.6","1.5","14.5","1","8.4","10","29.2","1.74","0.48","2.13","0.22","5.7","0.003","2.8"
"Deep Bay","DM4","2015-08-03","1","Bottom Water","0.6","0.098","0.5","60","4.2","120","330","1.3","0.15","0.061","7.6","2.3","14.9","1","7.4","5.5","29","1.55","0.43","1.88","0.16","6.7","0.003","1.2"
"Deep Bay","DM4","2015-09-12","1","Surface Water","1.8","0.088","2.5","70","4.9","6","27","0.96","0.21","0.056","7.7","1.8","19.1","2","4.7","7.4","28.8","1.26","0.31","1.48","0.1","2.2","0.003","1.2"
"Deep Bay","DM4","2015-09-12","1","Bottom Water","1.7","0.09","3.2","71","5","10","29","0.96","0.23","0.055","7.7","2","19.3","2","4.9","13","28.3","1.28","0.31","1.5","0.17","2.7","0.003","1.6"
"Deep Bay","DM4","2015-10-10","1","Surface Water","1.1","0.046","2.7","78","5.6","2","13","0.89","0.33","0.079","7.9","1.1","17.8","2","5.5","4.8","27.5","1.27","0.36","1.58","0.14","1.5","0.002","0.8"
"Deep Bay","DM4","2015-10-10","1","Bottom Water","1","0.043","2.9","80","5.6","26","62","0.77","0.3","0.069","7.9","1","21","2","4.7","7","27.8","1.11","0.27","1.34","0.11","3.3","0.002","1.6"
"Deep Bay","DM4","2015-11-07","1","Surface Water","0.5","0.28","2.4","80","5.5","1","1","0.48","0.11","0.086","7.9","0.5","26","1.6","2.6","4.3","26.6","0.87","0.49","1.08","0.2","3","0.01","1"
"Deep Bay","DM4","2015-11-07","1","Bottom Water","0.5","0.24","2.5","80","5.5","<1","2","0.46","0.1","0.06","7.9","<0.2","26.3","1.6","2.5","6.3","26.5","0.8","0.48","1.04","0.19","4.3","0.009","1.2"
"Deep Bay","DM4","2015-12-05","1","Surface Water","0.7","0.38","1.7","84","6.5","9","22","0.94","0.17","0.1","7.9","<0.2","23.5","1.6","4.1","2.2","21.7","1.49","0.56","1.67","0.14","1.9","0.011","<0.5"
"Deep Bay","DM4","2015-12-05","1","Bottom Water","0.4","0.13","2.1","82","6","76","100","0.32","0.089","0.04","7.9","<0.2","27.9","1.6","2.2","19","23.1","0.54","0.25","0.66","0.07","4.2","0.004","3"
"Deep Bay","DM5","2015-01-19","1","Surface Water","0.9","0.27","1.7","93","7.4","61","96","0.24","0.026","0.028","8","1.1","30.6","1.8","1","5.8","17.4","0.54","0.55","0.82","0.05","3.6","0.006","1.4"
"Deep Bay","DM5","2015-01-19","1","Middle Water","0.5","0.24","1.9","89","7.1","250","390","0.22","0.023","0.018","8","0.6","30.8","1.8","0.93","5","17.2","0.48","0.78","1.02","0.05","3.7","0.005","1.2"
"Deep Bay","DM5","2015-01-19","1","Bottom Water","0.5","0.22","0.7","90","7.2","490","730","0.21","0.022","0.019","8","1.2","31","1.8","0.91","6.4","17.2","0.45","0.66","0.89","0.04","4.3","0.005","1.2"
"Deep Bay","DM5","2015-02-07","1","Surface Water","0.6","0.3","2.4","87","7.1","430","560","0.37","0.045","0.032","7.9","<0.2","29","2","1.7","6.2","17.2","0.72","0.63","1.05","0.05","3.4","0.006","1"
"Deep Bay","DM5","2015-02-07","1","Middle Water","0.6","0.28","1.9","89","7.2","320","390","0.36","0.045","0.03","7.9","<0.2","29.4","2","1.6","7.3","17.1","0.69","0.64","1.05","0.05","3.1","0.005","1.2"
"Deep Bay","DM5","2015-02-07","1","Bottom Water","0.5","0.28","1.9","89","7.2","370","490","0.34","0.042","0.032","7.9","0.3","29.5","2","1.6","6.5","17.1","0.66","0.63","1.01","0.04","3.2","0.005","1.3"
"Deep Bay","DM5","2015-03-05","1","Surface Water","0.6","0.2","2.9","91","7.1","90","150","0.44","0.045","0.02","7.8","0.4","28.9","1.8","1","9","19","0.69","0.42","0.91","0.04","2.4","0.004","1.2"
"Deep Bay","DM5","2015-03-05","1","Middle Water","0.7","0.2","2.1","91","7.1","220","330","0.42","0.043","0.023","7.8","1","29.2","1.8","0.95","3.8","18.9","0.66","0.53","0.99","0.04","2.6","0.004","0.8"
"Deep Bay","DM5","2015-03-05","1","Bottom Water","0.7","0.19","2.9","91","7.1","260","630","0.37","0.037","0.021","7.9","<0.2","29.7","1.8","0.84","1.7","18.8","0.6","0.45","0.86","0.04","2.3","0.004","0.6"
"Deep Bay","DM5","2015-04-25","1","Surface Water","0.7","0.23","1.2","82","5.9","170","270","0.62","0.074","0.028","7.7","1.5","25.7","2.5","1.5","2.2","24.4","0.92","0.45","1.14","0.05","2.9","0.005","0.6"
"Deep Bay","DM5","2015-04-25","1","Middle Water","0.5","0.2","1.3","81","5.8","720","1200","0.52","0.057","0.024","7.7","0.9","28.6","2.5","1.3","2.8","23.9","0.78","0.38","0.96","0.05","2.9","0.004","0.6"
"Deep Bay","DM5","2015-04-25","1","Bottom Water","0.4","0.2","0.6","79","5.7","2300","3200","0.43","0.051","0.021","7.7","1.7","29.2","2.5","1.2","3.4","23.7","0.68","0.44","0.92","0.04","3.9","0.004","0.7"
"Deep Bay","DM5","2015-05-09","1","Surface Water","0.9","0.25","2.1","86","6.2","32","63","1.5","0.19","0.039","7.7","1.3","14.5","1.8","3.5","5.1","27.8","1.94","0.73","2.42","0.06","7","0.009","1.2"
"Deep Bay","DM5","2015-05-09","1","Middle Water","0.8","0.27","2.9","78","5.5","31","61","1.9","0.2","0.039","7.7","1.4","21.7","1.8","4.6","5.5","27","2.37","0.69","2.79","0.06","4.8","0.008","1.5"
"Deep Bay","DM5","2015-05-09","1","Bottom Water","0.5","0.22","0.7","75","5.2","190","400","0.76","0.1","0.028","7.7","1.4","24.2","1.8","1.6","6.4","26.6","1.08","0.51","1.37","0.05","5.8","0.006","1.2"
"Deep Bay","DM5","2015-06-13","1","Surface Water","0.8","0.042","3.4","89","6.5","64","180","2.1","0.045","0.026","7.7","2.9","5.7","1.5","11","7.5","30.1","2.19","0.39","2.54","0.08","8.8","0.002","3.6"
"Deep Bay","DM5","2015-06-13","1","Middle Water","1","0.043","5","92","6.6","23","83","1.8","0.083","0.036","7.7","3.3","8.7","1.5","11","6.3","30.2","1.93","0.51","2.39","0.1","7.4","0.002","2.3"
"Deep Bay","DM5","2015-06-13","1","Bottom Water","0.9","0.048","3.9","91","6.5","22","81","1.9","0.078","0.04","7.7","3.5","9.4","1.5","9.8","6.1","30.2","2.03","0.38","2.36","0.09","7.6","0.002","1.7"
"Deep Bay","DM5","2015-07-18","1","Surface Water","0.8","0.074","0.6","72","4.9","10","31","0.81","0.19","0.049","7.7","<0.2","21.4","1.7","4.6","3.4","29.2","1.07","0.37","1.37","0.08","3.3","0.002","1"
"Deep Bay","DM5","2015-07-18","1","Middle Water","0.7","0.085","0.7","68","4.7","72","130","0.84","0.16","0.045","7.7","<0.2","22.8","1.7","5.1","4.6","28.6","1.09","0.39","1.39","0.09","3.6","0.003","0.9"
"Deep Bay","DM5","2015-07-18","1","Bottom Water","0.7","0.1","0.4","64","4.4","110","270","0.6","0.12","0.041","7.7","<0.2","24.4","1.7","3.6","6.1","28.2","0.82","0.33","1.05","0.08","3.9","0.003","1.3"
"Deep Bay","DM5","2015-08-03","1","Surface Water","0.9","0.058","2.3","66","4.7","71","150","1.3","0.13","0.055","7.6","1.1","15.6","1.6","6.6","10","29.2","1.49","0.41","1.84","0.14","6.3","0.002","2.5"
"Deep Bay","DM5","2015-08-03","1","Middle Water","0.5","0.058","0.5","60","4.2","190","430","1","0.12","0.051","7.6","2.3","19.7","1.6","6.2","8","27.9","1.18","0.4","1.52","0.09","7.7","0.001","2"
"Deep Bay","DM5","2015-08-03","1","Bottom Water","0.5","0.064","1.9","54","3.8","120","300","1.2","0.12","0.052","7.6","0.6","22","1.6","7.6","13","27.2","1.38","0.31","1.63","0.14","8.7","0.001","2.2"
"Deep Bay","DM5","2015-09-12","1","Surface Water","2.3","0.024","7.8","91","6.3","8","41","1.1","0.19","0.035","7.9","2.9","19","1.3","5.3","13","28.4","1.31","0.3","1.59","0.08","3.4","0.001","1.8"
"Deep Bay","DM5","2015-09-12","1","Middle Water","2.2","0.05","11","78","5.5","60","130","0.9","0.17","0.039","7.8","4.4","22.6","1.3","4.4","14","27.4","1.12","0.31","1.38","0.09","3.2","0.002","1.8"
"Deep Bay","DM5","2015-09-12","1","Bottom Water","2","0.058","7.2","72","5","63","130","1.1","0.17","0.039","7.8","3.5","24","1.3","5.1","15","27.1","1.33","0.27","1.54","0.12","3","0.002","1.9"
"Deep Bay","DM5","2015-10-10","1","Surface Water","1.2","0.051","3","79","5.6","43","110","0.81","0.32","0.066","8","1.9","19.6","1.6","5","3.6","27.5","1.18","0.34","1.47","0.12","2.6","0.003","<0.5"
"Deep Bay","DM5","2015-10-10","1","Middle Water","0.9","0.02","2.1","78","5.3","23","63","0.54","0.21","0.042","8","0.6","24.9","1.6","3.5","4.7","28.1","0.77","0.35","1.1","0.11","3.3","0.001","1.1"
"Deep Bay","DM5","2015-10-10","1","Bottom Water","1","0.033","1.9","73","4.9","48","130","0.6","0.23","0.049","8","1.1","27.4","1.6","3.7","5.3","28.2","0.86","0.2","1.03","0.1","4.9","0.002","1.1"
"Deep Bay","DM5","2015-11-07","1","Surface Water","0.7","0.15","2.9","86","6.1","21","73","0.75","0.16","0.048","8","0.5","22.7","2","3.6","1.8","26.5","1.06","0.36","1.27","0.1","1.6","0.007","1"
"Deep Bay","DM5","2015-11-07","1","Middle Water","0.6","0.22","2.6","87","6.1","20","39","0.54","0.13","0.055","7.9","0.4","25.6","2","2.6","1.7","26.5","0.89","0.48","1.15","0.12","1.7","0.01","1"
"Deep Bay","DM5","2015-11-07","1","Bottom Water","0.5","0.21","2.7","85","5.9","17","44","0.45","0.11","0.053","7.9","<0.2","26.2","2","2.2","4.6","26.5","0.77","0.41","0.97","0.15","4.1","0.009","1"
"Deep Bay","DM5","2015-12-05","1","Surface Water","0.8","0.28","1.7","85","6.3","240","420","0.57","0.14","0.075","7.9","<0.2","25.9","1.4","2.9","17","22.3","0.99","0.39","1.1","0.23","3.3","0.009","2.8"
"Deep Bay","DM5","2015-12-05","1","Middle Water","0.6","0.25","1.7","84","6.2","250","410","0.49","0.13","0.061","7.9","<0.2","26.8","1.4","2.8","17","22.5","0.87","0.29","0.91","0.28","3.5","0.008","3.5"
"Deep Bay","DM5","2015-12-05","1","Bottom Water","0.3","0.23","1.9","86","6.2","180","310","0.53","0.12","0.064","8","<0.2","29.1","1.4","2.9","22","23.1","0.88","0.27","0.92","0.28","3.4","0.008","4.1"
"Eastern Buffer","EM1","2015-01-02","1","Surface Water","0.7","0.032","2.4","100","7.8","4","4","0.06","0.013","0.006","7.9","1.2","32","3.6","0.33","1.3","17.6","0.11","0.46","0.53","0.02","5.2","<0.001","0.7"
"Eastern Buffer","EM1","2015-01-02","1","Middle Water","0.5","<0.005","2.2","103","8.1","11","14","0.061","0.014","0.005","7.9","<0.2","32","3.6","0.34","0.8","17.6","0.08","0.36","0.44","<0.02","4.3","<0.001","<0.5"
"Eastern Buffer","EM1","2015-01-02","1","Bottom Water","0.6","0.028","2.7","103","8.1","7","10","0.056","0.013","0.005","7.9","2.1","32","3.6","0.37","1.6","17.6","0.1","0.29","0.36","<0.02","4.8","<0.001","<0.5"
"Eastern Buffer","EM1","2015-02-02","1","Surface Water","0.6","0.028","3.2","95","7.6","43","96","0.11","0.01","0.011","7.8","0.4","31.9","4.8","0.65","1.1","16.8","0.15","0.21","0.33","<0.02","1.6","<0.001","<0.5"
"Eastern Buffer","EM1","2015-02-02","1","Middle Water","0.5","0.03","2.5","99","7.9","51","73","0.1","0.01","0.006","7.8","0.5","31.9","4.8","0.65","1.2","16.7","0.14","0.16","0.27","<0.02","0.8","<0.001","<0.5"
"Eastern Buffer","EM1","2015-02-02","1","Bottom Water","0.5","0.028","1.5","99","8","46","95","0.099","0.01","0.009","7.9","1.4","31.9","4.8","0.58","1","16.6","0.14","0.2","0.31","0.03","0.7","<0.001","<0.5"
"Eastern Buffer","EM1","2015-03-02","1","Surface Water","0.6","0.026","1.3","92","7.2","58","85","0.049","0.006","0.008","7.8","0.5","32.7","4.1","0.27","0.7","18","0.08","0.26","0.32","0.02","1.4","<0.001","<0.5"
"Eastern Buffer","EM1","2015-03-02","1","Middle Water","0.5","0.023","1.3","97","7.6","44","90","0.047","0.005","0.007","7.8","1.1","32.7","4.1","0.31","1.8","18","0.08","0.21","0.26","<0.02","0.9","<0.001","0.6"
"Eastern Buffer","EM1","2015-03-02","1","Bottom Water","0.4","0.026","1.4","98","7.6","21","45","0.046","0.005","0.007","7.8","1","32.7","4.1","0.29","1.2","18.1","0.08","0.22","0.27","<0.02","1.1","<0.001","<0.5"
"Eastern Buffer","EM1","2015-04-09","1","Surface Water","0.7","0.043","2.2","96","6.9","8","14","0.02","0.003","0.008","7.8","<0.2","33.4","4","0.22","1.6","21.8","0.07","0.3","0.32","<0.02","1.1","0.001","0.5"
"Eastern Buffer","EM1","2015-04-09","1","Middle Water","0.6","0.035","2","97","7","16","32","0.023","0.004","0.006","7.8","<0.2","33.4","4","0.22","1.5","21.8","0.06","0.28","0.31","<0.02","1.4","<0.001","0.5"
"Eastern Buffer","EM1","2015-04-09","1","Bottom Water","0.5","0.042","1","96","6.9","21","35","0.025","0.004","0.008","7.8","<0.2","33.4","4","0.23","3.3","21.8","0.07","0.18","0.21","<0.02","2.3","<0.001","0.6"
"Eastern Buffer","EM1","2015-05-06","1","Surface Water","0.7","0.07","1.7","95","6.5","12","45","0.091","0.013","0.005","8.2","1","32.3","5","0.12","0.5","24.8","0.17","0.35","0.45","0.02","2.4","0.004","<0.5"
"Eastern Buffer","EM1","2015-05-06","1","Middle Water","0.5","0.084","2.1","80","5.6","120","230","0.04","0.014","0.005","8.1","0.9","33.2","5","0.17","1","23.9","0.14","0.2","0.25","0.02","3.4","0.004","0.5"
"Eastern Buffer","EM1","2015-05-06","1","Bottom Water","0.5","0.076","2.7","79","5.5","140","270","0.023","0.014","0.006","8.1","0.4","33.6","5","0.18","1.2","23.6","0.11","0.18","0.22","0.02","2.8","0.004","0.7"
"Eastern Buffer","EM1","2015-06-17","1","Surface Water","1.3","0.065","10","71","4.9","100","310","0.15","0.032","0.007","7.9","0.6","32.5","2","0.77","12","24.3","0.25","0.19","0.37","0.03","5.2","0.002","3.2"
"Eastern Buffer","EM1","2015-06-17","1","Middle Water","0.9","0.037","3.1","53","3.7","140","410","0.088","0.033","0.012","7.9","<0.2","33.9","2","0.99","2.4","23.1","0.16","0.12","0.24","0.03","3.5","0.001","0.7"
"Eastern Buffer","EM1","2015-06-17","1","Bottom Water","0.6","0.03","2","51","3.6","130","310","0.059","0.037","0.008","7.9","0.2","34.2","2","1","2","22.9","0.13","0.11","0.21","0.02","3.6","<0.001","0.8"
"Eastern Buffer","EM1","2015-07-10","1","Surface Water","1.3","0.02","0.9","102","6.8","2","7","<0.002","0.004","0.005","8.3","0.8","32.9","3.5","0.15","3.2","26.8","0.03","0.17","0.18","<0.02","2.9","0.002","1.4"
"Eastern Buffer","EM1","2015-07-10","1","Middle Water","1.1","0.038","2.6","100","6.8","16","36","0.022","0.005","0.007","8.3","1.5","32.9","3.5","0.15","1.6","25.8","0.07","0.16","0.19","<0.02","2.7","0.003","0.6"
"Eastern Buffer","EM1","2015-07-10","1","Bottom Water","0.7","0.064","1.9","74","5.1","88","170","0.035","0.01","0.012","8.2","0.8","33.3","3.5","0.41","3.3","24.7","0.11","0.16","0.21","<0.02","3.9","0.004","0.9"
