"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Junk Bay","JM3","2015-10-15","1","Middle Water","1.1","0.007","1.5","80","5.3","57","140","0.063","0.1","0.024","7.9","<0.2","32.7","2.1","1.5","6.7","27.1","0.17","0.26","0.42","0.05","5.8","<0.001","1"
"Junk Bay","JM3","2015-10-15","1","Bottom Water","<0.1","0.008","1.4","80","5.3","90","150","0.063","0.1","0.024","7.9","<0.2","32.7","2.1","1.5","7.8","27.1","0.17","0.28","0.44","0.07","6.7","<0.001","1"
"Junk Bay","JM3","2015-11-27","1","Surface Water","0.2","0.044","1.8","84","5.8","46","100","0.064","0.04","0.018","7.7","<0.2","32.7","3","0.85","2.6","24.2","0.15","0.25","0.35","0.08","4","<0.001","0.8"
"Junk Bay","JM3","2015-11-27","1","Middle Water","0.2","0.039","1.7","90","6.2","33","78","0.055","0.034","0.016","7.7","1.2","33.1","3","0.82","12","24.5","0.13","0.15","0.24","0.12","9.4","<0.001","1.8"
"Junk Bay","JM3","2015-11-27","1","Bottom Water","0.4","0.038","1.9","88","6.1","37","90","0.061","0.036","0.017","7.7","0.7","33","3","0.85","13","24.4","0.14","0.18","0.28","0.09","10.4","<0.001","1.9"
"Junk Bay","JM3","2015-12-12","1","Surface Water","0.6","0.053","1.1","95","6.8","92","100","0.061","0.045","0.02","7.7","0.2","33.1","1.9","0.78","3.6","22.1","0.16","0.22","0.33","0.03","6.8","0.001","<0.5"
"Junk Bay","JM3","2015-12-12","1","Middle Water","0.6","0.053","0.8","84","6.1","54","86","0.061","0.047","0.019","7.9","<0.2","33.1","1.9","0.77","3.7","22.2","0.16","0.27","0.38","0.03","2.2","0.001","<0.5"
"Junk Bay","JM3","2015-12-12","1","Bottom Water","0.8","0.046","0.6","85","6.1","24","48","0.048","0.048","0.018","7.9","0.5","33.2","1.9","0.76","4","22.1","0.14","0.36","0.46","0.03","2.4","0.001","<0.5"
"Junk Bay","JM4","2015-01-02","1","Surface Water","0.9","0.033","3.8","103","8.1","2","5","0.045","0.013","0.005","7.9","1.1","32","3.5","0.35","<0.5","17.6","0.09","0.29","0.35","<0.02","4.3","<0.001","<0.5"
"Junk Bay","JM4","2015-01-02","1","Middle Water","0.8","0.028","2.5","104","8.2","<1","1","0.044","0.012","0.006","7.9","2","32","3.5","0.34","1.1","17.6","0.08","0.34","0.4","0.02","4.2","<0.001","0.6"
"Junk Bay","JM4","2015-01-02","1","Bottom Water","0.7","0.031","1.7","102","8","10","15","0.095","0.011","0.01","7.9","1.1","32","3.5","0.39","1.9","17.6","0.14","0.34","0.45","<0.02","5","<0.001","0.7"
"Junk Bay","JM4","2015-02-02","1","Surface Water","0.6","0.026","2.4","97","7.8","36","51","0.11","0.01","0.012","7.8","<0.2","31.9","4.5","0.63","0.9","16.8","0.15","0.23","0.35","0.02","1.2","<0.001","<0.5"
"Junk Bay","JM4","2015-02-02","1","Middle Water","0.6","0.027","1.9","99","8","100","140","0.1","0.011","0.011","7.8","1","31.9","4.5","0.64","1","16.6","0.14","0.23","0.34","<0.02","1","<0.001","0.5"
"Junk Bay","JM4","2015-02-02","1","Bottom Water","0.5","0.026","2.1","97","7.8","140","210","0.11","0.011","0.008","7.8","1.5","31.9","4.5","0.65","1.6","16.6","0.15","0.2","0.32","<0.02","1.1","<0.001","<0.5"
"Junk Bay","JM4","2015-03-02","1","Surface Water","0.5","0.027","3.8","67","5.3","79","110","0.045","0.005","0.007","7.8","<0.2","32.7","4.5","0.31","1.2","18","0.08","0.23","0.28","0.02","0.9","<0.001","<0.5"
"Junk Bay","JM4","2015-03-02","1","Middle Water","0.5","0.028","1.9","97","7.5","25","36","0.041","0.005","0.007","7.8","0.8","32.8","4.5","0.3","0.5","18","0.07","0.23","0.28","<0.02","0.9","<0.001","<0.5"
"Junk Bay","JM4","2015-03-02","1","Bottom Water","0.5","0.027","1.2","97","7.6","15","26","0.041","0.004","0.008","7.8","<0.2","32.8","4.5","0.3","1.3","18.1","0.07","0.25","0.3","0.03","1.1","<0.001","0.5"
"Junk Bay","JM4","2015-04-09","1","Surface Water","0.6","0.039","1.4","97","7","11","17","0.023","0.003","0.006","7.8","<0.2","33.4","4.5","0.22","1.8","21.7","0.07","0.24","0.27","<0.02","1.1","<0.001","<0.5"
"Junk Bay","JM4","2015-04-09","1","Middle Water","0.4","0.043","0.9","97","7","17","20","0.023","0.004","0.005","7.8","<0.2","33.4","4.5","0.19","0.8","21.8","0.07","0.17","0.2","<0.02","1.1","<0.001","0.6"
"Junk Bay","JM4","2015-04-09","1","Bottom Water","0.2","0.048","0.9","94","6.8","57","89","0.03","0.004","0.007","7.8","<0.2","33.5","4.5","0.22","2","21.8","0.08","0.25","0.28","<0.02","2.7","<0.001","<0.5"
"Junk Bay","JM4","2015-05-06","1","Surface Water","0.9","0.076","1.9","94","6.5","32","410","0.11","0.014","0.008","8.2","<0.2","32","4","0.12","0.5","25.1","0.2","0.35","0.47","<0.02","2.4","0.005","0.5"
"Junk Bay","JM4","2015-05-06","1","Middle Water","0.8","0.099","2.8","81","5.6","160","390","0.082","0.014","0.011","8.1","0.7","33","4","0.16","0.9","24","0.2","0.34","0.44","0.02","2.4","0.005","0.7"
"Junk Bay","JM4","2015-05-06","1","Bottom Water","0.6","0.078","2.1","76","5.3","120","240","0.036","0.011","0.008","8.1","<0.2","33.4","4","0.22","1.3","23.7","0.13","0.23","0.28","0.03","2.8","0.004","0.8"
"Junk Bay","JM4","2015-06-17","1","Surface Water","1.4","0.055","7.7","64","4.5","100","340","0.15","0.03","0.012","7.9","0.8","33","2.5","0.8","14","24","0.24","0.34","0.52","0.03","3.4","0.002","3.2"
"Junk Bay","JM4","2015-06-17","1","Middle Water","1","0.048","6.2","55","3.8","64","250","0.1","0.032","0.009","7.8","0.4","33.7","2.5","0.95","4.5","23.3","0.18","0.16","0.29","0.03","3.5","0.001","1.7"
"Junk Bay","JM4","2015-06-17","1","Bottom Water","0.7","0.047","3.3","53","3.7","120","350","0.069","0.03","0.012","7.8","0.5","34","2.5","0.97","14","23","0.15","0.16","0.26","0.03","3.6","0.001","3.4"
"Junk Bay","JM4","2015-07-10","1","Surface Water","0.8","0.046","2.6","96","6.5","17","96","0.018","0.008","0.008","8.2","2.5","32.9","3.5","0.18","11","25.7","0.07","0.25","0.28","0.02","2.8","0.004","2.8"
"Junk Bay","JM4","2015-07-10","1","Middle Water","0.9","0.042","2.2","97","6.6","41","110","0.014","0.006","0.008","8.3","1.9","33","3.5","0.17","0.5","25.5","0.06","0.19","0.21","0.02","2.7","0.003","<0.5"
"Junk Bay","JM4","2015-07-10","1","Bottom Water","0.7","0.058","2.7","74","5.1","41","96","<0.002","0.003","0.005","8.2","1.1","33.3","3.5","0.72","4.4","24.7","0.06","0.25","0.26","0.03","4.9","0.004","0.9"
"Junk Bay","JM4","2015-08-05","1","Surface Water","2.6","0.087","21","105","7.1","88","110","0.05","0.011","0.009","7.9","8.4","31.8","3","0.44","3.3","25.7","0.15","0.52","0.58","0.04","3.4","0.003","2.1"
"Junk Bay","JM4","2015-08-05","1","Middle Water","1.9","0.077","14","68","4.8","120","290","0.07","0.02","0.013","7.8","7.1","33.3","3","0.72","3.2","23.6","0.17","0.43","0.52","0.04","3.9","0.002","1.5"
"Junk Bay","JM4","2015-08-05","1","Bottom Water","0.6","0.028","2.3","52","3.7","17","46","0.08","0.02","0.019","7.7","1","34.3","3","1.1","7","22.4","0.13","0.38","0.48","0.05","7.2","<0.001","1.2"
"Junk Bay","JM4","2015-09-21","1","Surface Water","0.4","0.2","1.2","69","4.5","80","230","0.12","0.024","0.033","8","1","32.1","2","1.5","16","28.1","0.34","1.6","1.74","0.1","2.1","0.011","1.2"
"Junk Bay","JM4","2015-09-21","1","Middle Water","0.4","0.17","1.4","71","4.7","360","880","0.087","0.02","0.028","8.1","0.3","32.7","2","1.4","14","28","0.28","0.68","0.79","0.07","2.5","0.01","1.8"
"Junk Bay","JM4","2015-09-21","1","Bottom Water","0.3","0.11","1.1","79","5.2","110","150","0.041","0.015","0.019","8.1","1","33.3","2","1.2","25","27.9","0.17","0.79","0.85","0.09","7.3","0.007","2.6"
"Junk Bay","JM4","2015-10-15","1","Surface Water","0.2","0.013","1.3","79","5.2","7","27","0.067","0.099","0.025","7.9","<0.2","32.6","2.7","1.5","2.3","27.3","0.18","0.29","0.46","0.05","4.2","<0.001","0.6"
"Junk Bay","JM4","2015-10-15","1","Middle Water","0.2","0.006","2.5","82","5.4","44","97","0.051","0.091","0.022","7.9","<0.2","32.8","2.7","1.4","4.4","27.1","0.15","0.26","0.4","0.06","4.7","<0.001","0.9"
"Junk Bay","JM4","2015-10-15","1","Bottom Water","<0.1","0.006","0.7","87","5.7","16","26","0.035","0.076","0.018","7.9","0.4","32.9","2.7","1.3","7.1","27.1","0.12","0.34","0.45","0.07","6.8","<0.001","1"
"Junk Bay","JM4","2015-11-27","1","Surface Water","0.4","0.034","2.1","88","6.1","27","61","0.053","0.032","0.015","7.8","0.4","33","3","0.75","1.5","24.3","0.12","0.18","0.27","0.12","4","<0.001","<0.5"
"Junk Bay","JM4","2015-11-27","1","Middle Water","0.3","0.03","1.8","92","6.4","42","82","0.047","0.03","0.014","7.8","0.8","33.1","3","0.73","2.4","24.3","0.11","0.11","0.19","0.05","3.9","<0.001","<0.5"
"Junk Bay","JM4","2015-11-27","1","Bottom Water","0.2","0.029","2.6","96","6.7","9","20","0.03","0.022","0.011","7.8","0.4","33.2","3","0.62","5.3","24.3","0.08","0.06","0.11","0.06","4.2","<0.001","<0.5"
"Junk Bay","JM4","2015-12-12","1","Surface Water","0.4","0.048","1.1","86","6.2","44","81","0.051","0.045","0.017","8.1","<0.2","33.2","2.3","0.75","2.6","22.1","0.14","0.25","0.35","0.03","1.9","0.002","<0.5"
"Junk Bay","JM4","2015-12-12","1","Middle Water","1","0.032","1","87","6.3","17","26","0.041","0.048","0.014","8.1","<0.2","33.2","2.3","0.73","3.7","22","0.12","0.47","0.56","0.03","2.1","0.002","<0.5"
"Junk Bay","JM4","2015-12-12","1","Bottom Water","0.6","0.024","1.3","89","6.4","9","14","0.033","0.049","0.015","8.2","<0.2","33.2","2.3","0.72","4.6","22","0.11","0.36","0.44","0.03","2.8","0.001","<0.5"
"Mirs Bay","MM1","2015-01-14","1","Surface Water","0.7","0.067","1","73","5.8","4","6","0.068","0.004","0.005","8.2","0.5","31.7","3","0.47","2.5","17.3","0.14","0.24","0.31","<0.02","1.5","0.003","0.8"
"Mirs Bay","MM1","2015-01-14","1","Middle Water","0.7","0.063","0.6","96","7.6","14","27","0.06","0.005","0.005","8.2","0.5","31.7","3","0.46","3","17.3","0.13","0.33","0.4","<0.02","1.4","0.003","0.7"
"Mirs Bay","MM1","2015-01-14","1","Bottom Water","0.8","0.07","1.7","95","7.6","20","30","0.065","0.004","0.005","8.2","<0.2","31.8","3","0.47","2.4","17","0.14","0.33","0.4","<0.02","1.5","0.003","0.8"
"Mirs Bay","MM1","2015-02-13","1","Surface Water","1.9","0.036","3.1","85","6.8","5","6","0.066","0.006","0.005","7.9","<0.2","31.7","3","0.69","2.5","17.4","0.11","0.22","0.29","<0.02","2.1","<0.001","0.7"
"Mirs Bay","MM1","2015-02-13","1","Middle Water","1.9","0.041","2","101","8","12","14","0.065","0.005","0.005","7.9","1","31.7","3","0.69","1.8","17.3","0.11","0.3","0.37","<0.02","1.9","<0.001","0.7"
"Mirs Bay","MM1","2015-02-13","1","Bottom Water","1.7","0.04","1.1","98","7.8","2","3","0.066","0.006","0.005","7.9","0.9","31.7","3","0.68","1.6","17.2","0.11","0.24","0.31","<0.02","2.1","<0.001","0.7"
"Mirs Bay","MM1","2015-03-19","1","Surface Water","1.4","0.047","11","72","5.3","17","52","0.22","0.009","0.005","7.9","3.4","31.1","2.2","0.61","3.6","21","0.28","0.29","0.52","0.03","1.8","0.001","1.8"
"Mirs Bay","MM1","2015-03-19","1","Middle Water","1.4","0.042","7.2","109","8.4","21","42","0.17","0.008","0.005","8","1.5","31.9","2.2","0.59","4.9","18.9","0.22","0.29","0.47","0.02","3.4","0.001","1.6"
"Mirs Bay","MM1","2015-03-19","1","Bottom Water","1.4","0.045","12","96","7.5","25","45","0.18","0.008","0.005","7.9","3.4","32","2.2","0.57","3.4","18.4","0.23","0.26","0.45","0.02","5.4","0.001","1.7"
"Mirs Bay","MM1","2015-04-27","1","Surface Water","1.7","0.022","5.9","65","4.5","<1","<1","0.014","0.002","0.006","8","2.7","32.8","2.5","0.14","2.5","24.8","0.04","0.25","0.27","<0.02","1.6","<0.001","1.6"
"Mirs Bay","MM1","2015-04-27","1","Middle Water","0.7","0.02","1.4","108","7.6","2","2","<0.002","0.002","0.005","8","<0.2","33.3","2.5","0.5","3.5","23.5","0.02","0.15","0.15","<0.02","1.2","<0.001","1"
"Mirs Bay","MM1","2015-04-27","1","Bottom Water","1","0.023","0.8","87","6.2","<1","<1","<0.002","0.003","0.006","7.9","<0.2","33.4","2.5","0.45","2.8","23.2","0.03","0.13","0.14","<0.02","0.9","<0.001","1.2"
"Mirs Bay","MM1","2015-05-22","1","Surface Water","1.1","0.07","6.2","82","5.6","98","170","0.069","0.011","0.005","8.1","3.6","29.7","2","0.62","3.2","26","0.15","0.3","0.38","0.03","3.5","0.004","1.2"
"Mirs Bay","MM1","2015-05-22","1","Middle Water","0.9","0.071","4.1","89","6.1","110","150","0.052","0.01","0.004","8.1","2.7","30","2","0.51","1.9","26.1","0.13","0.26","0.32","0.02","3.5","0.004","0.7"
"Mirs Bay","MM1","2015-05-22","1","Bottom Water","0.7","0.059","2.7","87","5.9","48","88","0.027","0.013","0.003","8.1","2.1","31.1","2","0.43","1.7","26.1","0.1","0.25","0.29","0.02","3.5","0.004","0.7"
"Mirs Bay","MM1","2015-06-24","1","Surface Water","1.4","0.024","2.8","117","7.9","80","310","0.2","0.011","0.004","8.3","2.4","25.8","2.3","0.23","1.6","28.7","0.24","0.25","0.46","0.05","2.8","0.003","<0.5"
"Mirs Bay","MM1","2015-06-24","1","Middle Water","1.4","0.022","6.8","117","7.8","67","240","0.19","0.01","0.003","8.3","1.9","26.2","2.3","0.21","1.1","28.9","0.22","0.28","0.48","0.06","3.2","0.003","<0.5"
"Mirs Bay","MM1","2015-06-24","1","Bottom Water","1.4","0.025","6.5","111","7.4","150","370","0.19","0.01","0.004","8.3","2.5","26.4","2.3","0.22","1.7","28.9","0.23","0.23","0.43","0.05","3","0.003","0.6"
"Mirs Bay","MM1","2015-07-27","1","Surface Water","2.7","0.011","20","123","8","4","14","<0.002","<0.002","0.004","8.5","6.9","30.5","2","0.53","5.4","28.7","0.02","0.37","0.37","0.04","4.1","0.002","2.9"
"Mirs Bay","MM1","2015-07-27","1","Middle Water","0.8","0.014","10","103","6.8","34","85","0.065","0.036","0.008","8.4","5.6","31.9","2","1.5","5.3","27.4","0.12","0.22","0.32","0.04","5.4","0.002","1.3"
"Mirs Bay","MM1","2015-07-27","1","Bottom Water","2.9","0.02","4.7","51","3.4","46","110","0.073","0.087","0.021","8.2","3.6","32.4","2","1.8","2.2","27.1","0.18","0.21","0.37","0.04","5.3","0.002","0.9"
"Mirs Bay","MM1","2015-08-20","1","Surface Water","1.9","0.039","13","146","9.3","8","31","<0.002","0.003","0.006","8.2","4","32.5","2","0.66","2.2","29.8","0.04","0.35","0.36","0.05","3.5","0.003","1.8"
"Mirs Bay","MM1","2015-08-20","1","Middle Water","1.4","0.029","6.3","116","7.5","8","27","<0.002","0.002","0.007","8.1","3.8","33.1","2","1","2.7","28.4","0.03","0.27","0.27","0.04","3.4","0.002","1.6"
"Mirs Bay","MM1","2015-08-20","1","Bottom Water","1.2","0.026","5.2","78","5.1","3","14","<0.002","0.002","0.006","7.9","3.3","33.4","2","0.99","2.4","27","0.03","0.13","0.13","0.04","3.6","0.001","1.6"
"Mirs Bay","MM1","2015-09-24","1","Surface Water","1.8","0.026","5.1","117","7.3","1","1","<0.002","<0.002","0.003","8.3","1","31.9","2.5","0.42","2","31.1","0.03","0.52","0.52","0.05","1.2","0.003","1.2"
"Mirs Bay","MM1","2015-09-24","1","Middle Water","1.9","0.027","4.1","120","7.6","<1","2","<0.002","<0.002","0.004","8.3","1.7","33","2.5","0.21","4.4","29.5","0.03","0.4","0.4","0.04","1.7","0.003","2.8"
"Mirs Bay","MM1","2015-09-24","1","Bottom Water","1.5","0.02","5","101","6.4","9","20","<0.002","<0.002","0.004","8.3","0.7","33.2","2.5","0.24","7.1","29.2","0.02","0.33","0.33","0.04","1.8","0.002","4.2"
"Mirs Bay","MM1","2015-10-26","1","Surface Water","0.7","0.039","2.8","68","4.5","<1","1","0.009","0.008","0.006","8","0.4","32.8","2.5","0.48","5","27","0.06","0.34","0.36","0.04","4.8","0.002","1.1"
"Mirs Bay","MM1","2015-10-26","1","Middle Water","0.8","0.034","0.5","96","6.3","1","1","0.007","0.007","0.005","8","<0.2","32.9","2.5","0.46","4.7","27.2","0.05","0.38","0.39","0.03","4.8","0.002","1.2"
"Mirs Bay","MM1","2015-10-26","1","Bottom Water","0.9","0.041","2","95","6.3","1","1","0.005","0.007","0.006","8","1.1","32.9","2.5","0.48","5.5","27.1","0.05","0.5","0.51","0.06","4.8","0.002","1.4"
"Mirs Bay","MM1","2015-11-23","1","Surface Water","2","0.032","11","135","9","2","6","0.079","0.025","0.006","8.3","2","32","2.5","0.8","2.6","26.8","0.14","0.5","0.6","0.09","1.3","0.003","1.6"
"Mirs Bay","MM1","2015-11-23","1","Middle Water","1.3","0.024","9.3","124","8.3","2","2","0.005","0.019","0.005","8.3","0.6","32.7","2.5","0.45","1.6","26.3","0.05","0.38","0.4","0.08","0.8","0.002","0.9"
"Mirs Bay","MM1","2015-11-23","1","Bottom Water","0.8","0.033","2.7","94","6.3","2","3","0.011","0.039","0.008","8.2","0.8","33","2.5","0.74","2.6","26.2","0.08","0.46","0.51","0.16","1.3","0.002","0.8"
"Mirs Bay","MM1","2015-12-16","1","Surface Water","0.3","0.033","3.7","90","6.6","<1","<1","0.066","0.054","0.01","8.3","0.5","32.9","3","0.92","4.3","21.1","0.15","0.38","0.5","0.03","1.3","0.002","0.6"
"Mirs Bay","MM1","2015-12-16","1","Middle Water","0.7","0.043","3.1","91","6.7","<1","1","0.066","0.053","0.01","8.3","1.5","32.9","3","0.89","6.8","21.1","0.16","0.52","0.64","0.1","1.4","0.002","1.8"
"Mirs Bay","MM1","2015-12-16","1","Bottom Water","0.6","0.038","3.9","91","6.7","1","3","0.055","0.054","0.011","8.3","1","32.9","3","0.91","17","21.1","0.15","0.47","0.58","0.07","1.3","0.002","3.4"
"Mirs Bay","MM13","2015-01-16","1","Surface Water","0.2","0.01","<0.2","96","7.8","<1","<1","0.13","0.018","0.007","8.1","1.8","31.6","3","0.98","1.6","16.3","0.16","0.23","0.38","0.02","1.3","<0.001","0.6"
"Mirs Bay","MM13","2015-01-16","1","Middle Water","0.2","0.008","0.4","96","7.8","<1","<1","0.084","0.02","0.005","8.1","1","31.6","3","0.97","1.2","16.2","0.11","0.24","0.34","<0.02","1.3","<0.001","<0.5"
"Mirs Bay","MM13","2015-01-16","1","Bottom Water","<0.1","0.016","0.5","97","7.8","<1","1","0.13","0.019","0.006","8.1","1.3","31.8","3","0.93","2.9","16.4","0.17","0.29","0.44","0.02","1.7","<0.001","0.7"
"Mirs Bay","MM13","2015-02-12","1","Surface Water","0.8","0.013","1.1","100","8","<1","2","0.04","0.012","0.005","7.9","<0.2","32","5.4","0.44","7.7","16.6","0.07","0.17","0.22","<0.02","1.3","<0.001","1.5"
"Mirs Bay","MM13","2015-02-12","1","Middle Water","0.7","0.02","0.9","99","8","<1","<1","0.028","0.008","0.006","7.9","0.5","32.1","5.4","0.42","<0.5","16","0.06","0.18","0.22","<0.02","1.3","<0.001","<0.5"
"Mirs Bay","MM13","2015-02-12","1","Bottom Water","0.5","0.021","0.5","98","7.9","<1","<1","0.073","0.008","0.006","7.9","0.8","32.1","5.4","0.48","1.4","16","0.1","0.14","0.22","<0.02","1.5","<0.001","<0.5"
"Mirs Bay","MM13","2015-03-16","1","Surface Water","<0.1","0.014","0.7","93","6.7","<1","<1","0.004","0.003","0.007","7.9","<0.2","34.7","5","0.12","8.3","21.6","0.02","0.21","0.22","<0.02","0.8","<0.001","2.1"
"Mirs Bay","MM13","2015-03-16","1","Middle Water","0.1","0.009","1.3","97","7","<1","<1","<0.002","0.002","0.008","7.9","<0.2","34.7","5","0.1","7.5","21.4","0.01","0.16","0.16","<0.02","0.8","<0.001","2.1"
"Mirs Bay","MM13","2015-03-16","1","Bottom Water","<0.1","0.019","1.3","93","6.8","<1","<1","0.004","0.004","0.008","7.9","<0.2","34.6","5","0.2","3.6","20.5","0.03","0.24","0.25","<0.02","3.9","<0.001","0.8"
"Mirs Bay","MM13","2015-04-16","1","Surface Water","0.6","0.015","0.7","99","7.1","<1","<1","<0.002","0.003","0.005","7.9","0.3","33.7","4.2","0.29","2.1","22.6","0.02","0.13","0.14","<0.02","0.8","<0.001","<0.5"
"Mirs Bay","MM13","2015-04-16","1","Middle Water","0.4","0.017","0.6","104","7.5","<1","<1","<0.002","0.003","0.006","7.9","0.8","33.9","4.2","0.27","1","21.7","0.02","0.05","0.06","<0.02","0.8","<0.001","<0.5"
"Mirs Bay","MM13","2015-04-16","1","Bottom Water","0.1","0.011","1.2","94","6.8","<1","<1","<0.002","0.004","0.007","7.9","<0.2","34.3","4.2","0.28","3.7","21.8","0.02","0.05","0.06","<0.02","3.1","<0.001","0.7"
"Mirs Bay","MM13","2015-05-11","1","Surface Water","0.4","0.023","<0.2","98","6.6","<1","<1","0.17","0.014","0.004","8.2","0.6","30.3","3.9","0.07","<0.5","26.8","0.21","0.19","0.37","<0.02","2.1","0.002","<0.5"
"Mirs Bay","MM13","2015-05-11","1","Middle Water","0.2","0.023","1.8","99","6.8","<1","<1","0.004","0.002","0.005","8.2","<0.2","33.9","3.9","0.2","0.5","24.2","0.03","0.15","0.16","<0.02","2.1","0.001","0.5"
"Mirs Bay","MM13","2015-05-11","1","Bottom Water","0.2","0.033","1.9","74","5.2","<1","<1","<0.002","0.011","0.006","8.1","0.6","34.3","3.9","0.24","1.3","23.2","0.05","0.12","0.13","<0.02","3.5","0.001","0.6"
"Mirs Bay","MM13","2015-06-19","1","Surface Water","3.3","0.04","17","116","7.6","<1","<1","0.18","0.022","<0.002","8.2","0.9","28.6","1.5","0.75","3.5","29.2","0.24","0.28","0.48","0.03","2.9","0.003","2"
"Mirs Bay","MM13","2015-06-19","1","Middle Water","0.8","0.015","2.2","62","4.4","<1","<1","0.068","0.012","0.01","7.9","<0.2","34.4","1.5","0.76","2.6","22.4","0.1","0.11","0.19","0.02","3","<0.001","0.8"
"Mirs Bay","MM13","2015-06-19","1","Bottom Water","0.9","0.012","1.9","62","4.4","<1","<1","0.051","0.012","0.007","7.9","<0.2","34.5","1.5","0.82","3.1","22.3","0.08","0.11","0.17","0.03","4.2","<0.001","0.9"
"Mirs Bay","MM13","2015-07-13","1","Surface Water","0.6","0.019","0.6","99","6.4","<1","<1","0.005","<0.002","0.005","8.3","0.5","32.3","4.6","0.12","1.4","28.9","0.03","0.24","0.25","<0.02","2.2","0.002","0.5"
"Mirs Bay","MM13","2015-07-13","1","Middle Water","0.6","0.017","0.7","95","6.4","<1","<1","<0.002","0.003","0.006","8.4","<0.2","33.2","4.6","0.19","7.9","26","0.02","0.17","0.18","<0.02","2.2","0.002","1.6"
"Mirs Bay","MM13","2015-07-13","1","Bottom Water","0.4","0.024","0.8","49","3.5","<1","<1","0.031","0.027","0.019","8.5","0.6","34.4","4.6","1.2","12","22.5","0.08","0.13","0.19","0.03","13.1","0.002","1.6"
"Mirs Bay","MM13","2015-08-13","1","Surface Water","1.4","0.023","6.1","97","6.5","<1","2","0.081","0.015","0.003","8","<0.2","31","3","0.21","1.4","26.8","0.12","0.32","0.42","0.03","2.9","0.001","1.2"
"Mirs Bay","MM13","2015-08-13","1","Middle Water","0.5","0.017","1.9","71","5","<1","<1","0.031","0.018","0.01","7.9","<0.2","34.3","3","0.58","<0.5","23","0.07","0.3","0.35","0.05","2.9","<0.001","<0.5"
"Mirs Bay","MM13","2015-08-13","1","Bottom Water","0.3","0.013","1.7","66","4.8","<1","<1","0.045","0.018","0.013","7.9","<0.2","34.5","3","0.96","11","22","0.08","0.29","0.35","0.05","5.6","<0.001","3.8"
"Mirs Bay","MM13","2015-09-07","1","Surface Water","0.8","0.038","5.4","92","6.2","1","3","0.048","0.016","0.008","8.2","4.2","32.8","3.2","0.79","1.4","26.3","0.1","0.28","0.34","0.08","2.7","0.003","1"
"Mirs Bay","MM13","2015-09-07","1","Middle Water","0.2","0.02","2.2","78","5.4","<1","<1","0.015","0.006","0.01","8.6","<0.2","34.2","3.2","0.68","0.7","23.6","0.04","0.27","0.29","0.05","2.1","0.003","<0.5"
"Mirs Bay","MM13","2015-09-07","1","Bottom Water","0.2","0.014","1.5","49","3.6","<1","<1","0.094","0.003","0.017","8.4","2.2","34.5","3.2","1.1","4.7","21.4","0.11","0.18","0.28","0.07","5.9","0.001","0.8"
"Mirs Bay","MM13","2015-10-08","1","Surface Water","0.2","0.015","1.8","88","5.7","<1","6","<0.002","0.03","0.008","8","<0.2","32.9","2.5","1","4","27.8","0.05","0.31","0.34","0.05","4.8","<0.001","0.9"
"Mirs Bay","MM13","2015-10-08","1","Middle Water","<0.1","0.01","0.5","92","6","<1","<1","0.007","0.022","0.007","8","0.4","33.2","2.5","0.69","2.4","27.4","0.04","0.19","0.22","0.05","3.7","<0.001","0.6"
"Mirs Bay","MM13","2015-10-08","1","Bottom Water","<0.1","0.013","0.5","94","6.1","<1","<1","0.002","0.016","0.006","8.1","<0.2","33.4","2.5","0.57","1.8","27.6","0.03","0.29","0.31","0.06","3.8","<0.001","0.6"
"Mirs Bay","MM13","2015-11-09","1","Surface Water","0.2","0.017","2.3","95","6.4","<1","<1","<0.002","0.007","0.005","7.9","<0.2","33.3","4.5","0.35","1.5","26.5","0.03","0.26","0.27","0.04","3.1","<0.001","0.7"
"Mirs Bay","MM13","2015-11-09","1","Middle Water","0.2","0.017","1.4","99","6.7","<1","<1","0.005","0.009","0.007","7.9","0.3","33.4","4.5","0.31","1.2","25.6","0.03","0.27","0.28","0.07","2.8","<0.001","0.6"
"Mirs Bay","MM13","2015-11-09","1","Bottom Water","0.3","0.022","1.9","94","6.3","<1","<1","0.023","0.002","0.007","8","0.9","33.5","4.5","0.4","3.9","25.5","0.05","0.26","0.29","0.06","6.6","0.001","<0.5"
"Mirs Bay","MM13","2015-12-07","1","Surface Water","0.6","0.02","1.2","72","5.2","<1","<1","0.019","0.037","0.009","7.8","<0.2","33.2","3","0.63","26","21.8","0.08","0.1","0.16","0.04","17.7","<0.001","4"
